mirbaseID,sample_01,sample_02,sample_03,sample_04,sample_05,sample_06,sample_07,sample_08,sample_09,sample_10,sample_11,sample_12,sample_13,sample_14,sample_15,sample_16,sample_17,sample_18,sample_19,sample_20,sample_21,sample_22,sample_23,sample_24,sample_25,sample_26,sample_27,sample_28,sample_29,sample_30,sample_31,sample_32,sample_33,sample_34,sample_35,sample_36,sample_37,sample_38,sample_39,sample_40,sample_41,sample_42,sample_43,sample_44,sample_45,sample_46,sample_47,sample_48,sample_49,sample_50,sample_51,sample_52,sample_53,sample_54,sample_55,sample_56,sample_57,sample_58,sample_59,sample_60,sample_61,sample_62,sample_63,sample_64,sample_65,sample_66,sample_67,sample_68,sample_69,sample_70,sample_71,sample_72,sample_73,sample_74,sample_75,sample_76,sample_77,sample_78,sample_79,sample_80
hsa-let-7a-2-3p,-2.0020669151585,-2.43709874841164,-1.81087932278314,-1.31142875042481,-1.3477592141722,-0.74603365718428,-2.45621960464106,-1.48803140270598,-1.32721448280232,-0.589650699124759,-0.400206870947333,0.137403026571528,-0.717087630477119,-0.792218342520875,-1.52337893944476,-0.575079210183221,-1.24804780761812,-0.303111683754977,-1.10985001257083,-0.705811298298785,-2.17610476432087,-0.792162744344998,-1.13023921760531,-1.02969306538815,-0.658524524676786,-0.267850860707071,-0.266756933580387,0.438349813866032,-0.56890953656687,-1.5633786264585,-0.784454516644414,-0.52303551906711,-2.12237900574198,-0.532078522024663,-0.554071657462918,-0.386160150143974,0.247680158748005,-0.467439456924391,-0.307019074517967,-0.000213369853644346,-1.68620216542203,-1.45380972791668,-0.841953737504954,-2.26600125516415,-1.28988914804031,-1.83911674548662,-0.962581634576602,-0.861239502377912,-1.0356119712716,-0.139025414643161,-0.461369488522734,0.0760727366995559,-0.548603286563068,-0.319653484964546,-0.834437918015543,-0.496496018085174,-0.331715492110076,-1.1983944434838,-0.93336561217774,-0.550176756705421,-0.278355985115677,-0.273463241631966,-1.69315044018781,-0.133893979621477,-0.653579273664461,-0.638821354487346,-1.07779099979425,-0.0572849558362517,-0.227422844173921,-1.28816010918216,-0.28723838945943,0.306705967089811,1.1695559772995,0.167778654480465,-1.13385858891141,-1.36301127349526,-0.426525515471646,-1.52196098567351,-1.09614020561808,-2.05123779417658
hsa-let-7a-3p,5.44364775123831,6.01451272934301,7.0033597941768,7.13394482722499,7.11585234483336,7.08128968110592,6.93394935155913,6.95628907562896,7.61725127388433,7.60340726786508,7.62929376880478,7.41358583198101,7.411304762679,6.77245142150394,5.05811136936959,7.46560163949754,7.22052775194195,7.63784031282861,7.09295947955418,7.15891316540685,5.64862672645671,5.62728821102437,6.67095393580527,6.97931705301174,7.34788367424978,7.79459644605552,7.24887082446228,7.34788745728047,6.96193400632916,5.62863137562516,6.94119181305256,7.02437317894427,6.62341534779896,6.24970581845312,7.00466044269619,6.98447970756743,5.84261749255073,5.65049683685597,5.88864932036608,7.3849875540862,6.48641766409835,6.62786851849488,6.63763407737547,5.81970260850033,4.32081091409446,6.82995364221792,7.04274743176097,6.90305710680539,7.65317969219703,7.73033236367383,7.58549986136621,7.63131146728245,7.49710177794773,7.25028050195259,6.99490427588726,5.99882292343971,7.62380987874932,5.32998452887099,6.15728622037457,7.50173533193705,7.70869823644429,6.97695985285405,6.60955567476204,7.06566204346512,7.25940934390064,7.71077331626284,5.55848835449409,7.39050866157618,7.3379108497983,7.68070672870551,6.65288749668482,7.33714942390672,7.673165190701,8.12876420719343,6.15194566284765,5.29014992974381,7.44474646027827,4.86297690673965,7.01087804426404,5.85021528595526
hsa-let-7a-5p,16.2090640000255,15.8418657364555,15.4457836647846,15.4827173421063,15.4612299905651,15.1603235837847,15.6545100350191,15.7863091296967,15.2184767095673,14.9279209540874,15.4741299462023,15.5768311709679,15.4303265591235,15.6137901689302,16.2097954295263,15.4629264415075,15.5764012399482,15.8464269061622,15.387294832874,15.5875549497321,16.0592828681474,15.9195609880967,15.9462047763932,16.0735424072971,15.3855686758118,15.4242072957711,15.3603604418822,15.5200900950367,15.3144093048904,16.1980660031448,16.1368578520861,15.9753463602144,16.2079351275725,16.2174902003635,15.6060722706755,15.8262749999505,16.4953947721902,16.4891004147429,16.6056632557637,16.1683712813409,15.899522036732,15.7890560551183,16.063192278846,16.0401804020383,16.8865718761985,15.5349522288064,16.0637927745691,16.240294479161,15.7224006827389,15.218543434746,15.6113388021863,15.5011792636246,15.8493714310343,15.8923737244863,16.0595199011695,16.737238192893,15.614576334157,16.5930852778182,16.1434997893544,15.9409849257805,15.7736965455181,15.9849201775034,15.9912515885052,15.9971269677927,15.5674414714902,15.8009055928619,16.2103913298144,15.6468715129777,15.9824204686599,15.8453355369422,16.6126131640784,16.0892490298008,16.0644132767076,15.8165007474973,16.1550409928778,16.4968223258312,15.7401358010576,17.1452044053325,16.7447799368496,16.692380468094
hsa-let-7b-3p,4.70654673442829,5.00525238650046,5.24904449486892,5.65819760053167,5.84338227317981,5.95761674524264,5.49756112312999,5.53944933371613,5.793252121459,5.87006355151283,5.93119429553735,5.95632975816347,5.74496468831931,6.25786688891544,4.74700624377676,5.9217401390398,5.87459533293331,5.74128243560348,6.04223977869227,5.84944469560618,4.72820728718587,4.74023553405028,5.54736298376204,5.29309352106926,5.91904163095327,5.99766915805513,6.13688086289101,6.22785270069931,5.95708370091341,4.65578989400367,5.89042856875094,5.44120906956742,5.2551414151087,4.36562290212919,5.78239642688854,6.02657006203838,5.06041716181149,4.69405818488575,4.90676021651377,5.8466699163906,5.6062964526027,5.44673934081801,5.46833444182653,4.59375536485328,4.08515028330662,5.98425049455962,5.43604956213436,5.60830541490248,6.1732997404967,6.09234272741423,6.32183864939429,6.17286539085457,5.97934281234519,5.75371068689736,5.34745972509285,5.22500531558375,5.80080259814027,4.83163597555933,4.89106282323881,5.81885644181614,5.86225344950208,5.23655477799487,5.21303277857845,5.99843913368344,5.81541720900837,5.73861358598761,4.62726534641721,6.03332818849212,6.12369546143369,5.77310448433416,5.52291408057753,5.50398908415259,5.9075517000642,5.6677643714684,4.73757796953325,4.29099287165555,5.82935283711114,5.06728887345074,5.78527970247432,4.79425225676779
hsa-let-7b-5p,14.327342953329,13.9244546700274,13.3095368897897,13.4285054212617,13.411036550231,13.1927472979316,13.4773173369379,13.5208712833551,13.2902867441967,12.9824294210137,13.2384899022045,13.4066853508559,13.2299385712418,13.7485967156482,14.259943990473,13.3437797229488,13.3224545408408,13.6699381333559,13.3267038838206,13.508837188126,14.1296321112257,13.9865103543203,13.7428705215858,13.7845793886137,13.285117744873,13.2932364990794,13.4279310230137,13.587056194469,13.2614075932433,14.1333706684037,14.1250676739313,13.7416668601692,13.7218865311151,13.6577962520974,13.2807239719261,13.631710155907,14.7708581184653,14.3955243146359,15.1411055738207,13.8444990046799,13.83064175944,13.6461637572119,13.6126158249507,14.0652126701752,16.0379157701901,13.4992549002172,13.8920620532049,13.8599999890067,13.7403465506987,13.207069908404,13.5982883923804,13.3677456718728,13.5095981936778,13.6683634870889,13.6625011206292,14.247735458015,13.3858232392891,14.2926644510742,14.137223573009,13.5181773378045,13.7660302433049,13.7853510732824,13.8287292817834,14.0496174045089,13.4966433510101,13.6837806600774,14.3409808284782,13.7913419493136,13.9090739904165,13.5829218147244,14.035092405669,14.028644631819,14.1292477614358,13.5827280959547,13.9336095311805,14.2147784816744,13.6721711598237,15.6322663596104,14.2619110753148,14.7676519017957
hsa-let-7c-3p,2.6933195752563,2.50373917912022,2.69464871044361,2.97573392630187,3.57507292530535,2.98652675786193,2.92130081620962,3.03069739961509,3.16652325787229,3.17075380800628,3.78480245803403,3.41042152097794,3.39060023883726,3.81607666203091,2.75346126591406,2.90233014938313,3.57152306414913,3.87821808095958,3.2929980777001,3.86073916530849,2.46775142545385,2.36375539910343,3.00178917607847,3.66810193149738,3.12426525178429,3.46813961004189,3.25141847592957,3.93684155209162,2.87231748669284,2.77290476140594,3.13077537987683,3.33162511776885,3.67017891438754,3.19972536702576,3.17666198299177,4.19332722051103,3.22655686718225,2.81198390944844,3.14266456756777,3.81854631547621,3.37158133116361,3.47568229662897,3.6635742957218,2.59197973996342,2.16954247059699,3.37333287260225,3.34791156524848,3.0638556886082,3.34135748717372,3.30425646400081,3.69824313848344,3.73903774942198,3.67481926337187,3.11416748999371,3.49037268540494,3.37604307273257,3.76300316514306,2.64806029826275,2.77760477345552,3.4775386215064,3.02856994643244,3.495417532611,3.08047362455725,3.49059688528632,3.37473112235892,3.55032156249911,2.78255700987723,3.27629349879004,3.86003999707642,3.26804339855757,3.82582427502721,3.34991803391111,4.66354481797317,4.36417586728397,2.87785483165238,2.83954473218702,3.44137094852101,3.59549659587466,3.49282422566057,2.74873759751543
hsa-let-7c-5p,13.175264136407,12.6318393963884,11.7713271895002,11.8499255646469,11.8577947878026,11.5736487887504,11.8489549828095,12.0741866167451,11.6170777160161,11.4352441600247,11.8381063575007,12.0091120151339,11.7627633521638,12.3634901715656,13.2804520321618,11.712895218582,11.8892304909191,12.5179039723853,11.598050957617,12.1350735015708,12.8810187263083,12.7279976955749,12.2144019709944,12.4897861709356,11.7034075886549,11.8204867003952,11.7622723010645,12.2615642676082,11.499253011986,12.9062928650917,12.730702473638,12.5525829014866,12.4336236874594,12.488769168732,11.9141120633376,12.2627602087656,13.7203990356275,13.4833711568171,13.8497370275186,12.5885822805996,12.1942632075487,12.1110438607224,12.2559047051288,12.7126336254136,14.3358729961427,11.8285947709801,12.4473546756542,12.3236038215996,12.240953190153,11.692870241076,12.0095413222596,12.0544946784146,12.2521887306698,12.3467602394507,12.496352046638,13.0790154223169,12.0386527679588,13.2441561562633,12.987084724129,12.3253133729463,12.261181737767,12.6863867181478,12.5214327862113,12.5702405423687,12.0715981472373,12.4470297175283,13.1250719735833,12.2299503976756,12.5849387821249,11.9259140356221,12.8366604700629,12.6813184224891,12.8565156526484,12.4808638602224,12.8350605411658,13.2131586878099,12.2402340938578,14.7383551992842,12.8988574675888,13.3587260524166
hsa-let-7d-3p,5.67869216939603,4.75976679584895,5.80907859929422,6.2504501371833,6.20426939718688,6.30049147443887,6.10820211763926,6.13739645972835,5.54460018166784,5.58417976518065,5.84618067255012,5.55310337678824,5.63270223976475,6.47130602597373,5.36395885874236,6.22960817020675,6.30324847121717,5.75124068077327,6.69204484948607,6.24382512932173,4.59962308112446,5.14268191283452,5.93800164370751,5.88462087354559,5.79283646976343,5.52058090149309,6.45336515042241,6.17752539320858,6.26135977743874,5.19595478073616,5.64253942434609,5.28603587557952,6.86183598432729,6.16174028022389,6.18180528626773,6.62065467141234,5.0296497623857,5.16614174901694,4.8434804283367,6.02543889545485,6.7261233983222,6.1713223063012,6.6472252245264,4.78306935140378,7.69709056113627,6.52552302537215,5.94746930192525,6.31487426801079,5.87838551083118,5.58667123209493,6.08057099684913,6.05065603316971,6.12438770726468,5.91288349377745,5.86433619088814,6.4446379177316,6.04034110900636,5.17931664610976,4.39712449621305,6.0445982771995,6.15079820584346,4.79224813160723,6.1724918691532,5.94963459401239,6.10293636888272,5.96314149876001,5.12141392399772,6.18292621701099,6.30669597913276,6.10912046014894,6.51619082938437,6.07596306056722,6.01037885096671,5.71372535352634,4.65205580887268,5.4160320974806,5.98014720028418,7.21129650051841,6.63314064040932,5.70460355598255
hsa-let-7d-5p,11.1927366593558,10.8135625819572,10.2680339080322,10.4015996957007,10.1114845413174,10.2748080982493,10.3455707298159,10.5374542541024,10.3312726779246,10.0232285991192,10.1150310647943,10.0702112151512,9.84735379942727,10.3468786206256,10.9629115369557,10.0819977175466,10.2212344780504,10.2328951321253,10.0903176782072,10.1166209818322,11.0272506680035,11.0568115406366,10.5705617070775,10.792289657669,10.2282506243811,10.1890213164293,10.0797302058832,10.0600678998177,10.2666644861258,11.1340233810442,10.3882490898664,10.2100645648198,9.70487862472976,9.65811889663376,9.8176426596011,10.1836425353886,11.1100410810877,11.0148561921096,10.7168933624361,10.1914856207598,10.2245702720575,10.1809296871578,10.1106544020815,10.8254261025213,11.0876196531192,10.096412134333,10.5100958458221,10.7604234309812,10.2903043165339,9.90542000557488,9.86889643311955,9.8897489436734,9.93740710220194,9.99312555975299,10.2601850640331,10.511438163457,10.0046845871066,11.2040539813011,10.9561626150475,9.96779801039088,10.2862646220103,10.4487501956207,10.4648465795318,10.4163005575314,10.0280589622314,10.2667041500765,11.4243600378189,10.108329626727,10.2842539606186,10.2878020220656,10.3269977325542,10.412160089983,10.286836426978,9.84646650494366,10.8725489059241,10.7908015120391,9.9883009178635,11.2573526790165,10.4606959898232,10.8440356104165
hsa-let-7e-3p,3.93296416081452,4.11309833414884,4.28564760089544,4.10843113231087,3.84601252922449,3.91461451701086,4.20403102338434,4.14691923384686,3.7996417967481,3.79077304507275,3.73241443142286,3.53375596258545,3.57274683470039,3.77697684234196,3.63726824840954,3.86843598967176,3.59085595031431,3.82734856299084,3.39916363491703,3.44658377858595,3.91438576962704,3.70664311262644,4.17475848133217,4.49536159130993,4.0449386560607,3.82419196864653,3.49574375269296,3.66462566968971,4.00565136869382,3.76574496983307,4.02960542929108,3.86928190371165,3.40565642689434,3.55538431922568,3.55661414060472,3.33431732123366,3.89823100109674,3.74578237852047,4.06479789616176,3.90667722575487,3.85414944859884,3.98125734232141,3.85053722752065,4.21666266971087,3.68885562649637,3.56635204494345,3.99161467581027,4.19971370885395,4.13579652134604,3.63785204431098,3.55014449949431,3.85691802873868,3.68405747022721,3.5173130932036,3.69663157471041,4.02706593797184,3.49610353250724,3.46310961211035,3.97581316002605,3.60027087023759,4.20795892767257,3.77934311754269,4.31873452896505,3.72592836233026,3.92108347368584,4.11237638852706,4.26629350874528,3.80472404109142,4.15931354634154,4.11316855489157,3.85097775225554,4.06303688612295,3.82381692114107,3.88371054877447,3.77093962773586,3.34932555338753,3.45184670991178,3.43223532471336,3.98565388554556,3.85565280143194
