ensemblID,sample_01,sample_10,sample_11,sample_12,sample_13,sample_14,sample_15,sample_16,sample_17,sample_18,sample_19,sample_02,sample_20,sample_21,sample_22,sample_23,sample_24,sample_25,sample_26,sample_27,sample_28,sample_29,sample_03,sample_30,sample_31,sample_32,sample_33,sample_34,sample_35,sample_36,sample_37,sample_38,sample_39,sample_04,sample_40,sample_41,sample_42,sample_43,sample_44,sample_46,sample_47,sample_48,sample_49,sample_05,sample_50,sample_51,sample_52,sample_53,sample_54,sample_55,sample_56,sample_57,sample_58,sample_59,sample_06,sample_60,sample_61,sample_62,sample_63,sample_64,sample_66,sample_67,sample_68,sample_69,sample_07,sample_70,sample_71,sample_72,sample_73,sample_74,sample_76,sample_77,sample_78,sample_08,sample_80,sample_09
hsa-miR-3065-5p,8.73797794639064,10.1273067175419,9.87433437834333,9.37719069650195,9.64909631416631,9.37050058305991,8.49120158618448,9.78272908711192,9.52749723047026,9.51463581243602,9.51632163177273,9.0359441689445,9.46085372427868,8.81256201158266,9.05801983258537,9.3423984905304,9.45235216626239,9.92921267765412,10.0183836103499,9.69104086434944,9.56587420549047,9.75442903359154,9.55199331937613,9.0401492680573,9.31663881234151,9.64175214735562,9.31953861827723,9.21013856972499,9.40871841177164,9.24549945183541,8.67259137607855,8.45765798200776,8.4155316693212,9.72179772576285,9.58176949564773,9.45101361283363,9.37481461584399,9.62985937860091,8.78098965132508,9.47406628564495,9.58598438236911,9.52372413651242,9.84397026167198,9.43471047356854,9.83353704957335,9.75276816867287,9.60974524611028,9.68734926119199,9.48679883999017,9.23521844027688,8.87823720073446,9.57302184401708,8.31459027562272,8.93758180033511,9.72254385381858,9.37982293188131,10.0838235001084,8.98434914364465,9.64032880750906,9.71359464106883,10.2116533129317,8.80851533047255,9.7356324908935,9.74354712151989,9.65687332812268,9.77776267425919,9.11802008797826,10.0373448424685,9.85967840375565,9.62497173344236,8.54231089867756,9.38011852533053,8.24178327653961,9.46050819981022,8.39799153738505,9.89968015353701
hsa-miR-3074-5p,9.648039769043,9.94548702709688,9.6146417750555,9.68286117917738,9.29113082192756,9.68906894600156,9.34269303467306,9.48749966633667,9.62322895981002,9.64617059738758,9.67052340514996,9.49397224781262,9.70538065227146,9.58628605975947,9.91378677573968,9.59117924981657,9.84269816699408,9.73305821431585,9.94683054843966,9.58350872430242,9.66534737960312,9.86980826189968,9.78565970390515,9.62626278303742,9.61348119857875,9.58124639089889,9.06253159552092,9.32410155881249,9.36623833712765,9.15630710832055,9.39705197335391,9.28652927416273,8.93363038799904,9.97732343907458,9.46304750683394,9.58086767304436,9.82138388177368,9.64168572028722,9.13517972352131,9.8540145872847,9.76442089197791,9.62159222562832,9.84487055716843,9.66282408699,9.6634415151513,9.56070455584871,9.38533154548523,9.38203407294615,9.16406850269604,9.1258513182798,9.62246538811891,9.27608709944574,9.388495324936,9.63276261480743,10.0746327087164,9.3978298582376,10.1695063017302,9.65571231225914,9.91361728090023,9.74908027525289,9.94558681036889,9.92840629672166,9.99204885111354,9.88715807986341,9.71927899041338,9.69338429438752,9.61899875768872,9.64343355267251,9.91787760313732,9.34671845607403,9.08232134800736,9.29306321394219,9.75145634033457,9.61224929316511,9.0315858104565,9.90990731567459
hsa-miR-30a-3p,10.6617923822334,10.7771471314645,10.6653033771127,10.7498778113147,10.6140384681717,10.8344699861739,10.8283240533318,10.5419973624631,10.6942598713827,11.0396276443041,10.6039457628224,11.0201097484473,10.8435564466443,10.7788773829711,10.7461085645054,10.5085844572729,10.7129429494863,10.7103080828477,10.8627979608786,10.8880818255753,11.1672387833727,10.7552205685182,10.4972539224502,10.9544415432625,10.8667844315627,10.8411456918919,11.1321215540146,10.6745947231299,10.5808888372149,10.9887615732099,11.1941718273706,10.8721459278019,11.6157559228859,10.6652601085633,11.0967482985536,10.7720580798411,10.8583451824281,11.0964224448942,11.0774079670964,10.7157428178973,10.7909336356156,10.6244251149579,11.0962063444978,10.5509012858552,11.0433726306658,11.1441037535896,11.2363102385212,11.3619851108248,10.8112159025456,10.7327491894432,10.8104525762444,11.0719316694331,10.8291909734856,11.1926562805998,10.6877592939311,11.1672657744356,10.9570937672153,10.5150632689082,10.8774831016722,11.0036587693729,11.0579114030325,10.7261678695053,11.0490983766779,11.1604486734342,10.2599561132404,11.0452552995038,10.7390565794231,11.1634829011387,11.532154460947,11.2838558936073,10.693518585604,11.1548539391544,10.8845227781229,10.6439331400523,11.0244476043899,10.6078105033104
hsa-miR-30a-5p,12.9284834020776,13.081933026961,12.9591044960363,12.6911202781822,12.9149757161795,12.8199793368575,12.9930640802411,12.9011890681522,12.6957222941566,13.2888152919781,12.4471742465866,13.7617316781876,12.705187258698,13.4629144304989,13.4307271526649,12.9490892812159,13.1707285789989,13.195774793631,13.3520491974584,12.8859831286798,12.9955956019027,12.8555241577746,13.0490007015611,13.2892398905092,13.5504802406643,13.5683344823061,13.0115070912314,13.1004681873371,12.9171219580265,12.8161847187839,13.8682683304011,13.339997213822,14.3554018371861,12.7367200696237,13.6543546858503,12.9138149433407,13.1229553958641,13.263192825342,13.9874992710917,12.8945945477549,13.3305343574525,13.3425647492507,13.4465842830057,12.6254738022856,13.0944726018673,13.3336701572002,13.2668918483867,13.4679634427101,13.2316931902773,13.3128526363832,12.9502236114923,13.1775436756671,13.2843553508044,13.9550187389683,12.7275145919505,13.2007218156146,13.5168218273526,13.5585654698972,13.3671409635869,13.3011800323809,13.6825554316906,13.3718021761126,13.2017618918045,13.3548062411403,12.8168728209639,13.3149200006778,13.1261955531608,13.7450530754449,13.7029129287955,13.4759144748675,13.2661974848238,12.845881755746,12.8967578848863,13.0542330369061,13.4765412890969,12.7375471865325
hsa-miR-30b-5p,10.7270019393835,12.4803478314641,12.3317413687724,12.0839905577143,12.1877196479026,11.5404217719285,10.8318122508874,12.1251280745758,11.9557975350517,12.4564272641736,11.7630728796293,11.7376716193713,12.0303291951387,11.4768855430181,11.4527352304286,11.6842853054543,11.7906934922324,12.2099455504735,12.3483596251088,11.9039479515295,12.0571411547187,11.8259220236909,11.7913565171271,11.4920052263145,12.0122897138875,12.2273740251115,11.2877583225493,11.2072137849407,11.9907708958077,11.9634233786202,11.5466931623464,10.9830587924931,11.3221766832358,11.6798680173936,12.2357723170525,11.1871473903731,11.3863074828772,11.8315767467167,11.0734695101176,11.712931681918,12.0761836215366,12.0758556556319,12.6013843936483,11.6598914393797,12.8785592896836,12.6469520147786,12.4318125696058,12.5088195013459,12.2845119070707,12.1259439397473,11.3744112075484,12.2927206974104,11.3319525151755,11.9298223168017,11.7173521595036,12.4954393680145,12.3923125958554,12.2008799406846,11.6610255982752,12.6679826326641,12.5685004066749,10.9969394445838,12.2086604718742,12.2572623839087,11.6508934909507,12.5326257619825,11.7568487844388,12.5233476832173,12.2977805094585,12.7587397581,10.8893445246004,12.2998833248475,9.93262154614673,11.7411977018297,11.0338826324697,12.5453838859953
hsa-miR-30c-2-3p,6.92836225550386,6.56418935933981,6.63788508634396,6.66390205188491,6.68407775166885,7.17618181918489,7.08331223559439,6.71541179777409,6.86426154208717,6.93332995829545,6.82192751709596,7.03286040859956,7.13463636040423,6.92508125992708,6.95494805634962,6.74277507779358,6.87628945812706,6.74832161992074,6.70608234639227,7.1772874080497,7.23381940901465,6.98272433912774,6.62502593436728,7.1270983602032,7.22298718165791,7.07910249572569,7.34393084255776,7.27946108577096,6.8032639788118,7.13433543359833,7.42968996110875,7.28528096556545,8.03793695909245,6.74361196250103,7.26603927798066,7.35775524439531,7.19550225094463,7.15142358773769,7.34046243278936,6.98690347774333,6.93464337828492,7.15583845709571,6.83996118592281,6.75607555374517,6.72481614732915,7.26814783274629,7.19159226311669,7.1399186139083,6.9902171361206,6.92136369252416,7.45111269662657,7.05407005505531,7.02414827831923,7.20735513601414,6.6683635400937,7.09054141923365,7.17880445567671,6.86770344977396,7.05719544732024,7.0758360789897,6.98454244305643,7.25567021933521,7.16476983629764,7.38848262022888,6.44243809736939,7.02006846732231,7.24587941435955,7.39026973736199,7.36027966531177,6.98668778680157,7.17651270257941,7.07089910041071,7.55805240709674,6.80298371307548,7.67708665366837,6.19571668920399
hsa-miR-30c-5p,11.8763485620865,13.2327209277608,13.1119293418183,12.9737338046093,13.0041719099157,12.8115821287942,11.9508966450688,12.8930291077412,12.9332400371505,13.2639143410792,12.8681092101598,12.4575694800983,12.9658162820827,12.2827000685181,12.2942450194521,12.6826072721047,12.8559778161965,13.0472316270165,13.1922185379497,12.9170242415038,13.0186382561426,13.0212351526309,12.6283922417955,12.4124993813014,12.7978477464771,12.8506353766265,12.4112294669519,12.1365642422056,12.8624963257187,13.0350550820621,12.5949203686149,12.0977921529865,12.2009436981404,12.774977303579,13.1633990086498,12.427146876357,12.6450739803331,12.8156574019753,11.9590276273581,12.789315958396,12.8719254864439,12.888927656596,13.4324169221849,12.7570593846079,13.5093509528459,13.3753632278294,13.4114559502305,13.3656007387177,13.0731188010929,12.8843097949184,12.5402482720441,13.1501021115785,12.3063501540199,12.6825602542785,12.9360534951816,13.2211525524554,13.0186527177433,12.7693499789198,12.5928242981374,13.0940960611216,13.273161984246,12.1258779170642,13.062328167851,13.137552637632,12.5962702065668,13.3077354234065,12.6000591170931,12.98599271158,13.2587581498576,13.2633673736188,11.7481616076937,12.9169657680857,11.3676652006241,12.7899098484672,12.0252162196721,13.102803148344
hsa-miR-30d-3p,5.35197074476404,6.36097349341708,6.61695773747095,6.43539599481607,6.70989358787778,6.17764470913708,5.41758008962716,6.58618955338058,6.24533058271403,6.75267132319528,6.11128489705214,5.56230430848968,6.40047095158577,5.44470384283634,5.49689982647513,6.15110318302136,6.16210590223469,6.44552944783583,6.61357963602793,6.33094010300613,6.49015930521211,5.87655126059611,6.17635193048315,5.57347592036755,6.59195254336608,6.79266203513333,7.10914357744148,7.04413651876119,6.5246098231596,6.60048513028977,5.64889154059963,5.62053155321211,5.83632865276736,6.08572772967118,6.99761988873076,6.30056515491437,6.28065132578074,6.69281498967902,5.77029781365989,6.28908411191336,6.78257104779143,6.65168589257787,6.66852526265867,6.04556702466525,6.83822102247329,6.98171803579779,6.8952388456447,6.91880962621652,6.72107558557116,6.85501686451551,6.42728377359549,6.9198466116332,5.40149746167725,5.82829392627441,5.98611983994178,7.07624658585529,6.58082095041834,6.39385196123422,6.38260001145924,6.65863011676226,6.87223001141184,5.33191476055727,6.42312177864247,6.66344949430713,6.10916057532693,6.76657367456088,6.65346550971578,7.02084994533872,6.82360386826738,7.12376953155687,5.67192384375833,6.7378804640201,5.05260078476686,6.13910677832914,5.89970628320729,6.38253446883919
hsa-miR-30d-5p,14.4031048264045,14.0245288736128,14.2082973973341,14.1402079314683,14.2137044733328,14.0614687892357,14.4500419079634,14.3219107087537,14.06176597495,14.3489006351403,13.914926824386,14.6138634781953,14.0062086835224,14.5413873616823,14.5377131585228,14.134456385276,14.1537302755193,14.182795771385,14.0056423623413,13.8886636448913,13.8821554500212,13.7626968436525,14.0112575582123,14.4238569771056,14.5836026835628,14.6365360106563,14.3621284491725,14.523194148205,14.0291923872213,14.0564783271698,14.6227425583677,14.7016655404836,15.1082638822904,13.8229074318794,14.4518343576265,14.1797773431582,14.0166063106446,14.2304757232064,14.9856561348819,13.9446163338125,14.3659414653195,14.5910266624355,14.1118115883201,13.8423321740117,13.9377133480966,14.2888083288998,14.1189636079553,14.3177083992333,14.2137579997658,14.5487431885383,14.3601452305208,14.2753405405319,14.7399924889866,14.766951646537,13.6101185907056,14.3510034399275,14.2155107696339,14.6235293729231,14.1800689011085,14.3028036251343,14.1971051449153,14.4856707509116,13.9447252732787,14.1143266025,14.2096644510888,14.0687677040645,14.5177322859927,14.6718008391566,14.1032357241803,14.2947209662787,14.8798734042568,14.0737843164695,14.2160518473266,14.2249960904347,14.9410740801453,14.0535410881079
hsa-miR-30e-3p,10.1271813715965,10.6786975235647,10.6719427366426,10.7830009203952,10.685079257687,10.4334115436898,10.1547042553163,10.6105810168974,10.5588078062188,10.8933587362922,10.6162536226077,10.6770154325865,10.6372073606636,10.2570148517097,10.3025062083251,10.3011396711824,10.4959515067439,10.5640795934248,10.7606049726868,10.5795416549089,10.6831908259142,10.6212878116986,10.3339661765831,10.3277176388346,10.4962495817459,10.5640969284812,10.6824232011031,10.4891557301944,10.4120798329808,10.6621429678442,10.3570330689911,10.2356297127864,10.8751423856651,10.4625677370773,10.7217701566582,10.2556493093465,10.4452465299531,10.5317933928492,10.876502299012,10.4210946890532,10.519991282226,10.413878103601,10.8321038393029,10.436632109107,10.8376959975401,10.769716057829,10.9156217055539,10.8805752058495,10.6168249592412,10.4087924068734,10.1701296755536,10.8046258088371,10.3274562898232,10.5364544321865,10.4845680247469,10.9961234160492,10.6482340660452,10.4993593960077,10.3338511127789,10.5029322642117,10.8527631631204,10.1939853683421,10.5864868684729,10.6862200368786,10.3176698637827,10.9215595258107,10.5044005579657,10.7041378342244,10.8994185900949,11.1802322919188,10.2022616430165,10.7643568030929,9.93594781959883,10.4046693370072,10.5370993642007,10.6454929337307
hsa-miR-30e-5p,11.188038083087,11.8331779669907,11.8035560416662,11.4108598662729,11.8543107450583,11.2923613268036,11.1439258510603,11.9312550509788,11.3058491101381,11.6396665129355,11.4349436613631,11.964588882743,11.3105425856913,11.7833244818741,11.8472928256294,11.6826407982649,11.756791632595,11.9834634234387,12.0519097913363,11.5616411635341,11.3601711675021,11.6320879254071,11.8714304825407,11.5825587091177,12.144678514118,12.1796398137453,11.4413123796681,11.3940701343376,11.576023479436,11.3347906342209,11.5115486184995,11.2642617858787,11.5746096995703,11.359959252182,12.052731147902,11.4692755879977,11.6750502767138,11.5212302959937,12.0346741676096,11.3784198502321,11.8771978915107,12.112049889791,11.8794449177621,11.4098502154127,11.8165951499502,11.8276912525612,11.7769277965468,11.7747185525006,12.0642209590782,11.8270952897023,11.2140857973317,11.6277408178525,11.5613437142582,12.0385856822057,11.5232327502331,11.6571316797822,12.0346046073727,11.9585052343509,11.6506299661939,11.745776814403,12.3446179157436,11.5407218893086,11.629519282113,11.7915401611313,11.8152443451854,12.0239916179246,11.8016576495654,12.114957773641,11.7189736392502,12.0322712550632,11.5527142246457,11.4114099389825,11.0914513063901,11.6697425880999,11.5096793050402,11.6471273757577
hsa-miR-31-5p,10.5663880289239,9.75453595442511,9.61134181851265,9.40088650217143,9.58818044488452,10.1257349872604,10.250537270299,9.52654994311438,9.58137090617376,10.7053507954192,9.35017348941922,10.9379615635159,10.176579106895,10.9127234550072,10.9732895760909,10.2193481349401,10.0792764241649,9.43454347200753,9.75549252026571,9.78395260074915,9.97915012460739,9.77630863300633,9.97181593971326,10.722657763496,10.3637055699111,10.4840168706547,9.54450276744779,9.1569170760159,9.15887110254156,9.47380383915865,11.7383393349693,10.7810717201129,11.5662356643089,9.75300250397407,10.7648531375469,9.73557548937486,9.63948419751298,9.82161207324143,10.2629169023947,9.77245992255513,10.1422015303452,10.1123177032519,9.95920143843973,9.15770585437892,9.52641343047187,9.72575490298591,9.62449121817016,10.054248449805,9.91385488514359,10.099736013281,10.2074763793167,9.70218717098181,10.6342421673007,11.1844962771841,9.6618294040454,9.72677004096116,10.2608518033587,10.3909493876312,10.1681917941397,9.8048347076347,10.0180923387881,11.1918317409709,10.5561255748866,10.1436299018242,9.85137023399905,9.86182714019223,9.96171137386449,10.5501743024864,10.6573379571392,10.0242030413952,10.477437647019,9.88867982579,10.8409204888889,9.83964071845235,10.793856431377,9.49142962543952
hsa-miR-3184-3p,7.93398452226506,5.68239106657604,5.98400645408664,6.24612716058165,6.34993455898803,7.02786415357937,8.24720936639372,6.74947812379812,6.71129089782236,6.16590099948604,7.01726605554319,7.08812788158234,6.79668596904098,7.3078475521923,7.54703532819505,6.83519293934317,6.61381099667297,6.04288367071078,5.3451051276307,6.99005369156415,6.24581008316075,6.3973860270112,6.43134412337311,7.9813489910788,7.05112504468937,6.70968761357264,7.50827729804228,8.44573388286061,6.56361318551297,6.54716756616327,7.98222439875924,8.26592511189351,8.40419909393918,6.37009923131368,6.51337330201992,7.47500524122644,6.94466508728822,6.75573440341324,7.28311052862521,6.3450583601141,6.68003635355829,6.88428342008435,5.85278967041583,6.45144946003619,5.46486492511117,6.08918231084531,5.95110735109288,5.81790631953503,6.48771495643141,6.50301197617473,8.0412134378083,6.12606136502309,7.78535209998999,7.11802284588541,6.46597258509587,6.23376195066346,6.62600920337119,7.2541341315505,6.58799491245242,6.41196617457534,5.6760431255699,7.84621480418565,6.39328612406022,6.35855516240982,6.77041886237901,6.18719422485962,7.86994551994118,7.15563014916549,6.36948785800199,6.28890174301446,8.6427842887683,6.47814171322169,10.0115132160802,6.53066303113618,8.73845952030355,5.77994603277091
hsa-miR-3184-5p,8.01400946850385,6.22413055472115,6.31854983686483,6.55906811726335,6.48262155874364,7.03945073548601,7.88072018676185,6.62110315617054,7.00007038681241,6.44466891385275,7.262018850287,7.11112262984996,7.11366539058811,7.42449155990409,7.71068152696892,6.71288302030145,6.55582797567631,6.12291373601462,5.59416386816032,6.51911219749705,6.08770134903455,6.35378592277243,6.75336781660095,7.46610245521599,6.35665214445171,6.58101845344551,6.81317007372041,8.01118612675889,5.99883193593392,6.21052728236769,7.36484401237395,7.85969282201812,7.67482387948345,6.97193704710885,6.20043453700787,6.92832202266476,6.3271389764116,6.34404668949643,7.47106012397326,6.0874303536973,6.10078565818232,6.54914505649132,5.32117849834145,6.81408331699438,5.17976683561257,5.9443146063955,5.82446492877797,5.72788335480941,6.25888307564117,6.1392229716361,6.95151938839589,6.05930894322945,8.39173293615172,7.28842120846128,6.70167161242088,5.9685564116824,6.06335682441501,7.39947789570325,6.37481596559698,5.9649191998743,5.43206680872294,8.01894234088491,5.90734483951402,5.8203771262182,6.72721364591757,5.63446768566008,6.98827091153168,6.44475570973257,5.8590942322199,5.77428817919783,8.12538324510464,6.25201970262822,8.06043025700953,6.75582343767004,7.92736556804485,6.28173964762868
hsa-miR-32-5p,6.25745314597975,6.64262991447209,6.26531430809666,6.21402366995406,6.31718184606497,5.56319644352298,6.29016767261143,6.32175623216489,6.35027178948642,6.52935000267286,6.0555033373929,7.03419375141704,6.36111702223708,6.88765609292911,7.09372389426705,6.10728756555749,6.02486164617184,6.27960405866822,6.45017214504807,5.64053968670393,5.95927633408507,5.53787187979792,6.2122257501518,6.50651924860487,6.3172531910296,6.70003206136265,6.17661968434061,6.59555421414517,6.14780580390668,5.55844573021531,6.91816015322763,6.89675415245316,6.87667462213534,6.25361024589706,6.38584346742091,5.8203411815897,5.62911748195472,5.86054742149,7.0276533525771,5.49745376457355,6.1615435060074,6.49145705120507,6.2644804982727,6.11774410859876,6.01221046005727,6.32048659410122,6.10586416421536,5.90125018661392,6.31076152020935,6.39185536535869,5.90380728064558,6.0781321331357,6.94283953274845,7.12690059874412,5.85815904157044,6.123047649413,6.64305330578603,7.3352693621696,6.09532434407222,6.48702064758401,6.84298007883663,6.29375773546325,6.02351455297556,6.28529218265622,6.24514365980886,6.48359792976805,6.50356690087941,6.69281477338316,6.30010607238712,6.62321133292048,6.8926202472304,6.09466862754776,6.15340142555436,6.26809006966011,6.43093754609987,6.59436343712617
hsa-miR-3200-3p,7.02595257287454,7.88970548778183,7.91618624883106,7.83822441085496,7.68764404954633,7.87097098535868,6.81920638890861,7.90532544700271,7.88179503124611,7.95240044069553,7.6153635173041,6.70651913184053,7.89917140553802,6.83452664418175,6.92529468875022,7.5542402449131,7.78056505732743,7.82421579774973,7.96616130655948,7.68902574737171,7.84843830980957,7.82121278583376,7.57567875186571,7.06490424166814,7.49054697193705,7.56957541875495,7.79055892065198,7.5774759624844,7.53136015840644,7.72322417847865,6.75953560428362,7.16091223902331,6.46746372356552,7.73173920083337,7.57399682387221,7.87865308320286,7.43727490440341,7.77864475185751,6.50416861549838,7.79322852153939,7.7060102882668,7.98278294305569,7.89711899953569,7.76350988838212,7.91186652771592,7.85322107887851,7.65007608056401,7.69426873830149,7.21580510122616,7.37018592436845,7.64467358332977,7.84416746765112,6.88158515086806,6.90219525450767,7.76982250400275,7.73685896020495,7.71671337513622,7.25490804039743,7.64602619998137,7.67685453297743,8.03760887230989,7.14740865685335,7.78334357395451,7.59301278094207,7.70714132356381,7.59790155642865,7.57821740335668,7.70726464774321,7.49382674498225,7.67362361346408,6.96792608076799,7.78641500497757,6.27227882140628,7.78269543077516,6.5966803536152,8.06946177287025
hsa-miR-320a,10.6363842763545,8.19462483026586,8.22385925819324,8.69759493184802,8.43694141610673,9.20389104850681,10.6993256858949,8.81203296471588,8.6559253534551,8.22426847811591,9.45711692293888,10.2244137145475,8.649209533234,10.4150416287926,10.5486533383704,9.09665808296045,9.05785910751929,8.71152682034905,7.6847212360607,9.16812844872138,8.77106822648682,8.77894404324974,8.76119558872721,10.3882691340216,9.69067511253715,9.09609829981738,8.77666314709619,9.63473419040673,8.63945139776272,8.08337947436836,10.1832637341183,10.5288514089344,10.393097452818,8.43666927501026,8.44951913732149,9.09915416866012,9.05046305787614,8.24512326548848,9.99796267973681,8.53086033369984,9.06954859976771,9.22255931907032,8.47148402659572,8.58332449049297,7.88795513334026,8.30035692747289,8.27962593693497,7.87149396084281,8.59137839748999,8.4262409860935,9.41933112191465,8.50892827486856,10.7673251491523,10.3548671695442,8.90891977574627,8.06615843293428,9.57296588029553,9.77547884091686,9.09207136627713,8.97995844000728,8.23191131188333,10.8931429216601,8.88356171568047,8.60957465021205,8.85830393365852,8.45983698734581,9.39060782800264,10.0607380150842,8.68038928083259,8.37880732355317,10.6000695483699,8.55273863836589,11.1402231367743,8.8490061532392,10.6908862429138,8.61989190639195
hsa-miR-320b,5.64895248252117,3.15977333287506,3.09929542753501,3.73506448015564,3.42101765704951,4.17827210425064,5.7285244424754,3.4773338053255,3.30714863795533,3.26492696310406,4.06709131166811,5.17361597285116,3.46209603756007,5.24952405412164,5.52167372451267,4.04999154559399,3.99473618849417,3.60302075735133,2.89917858011133,3.83248693442117,3.79195111846309,3.73680392906095,3.85305825498793,5.44380503925717,4.34881761714627,3.99115536402107,4.00674392079666,4.80525033576836,3.79416485401908,3.31528176134313,5.41521087906496,5.85747766957218,5.43840481661878,3.36098034341371,3.50037742169225,4.03190373092558,3.55468801335512,3.46008361011453,5.09562842318885,3.61044503341531,4.01602577257777,3.9909864056931,3.5398494453377,3.57055445976033,2.89329341473384,3.55427713941734,3.22885166426911,2.61799055792325,3.57242071448858,3.56601657227292,4.31374539582899,3.20102610263567,6.22627189647352,5.35224385371182,3.77828958179137,2.88241295730828,4.63257731200613,5.15544605080378,4.09353249920286,3.96532978127224,3.19475446588765,5.98537082388451,4.04380159815948,3.5252222453618,3.72903512422888,3.39164883774746,4.39443665299939,4.78073493769417,3.73322943159714,3.30898132376743,5.73024932212176,3.53702332188102,6.02566648345498,3.76868509962136,5.57982927656362,3.62510283543439
