Sample,total_reads,avg_input_read_length,uniquely_mapped,uniquely_mapped_percent,avg_mapped_read_length,num_splices,num_annotated_splices,num_GTAG_splices,num_GCAG_splices,num_ATAC_splices,num_noncanonical_splices,mismatch_rate,deletion_rate,deletion_length,insertion_rate,insertion_length,multimapped,multimapped_percent,multimapped_toomany,multimapped_toomany_percent,unmapped_mismatches_percent,unmapped_tooshort_percent,unmapped_other_percent,unmapped_mismatches,unmapped_tooshort,unmapped_other,featureCounts_mqc-generalstats-percent_assigned,featureCounts_mqc-generalstats-Assigned,Picard_mqc-generalstats-PCT_RIBOSOMAL_BASES,Picard_mqc-generalstats-PCT_MRNA_BASES,Picard_mqc-generalstats-PCT_PF_READS_ALIGNED,Picard_mqc-generalstats-summed_median,Picard_mqc-generalstats-summed_mean,Picard_mqc-generalstats-PERCENT_DUPLICATION,STAR_mqc-generalstats-uniquely_mapped_percent,STAR_mqc-generalstats-uniquely_mapped,FastQC_mqc-generalstats-percent_duplicates,FastQC_mqc-generalstats-percent_gc,FastQC_mqc-generalstats-avg_sequence_length,FastQC_mqc-generalstats-percent_fails,FastQC_mqc-generalstats-total_sequences,Total,Assigned,Unassigned_Ambiguity,Unassigned_MultiMapping,Unassigned_NoFeatures,Unassigned_Unmapped,Unassigned_MappingQuality,Unassigned_FragmentLength,Unassigned_Chimera,Unassigned_Secondary,Unassigned_Nonjunction,Unassigned_Duplicate,percent_assigned,PF_BASES,PF_ALIGNED_BASES,RIBOSOMAL_BASES,CODING_BASES,UTR_BASES,INTRONIC_BASES,INTERGENIC_BASES,IGNORED_READS,CORRECT_STRAND_READS,INCORRECT_STRAND_READS,PCT_RIBOSOMAL_BASES,PCT_CODING_BASES,PCT_UTR_BASES,PCT_INTRONIC_BASES,PCT_INTERGENIC_BASES,PCT_MRNA_BASES,PCT_USABLE_BASES,PCT_CORRECT_STRAND_READS,MEDIAN_CV_COVERAGE,MEDIAN_5PRIME_BIAS,MEDIAN_3PRIME_BIAS,MEDIAN_5PRIME_TO_3PRIME_BIAS,PF_NOT_ALIGNED_BASES
84442138-8852-4861-be09-037931b587b8,85913464,152,79262692,92.26,151.33,14022775,13706162,13882983,115202,11468,13122,0.3,0.01,1.64,0.01,1.45,4939633,5.75,170099,0.2,0,1.65,0.15,0,1412620,128420,33.1006793957459,32369588,2e-04,43.8078,0.980083,164,181.595582,0.184017,92.26,79262692,34.878580118371,48,76,4.54545454545455,85913464,97791310,32369588,2305756,16817479,44587348,1711139,0,0,0,0,0,0,33.1006793957459,13058846528,12739799948,30096,2876445967,2704576159,6373530234,785217806,0,0,0,2e-04,22.5784,21.2293,50.0285,6.1635,43.8078,42.7375,0,0.495707,0.396327,0.664876,0.558747,319046580
8738e46e-8044-4d0e-8563-11950143b21d,61193490,152,55992624,91.5,151.22,12953635,12682659,12821990,110909,10699,10037,0.3,0.01,1.72,0.01,1.44,3793701,6.2,77832,0.13,0,2.07,0.1,0,1268073,61260,42.3672600631782,28918669,6e-04,56.8092,0.977005,201,239.634543,0.173087,91.5,55992624,37.7094470600001,46.5,76,9.09090909090909,61193490,68257114,28918669,2711602,10857325,24362353,1407165,0,0,0,0,0,0,42.3672600631782,9301410480,9040501037,52744,2528474937,2607360492,3452798971,451814251,0,0,0,6e-04,27.9683,28.8409,38.1926,4.9977,56.8092,55.2157,0,0.537082,0.39899,0.653521,0.600288,260909443
8b33d6c9-73a8-4f3c-b1f2-b93d2c69a667,84620412,152,76697371,90.64,151.31,16979502,16655894,16810859,141780,14709,12154,0.26,0.01,1.62,0.01,1.42,6349507,7.5,128243,0.15,0,1.6,0.11,0,1352319,92972,38.5862873849492,38138071,2e-04,54.8655,0.981405,174,201.589602,0.208941,90.64,76697371,40.7168064898952,47,76,4.54545454545455,84620412,98838405,38138071,3611515,20567500,34947785,1573534,0,0,0,0,0,0,38.5862873849492,12862302624,12561933197,22648,3374487171,3517685478,4948704593,721033452,0,0,0,2e-04,26.8628,28.0027,39.3945,5.7398,54.8655,53.5843,0,0.51253,0.375103,0.696069,0.468851,300369427
8cc04ee9-c62d-4242-ac82-e05a2574ca02,65747449,152,60063362,91.35,151.26,11214979,10981936,11099169,97969,9193,8648,0.3,0.01,1.7,0.01,1.45,4261554,6.48,80779,0.12,0,1.92,0.12,0,1262827,78927,35.0930087308606,26477095,6e-04,48.6464,0.978364,189,215.88804,0.180346,91.35,60063362,34.9499875749276,47.5,76,4.54545454545455,65747449,75448347,26477095,2668764,13962452,30917503,1422533,0,0,0,0,0,0,35.0930087308606,9993612248,9727912424,53504,2293631499,2438645558,4393576708,602007027,0,0,0,6e-04,23.5778,25.0685,45.1646,6.1885,48.6464,47.353,0,0.503875,0.499526,0.682754,0.656034,265699824
8ed3cf29-0abd-4e6e-b6f4-3396b7cfb226,65542276,152,60911737,92.94,151.27,10244670,9991786,10136770,90354,7949,9597,0.33,0.01,1.72,0.01,1.47,3267721,4.99,81420,0.12,0,1.83,0.13,0,1196407,84991,33.6241995325637,24224953,3e-04,43.0947,0.979207,183,205.512646,0.164294,92.94,60911737,31.8269987821637,46.5,76,9.09090909090909,65542276,72046185,24224953,1848397,9771630,34838387,1362818,0,0,0,0,0,0,33.6241995325637,9962425952,9707208135,26904,2086368416,2096920560,4924324131,599569353,0,0,0,3e-04,21.493,21.6017,50.7285,6.1765,43.0947,41.9907,0,0.507624,0.429754,0.671979,0.628543,255217817
90333ba9-7afa-4f02-bf24-524a2f3311c3,61953334,152,56692038,91.51,151.28,11772856,11572018,11664411,90948,9245,8252,0.32,0.01,1.71,0.01,1.43,4017626,6.48,72184,0.12,0,1.78,0.11,0,1103304,68182,37.2498224441566,26597449,4e-04,51.0702,0.979926,191,221.926129,0.193512,91.51,56692038,33.6335540987187,47,76,9.09090909090909,61953334,71402888,26597449,2299018,13467180,27795571,1243670,0,0,0,0,0,0,37.2498224441566,9416906768,9182565505,34200,2349868774,2339683075,3951074919,541905772,0,0,0,4e-04,25.5905,25.4796,43.028,5.9015,51.0702,49.7993,0,0.534255,0.48895,0.652314,0.658514,234341263
934186a4-ca59-4ad4-9ed0-dd3e0df9e181,72030150,152,66331073,92.09,151.3,12400380,12119731,12275512,102958,9731,12179,0.28,0.01,1.74,0.01,1.48,4291605,5.96,104414,0.14,0,1.68,0.13,0,1209468,93590,34.7556469395907,28583548,2e-04,46.2996,0.98046,174,198.610911,0.179368,92.09,66331073,36.4323481981192,48,76,4.54545454545455,72030150,82241450,28583548,2023934,14502905,35723591,1407472,0,0,0,0,0,0,34.7556469395907,10948582800,10683182491,20672,2587231188,2359042973,5060001101,676887528,0,0,0,2e-04,24.2178,22.0818,47.3642,6.336,46.2996,45.1773,0,0.497694,0.454021,0.692445,0.626293,265400309
9d18a22c-df63-441e-89ca-508d0ee2933a,67584049,152,62237089,92.09,151.29,11045565,10794810,10936195,90548,9129,9693,0.31,0.01,1.63,0.01,1.44,3969197,5.87,103423,0.15,0,1.76,0.13,0,1186687,87653,34.0044282763657,26280066,3e-04,44.8191,0.979614,170,191.122337,0.181174,92.09,62237089,32.1289111375753,46,76,9.09090909090909,67584049,77284246,26280066,1670636,13669394,34286387,1377763,0,0,0,0,0,0,34.0044282763657,10272775448,10013947123,27208,2261520395,2226636697,4905858526,619905684,0,0,0,3e-04,22.5837,22.2354,48.9903,6.1904,44.8191,43.6898,0,0.488518,0.378289,0.674158,0.549123,258828325
9ee8d1d7-008b-4f5f-9c85-7fecfd737015,68327603,152,62236394,91.09,151.27,11675548,11428506,11557070,100549,9540,8389,0.27,0.01,1.63,0.01,1.42,4746954,6.95,120712,0.18,0,1.67,0.13,0,1135176,88367,34.8056216320555,27292390,3e-04,49.7662,0.980326,179,202.697307,0.192989,91.09,62236394,36.0850649167993,47,76,4.54545454545455,68327603,78413741,27292390,3155259,14833092,31788745,1344255,0,0,0,0,0,0,34.8056216320555,10385795656,10130557431,29640,2337399362,2704196578,4452533052,636401773,0,0,0,3e-04,23.0728,26.6935,43.9515,6.282,49.7662,48.5432,0,0.527812,0.382557,0.666064,0.517796,255238225
abcf7644-dc40-4128-801b-aa67e665ff6a,88160601,152,79413518,90.08,151.29,17730955,17425523,17565042,138371,15162,12380,0.29,0.01,1.63,0.01,1.43,6993214,7.93,132101,0.15,0,1.74,0.1,0,1533628,88140,38.2859427235325,40113616,3e-04,55.5167,0.980106,177,201.942256,0.219846,90.08,79413518,40.3978847881974,48,76,9.09090909090909,88160601,104773745,40113616,3938172,23606358,35361730,1753869,0,0,0,0,0,0,38.2859427235325,13400411352,13067986122,41040,3523415729,3731494783,5020034258,793000761,0,0,0,3e-04,26.9622,28.5545,38.4148,6.0683,55.5167,54.1395,0,0.507296,0.408474,0.692314,0.514973,332425230
c789e5ea-5c2e-4122-9cf6-d3f5449c747b,71436298,152,65774300,92.07,151.27,10957610,10708650,10849317,90074,9057,9162,0.28,0.01,1.65,0.01,1.44,4213710,5.9,87444,0.12,0,1.77,0.14,0,1261096,99748,32.4270639631509,26443698,2e-04,43.3447,0.979726,166,186.024909,0.177061,92.07,65774300,32.1142103057395,47,76,4.54545454545455,71436298,81548234,26443698,1910076,14325646,37420526,1448288,0,0,0,0,0,0,32.4270639631509,10858317296,10584340630,17176,2293375077,2294379339,5272798526,723770917,0,0,0,2e-04,21.6676,21.6771,49.817,6.8381,43.3447,42.2511,0,0.486414,0.404874,0.734264,0.531078,273976666
cf097c1b-ae70-46ab-ad14-919499d1b88d,72184637,152,66758432,92.48,151.27,10574701,10378044,10469793,87575,9042,8291,0.31,0.01,1.63,0.01,1.43,3951080,5.47,111663,0.15,0,1.75,0.14,0,1262465,100997,31.9716218750149,26136759,2e-04,41.7853,0.979565,173,192.063428,0.169174,92.48,66758432,28.9511076473744,46,76,4.54545454545455,72184637,81749869,26136759,1697265,13516312,38924408,1475125,0,0,0,0,0,0,31.9716218750149,10972064824,10693556146,20976,2207397878,2260938785,5530413859,694784822,0,0,0,2e-04,20.6423,21.143,51.7173,6.4972,41.7853,40.7247,0,0.501938,0.370693,0.70735,0.464847,278508678
cf145bf1-e6a6-4d39-9075-c63bed393bf3,71262758,152,66146946,92.82,151.21,10731443,10505163,10619896,93790,8748,9009,0.32,0.01,1.73,0.01,1.44,3354566,4.71,79701,0.11,0,2.22,0.14,0,1581792,99753,33.0976919283427,26032276,3e-04,41.618,0.975285,185,213.653163,0.150756,92.82,66146946,30.4107753338241,46,76,4.54545454545455,71262758,78652844,26032276,1575362,10744652,38539308,1761246,0,0,0,0,0,0,33.0976919283427,10831939216,10508110735,27056,2218639653,2154621778,5462786706,672036469,0,0,0,3e-04,21.1136,20.5044,51.9864,6.3954,41.618,40.3738,0,0.50163,0.381465,0.684626,0.532731,323828481
d531168c-8748-46b1-b912-ccf99f723d90,83469132,152,77212620,92.5,151.26,12829658,12573781,12703429,104753,10947,10529,0.31,0.01,1.73,0.01,1.44,4500876,5.39,89723,0.11,0,1.86,0.14,0,1549299,116614,32.9417410991035,30780725,1e-04,43.096,0.978967,187,212.634298,0.183717,92.5,77212620,32.9763020799599,46,76,4.54545454545455,83469132,93439885,30780725,2372335,14471629,44059560,1755636,0,0,0,0,0,0,32.9417410991035,12687308064,12358384521,17176,2629502664,2696462842,6280609210,751792984,0,0,0,1e-04,21.2771,21.8189,50.8206,6.0833,43.096,41.9787,0,0.505426,0.429477,0.674616,0.587726,328923543
daa91f79-6b8e-4754-b88d-4a78e71378db,67713058,152,62858242,92.83,151.27,11032260,10780862,10919942,93793,8707,9818,0.31,0.01,1.62,0.01,1.41,3453375,5.1,92666,0.14,0,1.81,0.12,0,1227400,81375,34.9291970436696,26322565,2e-04,44.5012,0.979303,178,200.556741,0.171478,92.83,62858242,31.6662174645462,46,76,4.54545454545455,67713058,75359777,26322565,1678410,11100094,34857267,1401441,0,0,0,0,0,0,34.9291970436696,10292384816,10029551290,23256,2228701230,2234573587,4957310222,608943590,0,0,0,2e-04,22.2213,22.2799,49.427,6.0715,44.5012,43.3648,0,0.504855,0.356693,0.665609,0.509361,262833526
dd63e92e-4662-4017-918c-ccbac05e281c,72671045,152,67728421,93.2,151.28,10982810,10722449,10871464,92198,8717,10431,0.28,0.01,1.71,0.01,1.44,3523972,4.85,94691,0.13,0,1.69,0.14,0,1222674,101287,32.5787225922243,26243631,3e-04,41.3812,0.980478,180,204.873319,0.167315,93.2,67728421,32.6257750161401,47,76,4.54545454545455,72671045,80554512,26243631,1792200,11407439,39692590,1418652,0,0,0,0,0,0,32.5787225922243,11045998840,10777957897,36632,2245190064,2214860575,5629765329,688105643,0,0,0,3e-04,20.8313,20.5499,52.2341,6.3844,41.3812,40.3771,0,0.503329,0.400759,0.646115,0.602683,268040943
e70354cc-80a7-45af-9339-a10a66854bdd,65371168,152,60628302,92.74,151.22,9898022,9702620,9794559,86198,8755,8510,0.32,0.01,1.71,0.01,1.43,3125333,4.78,68318,0.1,0,2.24,0.13,0,1464237,84978,33.9631015894891,24549348,3e-04,42.7208,0.975256,203,236.046022,0.169911,92.74,60628302,29.5495001546618,45,76,4.54545454545455,65371168,72282409,24549348,1574829,10036574,34504125,1617533,0,0,0,0,0,0,33.9631015894891,9936417536,9639622044,26448,2014878142,2103249265,4917041081,604427869,0,0,0,3e-04,20.902,21.8188,51.0087,6.2702,42.7208,41.4448,0,0.50213,0.433955,0.720169,0.548878,296795492
ef50e2aa-01a2-4648-8543-3024f75dcade,62598917,152,57592500,92,151.31,11265670,11042109,11152465,95339,9483,8383,0.31,0.01,1.65,0.01,1.43,3829630,6.12,68711,0.11,0,1.65,0.12,0,1032952,75124,36.6968218372193,26317190,0.001,49.0363,0.981201,169,191.56599,0.185078,92,57592500,31.8918101278727,47,76,9.09090909090909,62598917,71715175,26317190,1883820,12945888,29391490,1176787,0,0,0,0,0,0,36.6968218372193,9515035384,9292320518,88464,2276355384,2280259419,4158397689,577220767,0,0,0,0.001,24.4972,24.5392,44.7509,6.2118,49.0363,47.8886,0,0.514496,0.355625,0.688418,0.472306,222714866
fa5baf27-ee68-41f7-878b-3e3ae3a8c5c2,77505018,152,71725114,92.54,151.26,11713256,11481910,11596397,97088,9837,9934,0.29,0.01,1.71,0.01,1.43,4141737,5.34,80766,0.1,0,1.87,0.14,0,1448925,108476,31.6191591285214,27817095,4e-04,41.1117,0.978864,187,213.107535,0.170821,92.54,71725114,31.3445468703369,46,76,4.54545454545455,77505018,87975442,27817095,1860343,14612161,42047676,1638167,0,0,0,0,0,0,31.6191591285214,11780762736,11473404727,47728,2379171762,2337742278,6002773674,753669926,0,0,0,4e-04,20.7364,20.3753,52.319,6.5688,41.1117,40.0391,0,0.518205,0.401216,0.678912,0.570894,307358009
fc6771c1-d3c9-4734-9937-6b3e2293d065,56650476,152,52377343,92.46,151.28,9699827,9522185,9601347,83280,8212,6988,0.27,0.01,1.64,0.01,1.42,3214670,5.67,65000,0.11,0,1.63,0.12,0,925340,68123,35.8675904139177,23170953,2e-04,46.9154,0.981316,180,203.865628,0.175788,92.46,52377343,30.677955400646,46,76,4.54545454545455,56650476,64601365,23170953,1504702,11165559,27701688,1058463,0,0,0,0,0,0,35.8675904139177,8610872352,8407968786,15960,1979189480,1965442574,3906750766,556570332,0,0,0,2e-04,23.5394,23.3759,46.4649,6.6196,46.9154,45.8099,0,0.501195,0.379088,0.723763,0.460063,202903566
fd4df43c-1463-4ac3-b0fb-a231edefdbb4,69435532,152,64451371,92.82,151.29,11336656,11079501,11219762,98313,8883,9698,0.3,0.01,1.72,0.01,1.45,3598057,5.18,82017,0.12,0,1.75,0.13,0,1213911,90176,34.3739928000355,26435545,2e-04,44.482,0.980038,183,205.260606,0.163891,92.82,64451371,32.4951204144741,47,76,4.54545454545455,69435532,76905657,26435545,2022448,11068182,35993378,1386104,0,0,0,0,0,0,34.3739928000355,10554200864,10293935721,17480,2311359517,2267591070,5061533727,653434769,0,0,0,2e-04,22.4536,22.0284,49.1701,6.3478,44.482,43.3851,0,0.515758,0.389924,0.66793,0.577444,260265143
