ensemblID,beta,Type,geneID
ENSG00000121964,0.00274662814967082,ENS,GTDC1
ENSG00000203993,0.00542246923001988,ENS,ARRDC1-AS1
ENSG00000230513,-0.000627712058429423,ENS,THAP7-AS1
ENSG00000279948,-0.00427912225381918,ENS,AC008895.1
ENSG00000112406,0.00148550364408778,ENS,HECA
ENSG00000119408,0.00268330056941986,ENS,NEK6
ENSG00000183780,0.00246701755175088,ENS,SLC35F3
ENSG00000197858,-0.00303108394445797,ENS,GPAA1
ENSG00000005810,0.00426941495023035,ENS,MYCBP2
ENSG00000101384,-0.00206236806176137,ENS,JAG1
ENSG00000188783,0.0040801663011566,ENS,PRELP
ENSG00000211857,0.000518619804242996,ENS,TRAJ32
ENSG00000154274,0.00442330205779987,ENS,C4orf19
ENSG00000173611,-3.22820266286135e-05,ENS,SCAI
ENSG00000073614,0.00159326310983255,ENS,KDM5A
ENSG00000148468,-0.00149137466488319,ENS,FAM171A1
ENSG00000179222,0.000479063576311999,ENS,MAGED1
ENSG00000196074,0.00360383092891257,ENS,SYCP2
ENSG00000111490,-0.000199198159176449,ENS,TBC1D30
ENSG00000112759,-0.00249337894933159,ENS,SLC29A1
ENSG00000048540,0.002096956297509,ENS,LMO3
ENSG00000105939,0.00117451861778033,ENS,ZC3HAV1
ENSG00000123415,-0.00498697837129485,ENS,SMUG1
ENSG00000162494,-0.000886508870930988,ENS,LRRC38
ENSG00000274349,0.000728913854015362,ENS,ZNF658
ENSG00000138660,0.00267392923366246,ENS,AP1AR
ENSG00000179954,0.00398758153523664,ENS,SSC5D
ENSG00000264364,0.00447772781036956,ENS,DYNLL2
ENSG00000189067,0.00292204638806712,ENS,LITAF
ENSG00000224223,-0.00214979742679189,ENS,VSTM2A-OT1
ENSG00000134108,0.00135413292879989,ENS,ARL8B
ENSG00000147874,0.0037823168990981,ENS,HAUS6
ENSG00000172830,0.00194036020133115,ENS,SSH3
ENSG00000181588,0.00346665322113466,ENS,MEX3D
ENSG00000182179,0.00419004670050303,ENS,UBA7
ENSG00000029534,0.00113919259644428,ENS,ANK1
ENSG00000072135,0.00327293760337794,ENS,PTPN18
ENSG00000147789,-0.00170577760390731,ENS,ZNF7
ENSG00000171587,0.000255445774069633,ENS,DSCAM
ENSG00000177990,-0.000332957080809139,ENS,DPY19L2
ENSG00000244701,0.00840169487311418,ENS,AC004918.1
ENSG00000136813,-0.000810978583255984,ENS,ECPAS
ENSG00000143106,-0.00762877051799769,ENS,PSMA5
ENSG00000164930,-0.0019145049147934,ENS,FZD6
ENSG00000170291,0.000852299344067896,ENS,ELP5
ENSG00000101098,0.00367203837092254,ENS,RIMS4
ENSG00000108469,-0.000334481601870888,ENS,RECQL5
ENSG00000115661,0.00326698929373143,ENS,STK16
ENSG00000156795,0.00142159327559633,ENS,WDYHV1
ENSG00000231856,0.00314127452721341,ENS,AL162377.1
ENSG00000164796,-0.00454941882849413,ENS,CSMD3
ENSG00000119699,0.00379263586989332,ENS,TGFB3
ENSG00000122711,-0.00152038277359853,ENS,SPINK4
ENSG00000087085,-0.000400913913657445,ENS,ACHE
ENSG00000100239,-0.000109725883695001,ENS,PPP6R2
ENSG00000078328,0.00348646748085639,ENS,RBFOX1
ENSG00000147883,-0.000628630980847051,ENS,CDKN2B
ENSG00000162461,0.00585434831417928,ENS,SLC25A34
ENSG00000198876,-0.000357887288165846,ENS,DCAF12
ENSG00000148541,1.25057713484359e-05,ENS,FAM13C
ENSG00000153113,0.00298057990788453,ENS,CAST
ENSG00000255121,-0.00493199795680936,ENS,AP003392.4
ENSG00000068383,0.00167385631538388,ENS,INPP5A
ENSG00000138162,-2.04263603355291e-05,ENS,TACC2
ENSG00000064763,0.00350332658591104,ENS,FAR2
ENSG00000198730,0.00310577081224139,ENS,CTR9
ENSG00000085871,-0.000793176371028899,ENS,MGST2
ENSG00000096401,0.00409740237619893,ENS,CDC5L
ENSG00000108106,0.00143151290505751,ENS,UBE2S
ENSG00000178127,-0.00637036352519033,ENS,NDUFV2
ENSG00000129675,0.00295331872691684,ENS,ARHGEF6
ENSG00000143507,-0.00349259923941364,ENS,DUSP10
ENSG00000166974,0.00364027232628528,ENS,MAPRE2
ENSG00000172954,0.00615242026127952,ENS,LCLAT1
ENSG00000085276,-0.00750571099239061,ENS,MECOM
ENSG00000125995,0.00147742890378712,ENS,ROMO1
ENSG00000128791,-0.0025225038065916,ENS,TWSG1
ENSG00000172292,0.00345960868999421,ENS,CERS6
ENSG00000204706,-0.00659746127656581,ENS,MAMDC2-AS1
ENSG00000116133,0.000433123315399856,ENS,DHCR24
ENSG00000237515,0.00125769478077392,ENS,SHISA9
ENSG00000079335,0.00451841599555371,ENS,CDC14A
ENSG00000186231,-0.000654986427768335,ENS,KLHL32
ENSG00000197747,0.000496793886364773,ENS,S100A10
ENSG00000147687,-0.00241035374795776,ENS,TATDN1
ENSG00000154319,0.00633215426848992,ENS,FAM167A
ENSG00000168612,-0.00334849679248239,ENS,ZSWIM1
ENSG00000267041,0.00878571883100625,ENS,ZNF850
ENSG00000089351,-0.00121761363431605,ENS,GRAMD1A
ENSG00000095777,0.00322976553068482,ENS,MYO3A
ENSG00000122779,-9.58590773493606e-05,ENS,TRIM24
ENSG00000181378,-0.00153001213644103,ENS,CFAP65
ENSG00000137073,0.00701013033048897,ENS,UBAP2
ENSG00000011143,0.00147711079810957,ENS,MKS1
ENSG00000110900,0.00881097984958703,ENS,TSPAN11
ENSG00000211850,-0.000157859737038283,ENS,TRAJ39
ENSG00000232995,0.00575458309080612,ENS,RGS5
ENSG00000124596,0.00395138021300565,ENS,OARD1
ENSG00000127125,-0.00114387175027826,ENS,PPCS
ENSG00000153310,0.00207350544966204,ENS,FAM49B
ENSG00000197872,0.00149548084269678,ENS,FAM49A
ENSG00000214655,0.00222448198226226,ENS,ZSWIM8
hsa-miR-409-5p,0.00445375549183653,hsa,
ENSG00000067596,-0.00298651658184335,ENS,DHX8
ENSG00000269834,0.00174355196815544,ENS,ZNF528-AS1
ENSG00000134594,-0.000717915777858912,ENS,RAB33A
ENSG00000198840,0.00656035032179694,ENS,MT-ND3
ENSG00000052841,0.00822090133493992,ENS,TTC17
ENSG00000157693,-0.0066692157261154,ENS,TMEM268
ENSG00000134684,-0.0053804881231298,ENS,YARS
ENSG00000067560,0.00236693015682122,ENS,RHOA
ENSG00000111077,0.00195702557559631,ENS,TNS2
ENSG00000141756,0.00105284217237577,ENS,FKBP10
ENSG00000203879,0.00396858153224545,ENS,GDI1
ENSG00000113734,0.00323836144957499,ENS,BNIP1
ENSG00000141736,-0.00105125772551276,ENS,ERBB2
ENSG00000162434,0.0022323404544805,ENS,JAK1
ENSG00000180488,-0.00261969998061061,ENS,MIGA1
ENSG00000181472,0.000846201542157563,ENS,ZBTB2
ENSG00000188315,0.00406715514536589,ENS,C3orf62
hsa-miR-30e-5p,0.00161840366487073,hsa,
ENSG00000079950,0.00214697123169237,ENS,STX7
ENSG00000140406,0.00040367551168526,ENS,TLNRD1
ENSG00000139800,0.00153788146202093,ENS,ZIC5
ENSG00000152642,0.00865783448087214,ENS,GPD1L
ENSG00000110921,-0.00198684179984777,ENS,MVK
ENSG00000129244,-0.00248361897495962,ENS,ATP1B2
ENSG00000135828,0.00885735337012154,ENS,RNASEL
ENSG00000136997,-0.00364330162734975,ENS,MYC
ENSG00000146006,0.00187458854979386,ENS,LRRTM2
ENSG00000150093,-0.00211624889346258,ENS,ITGB1
ENSG00000116871,0.00156335644709735,ENS,MAP7D1
ENSG00000149743,0.00270799537604049,ENS,TRPT1
ENSG00000108523,0.000335566094508129,ENS,RNF167
ENSG00000113552,0.000402144158180537,ENS,GNPDA1
ENSG00000138030,-0.00137025689043705,ENS,KHK
ENSG00000148985,0.00497934481391646,ENS,PGAP2
ENSG00000008056,0.00477389352542816,ENS,SYN1
ENSG00000147383,-0.00215010490946744,ENS,NSDHL
ENSG00000175224,0.00444025420812941,ENS,ATG13
ENSG00000197102,0.00214843411772092,ENS,DYNC1H1
hsa-miR-145-5p,-0.00269823721881734,hsa,
ENSG00000279253,0.00614486747741379,ENS,AL121753.2
ENSG00000121871,-0.00182783710832535,ENS,SLITRK3
ENSG00000151834,-0.000986817758059161,ENS,GABRA2
ENSG00000143353,0.00611013107773248,ENS,LYPLAL1
ENSG00000119048,-0.00827478431712727,ENS,UBE2B
ENSG00000080709,0.00176622232771354,ENS,KCNN2
ENSG00000170558,-0.000439641795525512,ENS,CDH2
ENSG00000104231,-0.00289712598632915,ENS,ZFAND1
ENSG00000176225,0.000938505965160607,ENS,RTTN
ENSG00000185238,-0.00461460680350939,ENS,PRMT3
ENSG00000062822,-0.000732679320326802,ENS,POLD1
ENSG00000132938,-0.00248439799646316,ENS,MTUS2
ENSG00000140598,0.00419708994791343,ENS,EFL1
ENSG00000163961,-0.000504712648933864,ENS,RNF168
ENSG00000069812,0.00149911318634266,ENS,HES2
ENSG00000103248,0.000209040562664817,ENS,MTHFSD
ENSG00000168959,-0.00374480611814467,ENS,GRM5
ENSG00000116898,-0.000144614535577703,ENS,MRPS15
ENSG00000162244,-0.000182995621916688,ENS,RPL29
ENSG00000233012,0.0017194339503237,ENS,HDAC1P2
ENSG00000236104,-0.00385895217272227,ENS,ZBTB22
ENSG00000126950,0.00128112364472989,ENS,TMEM35A
ENSG00000113580,-0.00115975198643753,ENS,NR3C1
ENSG00000123545,-0.00457738649880916,ENS,NDUFAF4
ENSG00000127526,0.00417444800457639,ENS,SLC35E1
ENSG00000228794,0.00283272265083512,ENS,LINC01128
ENSG00000116977,0.00355904132809961,ENS,LGALS8
ENSG00000136709,0.00213435658529117,ENS,WDR33
ENSG00000149654,0.00934017713287268,ENS,CDH22
ENSG00000117751,-0.00359010739747056,ENS,PPP1R8
ENSG00000160360,-0.00332116804425411,ENS,GPSM1
ENSG00000178573,0.00843419327473539,ENS,MAF
ENSG00000197496,-0.000456517109622906,ENS,SLC2A10
hsa-let-7c-5p,0.00921286629381024,hsa,
ENSG00000168824,0.00226820240510731,ENS,NSG1
ENSG00000182040,0.00318769957461441,ENS,USH1G
ENSG00000132872,0.00184330366575095,ENS,SYT4
ENSG00000244731,-0.00103737669487585,ENS,C4A
ENSG00000092330,0.0031720794103601,ENS,TINF2
ENSG00000227671,0.00431019198703639,ENS,AL390728.4
ENSG00000242808,-0.00215072213102081,ENS,SOX2-OT
ENSG00000100276,0.00536027567518683,ENS,RASL10A
ENSG00000197136,-0.00121865982482372,ENS,PCNX3
ENSG00000120675,0.00124096151340794,ENS,DNAJC15
ENSG00000153814,0.00384137378880751,ENS,JAZF1
ENSG00000170175,-0.000636928991778018,ENS,CHRNB1
ENSG00000259495,0.00122714997900539,ENS,AC016705.2
ENSG00000007168,0.00314230538709782,ENS,PAFAH1B1
ENSG00000237984,0.002336300837668,ENS,PTENP1
ENSG00000043591,-0.00250772812437323,ENS,ADRB1
ENSG00000137574,-0.000436642452413404,ENS,TGS1
ENSG00000197748,-0.000529119753605206,ENS,CFAP43
ENSG00000065154,0.00416994349132818,ENS,OAT
ENSG00000146433,-0.00148666198710974,ENS,TMEM181
ENSG00000166963,0.00281123162833969,ENS,MAP1A
ENSG00000182700,0.00283591042537993,ENS,IGIP
ENSG00000196576,0.00219861065817912,ENS,PLXNB2
ENSG00000250722,0.00376081348129001,ENS,SELENOP
ENSG00000153904,0.0047260147375155,ENS,DDAH1
ENSG00000179271,0.00822089626184999,ENS,GADD45GIP1
ENSG00000228474,0.00393192969267233,ENS,OST4
ENSG00000126705,-0.000316096370301676,ENS,AHDC1
ENSG00000157184,-0.00292148460708789,ENS,CPT2
ENSG00000184216,0.00220087227557104,ENS,IRAK1
ENSG00000080189,0.00343649044803551,ENS,SLC35C2
ENSG00000163288,0.00159674613609545,ENS,GABRB1
ENSG00000274523,-0.00260096918039978,ENS,RCC1L
ENSG00000176720,-0.00282889486402412,ENS,BOK
ENSG00000119403,0.000617579791689196,ENS,PHF19
ENSG00000253771,0.00697864293260235,ENS,TPTE2P1
ENSG00000255330,4.45748877256876e-05,ENS,AL096711.2
ENSG00000118200,0.00420845882116315,ENS,CAMSAP2
ENSG00000168795,0.00138162590373919,ENS,ZBTB5
ENSG00000235711,0.00402886059072511,ENS,ANKRD34C
ENSG00000250280,0.00584374105020256,ENS,AC026124.1
ENSG00000107672,0.0020031722248725,ENS,NSMCE4A
ENSG00000074181,-0.00564963227766799,ENS,NOTCH3
ENSG00000100246,-0.00175503051327177,ENS,DNAL4
ENSG00000175416,0.000158296572156815,ENS,CLTB
ENSG00000137726,0.00153491119614219,ENS,FXYD6
ENSG00000229852,0.00235996147811221,ENS,AC019205.1
ENSG00000257704,0.00696713655789279,ENS,INAFM1
ENSG00000108465,0.00388947541866897,ENS,CDK5RAP3
ENSG00000175215,0.00468789353089153,ENS,CTDSP2
ENSG00000269067,0.00100986085279182,ENS,ZNF728
hsa-miR-299-5p,0.00135466869210714,hsa,
ENSG00000119630,0.00210367867384944,ENS,PGF
ENSG00000147119,0.000280297689755236,ENS,CHST7
ENSG00000189171,0.00258808899087683,ENS,S100A13
ENSG00000081692,-0.00327150617350537,ENS,JMJD4
ENSG00000249042,0.00047070919699273,ENS,AC008771.1
ENSG00000133640,0.000567550774379419,ENS,LRRIQ1
ENSG00000177425,-0.01051854559868,ENS,PAWR
ENSG00000196305,-0.00509676697491792,ENS,IARS
hsa-miR-3184-5p,-0.00217119379818738,hsa,
hsa-miR-423-3p,-0.00217215333685949,hsa,
ENSG00000075618,0.00373743024991174,ENS,FSCN1
ENSG00000257151,0.00311567365398933,ENS,PWAR6
ENSG00000104722,0.00436521698364762,ENS,NEFM
ENSG00000103066,-0.00112612285083232,ENS,PLA2G15
ENSG00000115091,0.00342521361467223,ENS,ACTR3
ENSG00000133657,-0.00173703493967645,ENS,ATP13A3
ENSG00000173320,0.00624671600067765,ENS,STOX2
ENSG00000234585,-0.000366314812515208,ENS,CCT6P3
ENSG00000279594,0.00567094250955934,ENS,AL049780.3
ENSG00000113558,0.00145676761258183,ENS,SKP1
ENSG00000203778,0.0052877201675947,ENS,FAM229B
ENSG00000211863,-0.00110414630855456,ENS,TRAJ26
ENSG00000276900,-0.0022927340045455,ENS,AC023157.3
ENSG00000100601,-0.00295690536470616,ENS,ALKBH1
ENSG00000138107,0.00232568496853826,ENS,ACTR1A
ENSG00000175387,0.000523080229848417,ENS,SMAD2
ENSG00000143933,0.00148117542007682,ENS,CALM2
ENSG00000169957,-0.000390789792994226,ENS,ZNF768
ENSG00000034713,-0.00226074709541453,ENS,GABARAPL2
ENSG00000116478,-0.0012592290279221,ENS,HDAC1
ENSG00000121210,-4.25965375900915e-05,ENS,TMEM131L
ENSG00000126215,0.00174946956030631,ENS,XRCC3
ENSG00000143951,0.0013704535845108,ENS,WDPCP
ENSG00000270059,0.00189558378824133,ENS,AC121493.1
ENSG00000105298,0.00171703613823707,ENS,CACTIN
ENSG00000138326,0.00415834629014938,ENS,RPS24
ENSG00000143374,-0.00188073969848737,ENS,TARS2
ENSG00000244151,0.00750048020338457,ENS,AC010973.2
ENSG00000090013,0.00024120024807701,ENS,BLVRB
ENSG00000119906,0.00251212122616295,ENS,SLF2
ENSG00000101558,0.000725424101235669,ENS,VAPA
ENSG00000106078,0.00340526159380497,ENS,COBL
ENSG00000114279,0.00311004121528036,ENS,FGF12
ENSG00000138092,0.0083787133759549,ENS,CENPO
ENSG00000184368,0.00430614963946717,ENS,MAP7D2
ENSG00000188486,-0.000520928989996715,ENS,H2AFX
ENSG00000212978,0.00271565724798256,ENS,AC016747.1
ENSG00000111913,-0.000905431226873907,ENS,RIPOR2
ENSG00000070444,-0.00254102305216736,ENS,MNT
ENSG00000159461,-0.0048564532919245,ENS,AMFR
ENSG00000204843,0.000350224507920607,ENS,DCTN1
ENSG00000131171,0.00239612234287067,ENS,SH3BGRL
ENSG00000140829,0.0022815743766083,ENS,DHX38
ENSG00000181555,0.00269757976339386,ENS,SETD2
ENSG00000100077,0.00407881493818042,ENS,GRK3
ENSG00000131669,-0.0106533114464206,ENS,NINJ1
ENSG00000138594,0.00594735428149015,ENS,TMOD3
ENSG00000182263,0.00214144696335562,ENS,FIGN
ENSG00000272321,0.000328577041663728,ENS,AP003355.2
ENSG00000184672,0.000320958191933677,ENS,RALYL
ENSG00000188596,0.00137403476549182,ENS,CFAP54
ENSG00000258301,0.000278592704505535,ENS,VASH1-AS1
ENSG00000114767,0.00370384243083468,ENS,RRP9
ENSG00000137074,0.000661457413837766,ENS,APTX
ENSG00000144057,0.00142534174010175,ENS,ST6GAL2
ENSG00000158669,-0.00460695648495463,ENS,GPAT4
ENSG00000159128,0.00202605594663284,ENS,IFNGR2
ENSG00000011347,0.0017127362834864,ENS,SYT7
ENSG00000188338,-0.00314292273415702,ENS,SLC38A3
ENSG00000260077,-0.00584056999082275,ENS,AC104794.2
ENSG00000110218,0.00115080938157531,ENS,PANX1
ENSG00000161040,0.00130408290806591,ENS,FBXL13
ENSG00000246695,0.00597427063851388,ENS,RASSF8-AS1
ENSG00000253200,0.00163016494749755,ENS,AC037459.3
ENSG00000198380,-0.000885020655248839,ENS,GFPT1
ENSG00000178761,-0.00495707188805534,ENS,FAM219B
ENSG00000182983,0.000456788424060764,ENS,ZNF662
ENSG00000250303,-0.00583202774705876,ENS,AP002884.1
ENSG00000131100,0.00121313879913297,ENS,ATP6V1E1
ENSG00000157445,0.00167662105135599,ENS,CACNA2D3
ENSG00000204131,0.00957315929530818,ENS,NHSL2
ENSG00000278962,-0.0051223303727062,ENS,AC092645.1
ENSG00000055147,-0.00249057249242063,ENS,FAM114A2
ENSG00000144724,-0.00109303132792798,ENS,PTPRG
ENSG00000177640,0.00100158550831021,ENS,CASC2
ENSG00000267058,0.00820025512219195,ENS,AC006213.2
ENSG00000151474,-0.00219198671537682,ENS,FRMD4A
ENSG00000215790,0.00537235603037507,ENS,SLC35E2A
ENSG00000081148,-0.00299513808196735,ENS,IMPG2
ENSG00000122863,0.00370823432935494,ENS,CHST3
ENSG00000164574,-2.71218958591898e-05,ENS,GALNT10
ENSG00000129255,-0.00405719853290206,ENS,MPDU1
ENSG00000162378,0.00270918755001355,ENS,ZYG11B
ENSG00000174437,0.000818166672837536,ENS,ATP2A2
ENSG00000175931,0.00227872094274631,ENS,UBE2O
ENSG00000196756,-0.00711634756355555,ENS,SNHG17
hsa-miR-629-5p,0.00781714030542527,hsa,
ENSG00000120725,-0.00329427230824567,ENS,SIL1
ENSG00000170703,-2.12827814601916e-05,ENS,TTLL6
ENSG00000184908,-0.00936492250239666,ENS,CLCNKB
ENSG00000223473,-0.000422238610843182,ENS,
ENSG00000120053,0.00317503374245913,ENS,GOT1
ENSG00000138376,0.00574061127574861,ENS,BARD1
ENSG00000178719,0.00202378498770731,ENS,GRINA
ENSG00000278970,-0.00467432007198938,ENS,HEIH
ENSG00000107518,0.00330842155851983,ENS,ATRNL1
ENSG00000170004,-0.000971354779011449,ENS,CHD3
ENSG00000100029,0.00581320088743867,ENS,PES1
ENSG00000166033,0.000331037106524968,ENS,HTRA1
ENSG00000197959,0.00566994006179483,ENS,DNM3
ENSG00000157978,0.00101206673658004,ENS,LDLRAP1
ENSG00000072849,0.0025011171341311,ENS,DERL2
ENSG00000115486,0.00163690986407037,ENS,GGCX
ENSG00000138587,0.001010149848928,ENS,MNS1
ENSG00000158856,0.00277099775243521,ENS,DMTN
ENSG00000177409,0.00194089943479091,ENS,SAMD9L
ENSG00000184897,0.00286224847101524,ENS,H1FX
ENSG00000214654,-0.00152444855991037,ENS,B3GNT10
ENSG00000226516,0.00126235634328823,ENS,FAM138B
ENSG00000142657,-0.00470149644283636,ENS,PGD
ENSG00000150457,0.00254606761950088,ENS,LATS2
ENSG00000125991,-0.00435733350462955,ENS,ERGIC3
ENSG00000163346,0.00070692890353319,ENS,PBXIP1
