ensemblID,beta,Type,geneID
ENSG00000166922,0.00265310112018013,ENS,SCG5
ENSG00000155792,-0.000234416741255073,ENS,DEPTOR
ENSG00000053254,0.00376234620266776,ENS,FOXN3
ENSG00000231064,-0.00228817676810708,ENS,AC234582.1
ENSG00000060749,0.00568718416096604,ENS,QSER1
ENSG00000175344,-0.00725451945802215,ENS,CHRNA7
ENSG00000117748,5.81394933505386e-05,ENS,RPA2
ENSG00000179456,0.00136873888814282,ENS,ZBTB18
ENSG00000162368,0.000482665496041417,ENS,CMPK1
ENSG00000047644,-0.00330617842175721,ENS,WWC3
ENSG00000134716,0.0037856557506268,ENS,CYP2J2
ENSG00000136238,0.00264818143723697,ENS,RAC1
ENSG00000215712,6.24830429586288e-05,ENS,TMEM242
ENSG00000266338,0.00125083919959511,ENS,NBPF15
ENSG00000266962,0.0118123867318154,ENS,AC067852.2
ENSG00000278834,0.0010083201683764,ENS,AC073508.3
ENSG00000121060,0.00239973776044276,ENS,TRIM25
hsa-miR-1185-5p,0.00263906298239122,hsa,
ENSG00000107175,-0.000469442942833655,ENS,CREB3
ENSG00000125144,0.00219610968612967,ENS,MT1G
ENSG00000165443,0.00191880462341484,ENS,PHYHIPL
ENSG00000123064,0.000138728977961432,ENS,DDX54
ENSG00000148110,0.00267133205874623,ENS,MFSD14B
ENSG00000005075,0.00279017367741837,ENS,POLR2J
ENSG00000163083,0.00146679868796971,ENS,INHBB
ENSG00000181873,0.00117734598859188,ENS,IBA57
ENSG00000213424,-0.00203188237011587,ENS,KRT222
ENSG00000235034,0.00170170188914509,ENS,C19orf81
ENSG00000101298,0.00247354890153913,ENS,SNPH
ENSG00000140941,0.000378568422008254,ENS,MAP1LC3B
ENSG00000163644,0.00176490453875387,ENS,PPM1K
ENSG00000188092,-0.00218581661053089,ENS,GPR89B
ENSG00000021300,0.000282027597542287,ENS,PLEKHB1
ENSG00000140326,0.000248529815170775,ENS,CDAN1
ENSG00000165914,-0.00131750619187039,ENS,TTC7B
ENSG00000120265,0.00303945041698453,ENS,PCMT1
ENSG00000103121,-0.00186539316639627,ENS,CMC2
ENSG00000127914,0.00167280255492428,ENS,AKAP9
ENSG00000137692,-0.00234534431822252,ENS,DCUN1D5
ENSG00000100297,0.004190759034722,ENS,MCM5
ENSG00000109452,0.0014563236164458,ENS,INPP4B
ENSG00000172346,-0.000215412350531098,ENS,CSDC2
ENSG00000136810,-0.00214761342928514,ENS,TXN
ENSG00000211854,0.00551481133150091,ENS,TRAJ35
ENSG00000158457,-0.0036440044037417,ENS,TSPAN33
ENSG00000232545,0.00579607802124115,ENS,AC253536.3
ENSG00000254281,-0.00635064996389598,ENS,
ENSG00000144713,-0.000303022491371743,ENS,RPL32
ENSG00000188013,-0.000324355174218089,ENS,MEIS3P2
ENSG00000243696,0.000188294299678545,ENS,AC006254.1
ENSG00000187398,0.00263786864020886,ENS,LUZP2
ENSG00000275832,-0.00240944362335836,ENS,ARHGAP23
ENSG00000213246,0.013026043998715,ENS,SUPT4H1
ENSG00000111058,0.00687460598507814,ENS,ACSS3
ENSG00000103479,0.00136605363398245,ENS,RBL2
ENSG00000162852,0.000457238766918988,ENS,CNST
ENSG00000182118,-0.00290248050660526,ENS,FAM89A
ENSG00000164983,0.0029990902689847,ENS,TMEM65
ENSG00000095303,0.00314161567936934,ENS,PTGS1
ENSG00000101811,0.0105376443470041,ENS,CSTF2
ENSG00000228409,-0.00529473791423775,ENS,CCT6P1
ENSG00000274627,-0.00506952956189692,ENS,
ENSG00000151388,0.00690367069255677,ENS,ADAMTS12
ENSG00000172461,0.00165488745942167,ENS,FUT9
ENSG00000099326,-0.000622599783007332,ENS,MZF1
ENSG00000103852,0.00395608715751477,ENS,TTC23
ENSG00000138018,0.00160564467060859,ENS,SELENOI
ENSG00000166337,0.00339497525732596,ENS,TAF10
ENSG00000170927,0.000258809472244892,ENS,PKHD1
ENSG00000179698,0.00658952785846131,ENS,WDR97
ENSG00000103489,0.00303553711152331,ENS,XYLT1
ENSG00000143575,0.00325806356975894,ENS,HAX1
ENSG00000164967,-0.00355988153834676,ENS,RPP25L
ENSG00000138769,0.000456172663730917,ENS,CDKL2
ENSG00000274253,-0.00325266705778305,ENS,AC138649.1
ENSG00000103647,-0.00344052148768797,ENS,CORO2B
ENSG00000144792,-0.00210836718340027,ENS,ZNF660
ENSG00000122733,0.00255183107831452,ENS,PHF24
ENSG00000184307,-0.00209893434505837,ENS,ZDHHC23
ENSG00000149179,0.000861915773126323,ENS,C11orf49
ENSG00000223459,-0.00335186160894893,ENS,TCAF1P1
ENSG00000085832,-0.00407532923574435,ENS,EPS15
ENSG00000122545,0.00391700118073014,ENS,SEPT7
ENSG00000143303,-0.000766469729641219,ENS,RRNAD1
ENSG00000119782,0.000935381852096023,ENS,FKBP1B
ENSG00000123240,0.0038746213011233,ENS,OPTN
ENSG00000149557,0.00120719104712085,ENS,FEZ1
ENSG00000154262,-0.00626414157706559,ENS,ABCA6
ENSG00000101489,0.00366458462490376,ENS,CELF4
ENSG00000134324,0.00237350097526398,ENS,LPIN1
ENSG00000174652,0.00327510644635428,ENS,ZNF266
ENSG00000188938,-0.00120775528937394,ENS,FAM120AOS
ENSG00000101346,-0.00371333968899519,ENS,POFUT1
ENSG00000127418,0.00666614088922513,ENS,FGFRL1
hsa-miR-146b-5p,0.00569487229107719,hsa,
ENSG00000155099,-0.000809809340099693,ENS,PIP4P2
ENSG00000167996,-4.69184729919524e-05,ENS,FTH1
ENSG00000169252,0.000426930543122364,ENS,ADRB2
ENSG00000075213,0.000608521838182832,ENS,SEMA3A
ENSG00000114784,0.000876782892276787,ENS,EIF1B
ENSG00000139910,0.00296417582910229,ENS,NOVA1
ENSG00000151693,0.000403501382112806,ENS,ASAP2
ENSG00000109790,-0.00278884067161359,ENS,KLHL5
ENSG00000113318,0.00219105915211432,ENS,MSH3
ENSG00000162600,0.00024658433502665,ENS,OMA1
ENSG00000153902,0.00180282992544014,ENS,LGI4
ENSG00000178538,-0.00846743914926874,ENS,CA8
ENSG00000054392,0.00721739364314105,ENS,HHAT
ENSG00000260855,0.00280270113617726,ENS,AL591848.4
hsa-miR-140-3p,-0.000566061469203874,hsa,
hsa-miR-152-3p,0.00273899511806451,hsa,
ENSG00000114742,0.00797662043702211,ENS,WDR48
ENSG00000125868,0.00179623420465659,ENS,DSTN
ENSG00000283236,0.00753435924308088,ENS,AC074141.1
ENSG00000117242,-0.000706633150002352,ENS,PINK1-AS
ENSG00000135917,-0.00261586672600122,ENS,SLC19A3
ENSG00000198932,-0.00165585949439259,ENS,GPRASP1
ENSG00000205155,0.00205669961780279,ENS,PSENEN
ENSG00000211845,0.00357972343390609,ENS,TRAJ44
ENSG00000268006,-7.30784136452874e-05,ENS,PTOV1-AS1
ENSG00000175970,0.00467411077864309,ENS,UNC119B
ENSG00000135506,-0.00304125578357458,ENS,OS9
ENSG00000145700,0.00535866296144359,ENS,ANKRD31
ENSG00000137522,-0.000568948700203709,ENS,RNF121
ENSG00000142798,0.00316287300872971,ENS,HSPG2
ENSG00000197694,0.00103595757809895,ENS,SPTAN1
ENSG00000198513,0.00194926731409768,ENS,ATL1
ENSG00000110455,0.00646322471602675,ENS,ACCS
ENSG00000113522,0.00145949413551693,ENS,RAD50
ENSG00000159248,0.00440590424459281,ENS,GJD2
ENSG00000111664,0.00105001361164253,ENS,GNB3
ENSG00000240288,0.000298898875692634,ENS,GHRLOS
ENSG00000125686,0.00453547501053022,ENS,MED1
ENSG00000136404,0.000149803020877575,ENS,TM6SF1
ENSG00000047249,-0.00207099540018765,ENS,ATP6V1H
ENSG00000197977,0.00187550512334692,ENS,ELOVL2
ENSG00000058262,0.00272986673128057,ENS,SEC61A1
ENSG00000114019,-0.00369098345511368,ENS,AMOTL2
ENSG00000232450,-0.00187762792029069,ENS,AL133517.1
hsa-miR-95-3p,0.00316885357863229,hsa,
ENSG00000087263,-0.00390755926655984,ENS,OGFOD1
ENSG00000165323,0.00202100298848776,ENS,FAT3
ENSG00000171316,-0.00165492572265077,ENS,CHD7
ENSG00000197971,-0.000327294926648399,ENS,MBP
ENSG00000155966,-0.00217776430730383,ENS,AFF2
ENSG00000004660,-0.00251396270079937,ENS,CAMKK1
ENSG00000155530,0.00217253378396033,ENS,LRGUK
ENSG00000204366,-0.00102571063073368,ENS,ZBTB12
ENSG00000130544,0.00186137997631331,ENS,ZNF557
ENSG00000130640,0.000417025335148349,ENS,TUBGCP2
ENSG00000136986,-0.000598159760804413,ENS,DERL1
ENSG00000198689,0.00174991267067546,ENS,SLC9A6
ENSG00000169116,0.00141098860703017,ENS,PARM1
ENSG00000129625,0.00146585922905765,ENS,REEP5
ENSG00000136732,0.00220471522697947,ENS,GYPC
ENSG00000274642,-0.00647927841687037,ENS,AC244669.2
ENSG00000087460,0.00174667566752258,ENS,GNAS
ENSG00000103966,5.67905351275708e-05,ENS,EHD4
ENSG00000006740,0.00174715814199907,ENS,ARHGAP44
ENSG00000105583,0.00369547956309086,ENS,WDR83OS
ENSG00000085415,-0.00220741545858866,ENS,SEH1L
ENSG00000159733,-0.00659657402528774,ENS,ZFYVE28
ENSG00000168263,-0.000871037736408077,ENS,KCNV2
ENSG00000101222,0.00188133372244013,ENS,SPEF1
ENSG00000166913,0.00248503891683276,ENS,YWHAB
ENSG00000186350,0.00180607013342724,ENS,RXRA
ENSG00000144647,-0.000508066296118743,ENS,POMGNT2
ENSG00000184260,0.000514125508910041,ENS,HIST2H2AC
ENSG00000113296,0.00496217709064514,ENS,THBS4
ENSG00000115419,0.000689045257593013,ENS,GLS
ENSG00000153250,0.00240635558225001,ENS,RBMS1
ENSG00000233930,-0.00405341746122759,ENS,KRTAP5-AS1
ENSG00000273137,0.00151801694548618,ENS,AL022328.2
ENSG00000130165,0.00223505401230352,ENS,ELOF1
ENSG00000130313,0.00120832460546637,ENS,PGLS
ENSG00000103187,0.00332300357668594,ENS,COTL1
ENSG00000106263,0.00999967277591456,ENS,EIF3B
ENSG00000135452,-0.00453229873056066,ENS,TSPAN31
ENSG00000101134,0.000799483263928584,ENS,DOK5
ENSG00000123552,-0.00233252612879004,ENS,USP45
ENSG00000065923,0.000571617753701139,ENS,SLC9A7
ENSG00000117691,0.00841474510014332,ENS,NENF
ENSG00000170385,0.00033640046167007,ENS,SLC30A1
ENSG00000113327,-0.00166106985446937,ENS,GABRG2
ENSG00000177600,-9.14913261019527e-06,ENS,RPLP2
hsa-miR-22-5p,-0.00140130093624901,hsa,
ENSG00000160145,-0.000816030610402157,ENS,KALRN
ENSG00000115310,0.00279412829406191,ENS,RTN4
ENSG00000134569,-6.35644487626201e-06,ENS,LRP4
ENSG00000168092,0.00113850531328345,ENS,PAFAH1B2
ENSG00000277443,0.00186301890992243,ENS,MARCKS
ENSG00000102024,0.00500038373303129,ENS,PLS3
ENSG00000132639,0.00128494953312369,ENS,SNAP25
ENSG00000163251,0.00417663005219349,ENS,FZD5
ENSG00000172005,0.00263484436619296,ENS,MAL
ENSG00000081913,0.00656922807959894,ENS,PHLPP1
ENSG00000211862,0.00397994429192435,ENS,TRAJ27
ENSG00000224870,8.54539356737256e-05,ENS,MRPL20-AS1
ENSG00000145824,-0.0112864615425325,ENS,CXCL14
ENSG00000165338,-0.000219707710244568,ENS,HECTD2
ENSG00000269837,0.00199324364836602,ENS,IPO5P1
ENSG00000148948,0.000552653837243149,ENS,LRRC4C
ENSG00000178922,0.00306346504102578,ENS,HYI
ENSG00000106638,-0.00290192721454119,ENS,TBL2
ENSG00000148429,0.00938154027610989,ENS,USP6NL
ENSG00000104388,0.00098909157856261,ENS,RAB2A
ENSG00000177030,-0.00131724205196708,ENS,DEAF1
ENSG00000196381,0.00412773913436659,ENS,ZNF781
ENSG00000047457,0.00114178443292539,ENS,CP
ENSG00000107882,-0.00209570693891514,ENS,SUFU
ENSG00000146112,-0.00171380564677214,ENS,PPP1R18
ENSG00000213064,0.000279547246492648,ENS,SFT2D2
ENSG00000067191,8.86954027319823e-05,ENS,CACNB1
ENSG00000091732,0.00305211868963304,ENS,ZC3HC1
ENSG00000126947,-0.00220400213691414,ENS,ARMCX1
ENSG00000162631,-0.00263197925488836,ENS,NTNG1
ENSG00000141279,-0.00329995648491301,ENS,NPEPPS
ENSG00000156642,-0.00223424332336861,ENS,NPTN
ENSG00000114646,-0.00305060817914801,ENS,CSPG5
ENSG00000119718,-0.00559918583634589,ENS,EIF2B2
ENSG00000121579,-0.00127662869910405,ENS,NAA50
ENSG00000273301,-0.00141430397754004,ENS,AC016717.2
ENSG00000183150,-0.00276968879262877,ENS,GPR19
ENSG00000112137,0.00258593710555439,ENS,PHACTR1
ENSG00000184634,0.0029318986836185,ENS,MED12
ENSG00000184939,0.000292679030100585,ENS,ZFP90
ENSG00000269896,-0.000687953215440452,ENS,AL513477.1
hsa-miR-335-3p,0.00570452624747707,hsa,
ENSG00000086289,0.00257102174423859,ENS,EPDR1
ENSG00000105270,0.00246745290352355,ENS,CLIP3
ENSG00000162989,0.00207612190498142,ENS,KCNJ3
ENSG00000102032,-0.00170867433802338,ENS,RENBP
ENSG00000177337,-1.02904913317937e-05,ENS,DLGAP1-AS1
ENSG00000156958,0.0039070005939508,ENS,GALK2
ENSG00000001497,0.00646108260318517,ENS,LAS1L
ENSG00000119729,0.000374204803916682,ENS,RHOQ
ENSG00000183111,0.00538346060683257,ENS,ARHGEF37
ENSG00000165410,0.000445215796492065,ENS,CFL2
ENSG00000172889,-0.00162643461659701,ENS,EGFL7
ENSG00000067606,-0.00107076880522882,ENS,PRKCZ
ENSG00000185666,0.00351991335568323,ENS,SYN3
ENSG00000213626,0.00308054431029792,ENS,LBH
ENSG00000235961,0.0013210696999481,ENS,PNMA6A
ENSG00000165209,-0.000394554667404011,ENS,STRBP
ENSG00000109171,0.00374323394933797,ENS,SLAIN2
ENSG00000148408,-0.000671214852593748,ENS,CACNA1B
ENSG00000262312,-0.00288407907948415,ENS,AC004494.1
ENSG00000259768,0.00162198817363624,ENS,AC004943.2
ENSG00000135749,0.000982160080905214,ENS,PCNX2
ENSG00000166831,0.00260837902334547,ENS,RBPMS2
ENSG00000138834,0.00129808818530775,ENS,MAPK8IP3
ENSG00000051009,-0.0011457674381498,ENS,FAM160A2
ENSG00000157911,0.00314602734270295,ENS,PEX10
ENSG00000162545,0.00199365454919914,ENS,CAMK2N1
ENSG00000164898,0.00216506305913307,ENS,FMC1
ENSG00000182752,-0.000447356965243329,ENS,PAPPA
ENSG00000243406,0.00246436031375977,ENS,MRPS31P5
ENSG00000049769,-0.00433324495502643,ENS,PPP1R3F
ENSG00000163082,0.0107867435068504,ENS,SGPP2
ENSG00000139131,0.000280930405476834,ENS,YARS2
ENSG00000144460,-0.00259380411342231,ENS,NYAP2
ENSG00000187778,-0.00129156116630906,ENS,MCRS1
ENSG00000144591,0.00714877510130793,ENS,GMPPA
ENSG00000133958,-0.000624488895265191,ENS,UNC79
ENSG00000087095,-0.00235021591468511,ENS,NLK
ENSG00000139974,-0.0011324885589075,ENS,SLC38A6
ENSG00000201098,0.00270789453582234,ENS,RNY1
ENSG00000279576,-0.00509702946483056,ENS,
ENSG00000138472,0.00522148594750966,ENS,GUCA1C
ENSG00000159307,-0.00485159290921192,ENS,SCUBE1
ENSG00000283108,0.00462031311098844,ENS,AC011451.3
ENSG00000105223,0.00256470663501333,ENS,PLD3
ENSG00000278867,-0.00851094054431881,ENS,AC090616.6
ENSG00000057657,0.00417711707024544,ENS,PRDM1
ENSG00000180370,-0.00997610614584339,ENS,PAK2
ENSG00000100842,-5.51012117924669e-05,ENS,EFS
ENSG00000104450,-0.00290093586806218,ENS,SPAG1
ENSG00000130304,-0.00263904862190597,ENS,SLC27A1
ENSG00000144589,0.00420025099697394,ENS,STK11IP
ENSG00000172638,0.00479449781287529,ENS,EFEMP2
ENSG00000170075,0.00346916837224137,ENS,GPR37L1
ENSG00000113845,-0.000101616717997864,ENS,TIMMDC1
ENSG00000161996,0.000166639421514843,ENS,WDR90
ENSG00000198865,0.00522823429638352,ENS,CCDC152
ENSG00000271959,0.00212329193535029,ENS,AC100803.3
ENSG00000106976,-0.00023041479567927,ENS,DNM1
ENSG00000174292,-0.000705673640034723,ENS,TNK1
ENSG00000100058,0.00807993433618962,ENS,CRYBB2P1
ENSG00000159267,-0.0109327882147454,ENS,HLCS
ENSG00000133424,0.00150521200880123,ENS,LARGE1
ENSG00000166147,-0.00283932873914494,ENS,FBN1
ENSG00000142546,0.00293326114774162,ENS,NOSIP
ENSG00000196421,0.00280797482079327,ENS,C20orf204
ENSG00000213676,-0.00142047787471548,ENS,ATF6B
ENSG00000165078,0.00646012635127837,ENS,CPA6
ENSG00000053747,0.000792719070192439,ENS,LAMA3
ENSG00000149292,0.00493480650356189,ENS,TTC12
ENSG00000131386,0.00616588551971279,ENS,GALNT15
ENSG00000139644,-0.00201526984311631,ENS,TMBIM6
ENSG00000007545,-6.40995418366684e-05,ENS,CRAMP1
ENSG00000187479,0.000261999676854907,ENS,C11orf96
ENSG00000064115,-0.00360593798361221,ENS,TM7SF3
ENSG00000100865,-0.00255590850665919,ENS,CINP
ENSG00000185105,0.00105076202231167,ENS,MYADML2
ENSG00000115267,0.00593908533528388,ENS,IFIH1
ENSG00000131437,0.00352447788900124,ENS,KIF3A
ENSG00000168461,0.00183744104466708,ENS,RAB31
ENSG00000238105,-0.000853706903148424,ENS,GOLGA2P5
ENSG00000112667,-0.000205290725414317,ENS,DNPH1
ENSG00000162188,0.00382128727697719,ENS,GNG3
ENSG00000236609,0.00164536006445852,ENS,ZNF853
ENSG00000242372,0.00775843841293349,ENS,EIF6
hsa-miR-197-3p,-0.00303680851200292,hsa,
ENSG00000038945,0.00501035605518875,ENS,MSR1
ENSG00000068615,0.00150324194887091,ENS,REEP1
ENSG00000132470,0.00194157087878625,ENS,ITGB4
ENSG00000253001,0.00529340595670461,ENS,RN7SKP105
ENSG00000255468,-5.9935780434805e-05,ENS,AP001107.9
hsa-let-7b-5p,0.00998698513677287,hsa,
ENSG00000167384,0.0064393530077,ENS,ZNF180
ENSG00000182718,0.00133174549484257,ENS,ANXA2
ENSG00000189223,0.00546190207698094,ENS,PAX8-AS1
ENSG00000166024,-0.000366837943658752,ENS,R3HCC1L
ENSG00000164953,0.000765374615722171,ENS,TMEM67
ENSG00000214776,0.00613007600237215,ENS,AC092821.1
ENSG00000279146,-0.00413039841208899,ENS,AC063926.2
ENSG00000079459,-0.000848973760256824,ENS,FDFT1
ENSG00000100105,-0.0038103617366326,ENS,PATZ1
ENSG00000132692,0.00163154647186913,ENS,BCAN
ENSG00000187764,-0.00409221321354294,ENS,SEMA4D
ENSG00000108671,-0.00197344761999947,ENS,PSMD11
ENSG00000143633,-0.00704750990207371,ENS,C1orf131
ENSG00000168785,-0.00593390754851511,ENS,TSPAN5
ENSG00000172766,-0.00344320819265658,ENS,NAA16
ENSG00000111726,0.0026240010380173,ENS,CMAS
ENSG00000198736,0.00267445881241547,ENS,MSRB1
ENSG00000118707,-0.00285509120566734,ENS,TGIF2
ENSG00000177570,-0.00130830096478664,ENS,SAMD12
ENSG00000072736,0.000720743924232292,ENS,NFATC3
ENSG00000113328,-0.000984168554373355,ENS,CCNG1
ENSG00000153317,0.000784601549475391,ENS,ASAP1
ENSG00000171033,0.00359963485517689,ENS,PKIA
ENSG00000233178,-0.00352802957719096,ENS,AL161457.2
ENSG00000003249,0.00198923367635659,ENS,DBNDD1
ENSG00000176463,0.00301214003398649,ENS,SLCO3A1
ENSG00000204071,0.00390521967161472,ENS,TCEAL6
ENSG00000272391,0.00767180760261927,ENS,POM121C
ENSG00000112599,0.00263242123759989,ENS,GUCA1B
ENSG00000132819,0.00176418700877285,ENS,RBM38
ENSG00000172031,0.0019517957192095,ENS,EPHX4
ENSG00000103549,-0.000585989525512924,ENS,RNF40
ENSG00000128602,0.00396736391508269,ENS,SMO
ENSG00000173214,0.000109116556872963,ENS,MFSD4B
ENSG00000120333,0.00451905015310806,ENS,MRPS14
ENSG00000157514,0.0003799859181968,ENS,TSC22D3
ENSG00000072041,-9.52387898922951e-05,ENS,SLC6A15
ENSG00000111052,0.00233314776463678,ENS,LIN7A
ENSG00000138031,0.00248865649825927,ENS,ADCY3
ENSG00000168014,-0.000184397493383254,ENS,C2CD3
ENSG00000204103,0.00303469535378681,ENS,MAFB
ENSG00000142534,0.00177174835736839,ENS,RPS11
ENSG00000151229,0.000601684102092589,ENS,SLC2A13
ENSG00000244165,0.00886726665205895,ENS,P2RY11
ENSG00000079156,0.00163891364057751,ENS,OSBPL6
ENSG00000130244,0.00581073736741607,ENS,FAM98C
ENSG00000116213,-0.00134019131579102,ENS,WRAP73
ENSG00000121297,-0.00288103770634519,ENS,TSHZ3
ENSG00000130818,0.00822625801765924,ENS,ZNF426
ENSG00000156011,0.00298415492741141,ENS,PSD3
ENSG00000175564,0.00117156758772804,ENS,UCP3
ENSG00000166780,0.00271198815328977,ENS,C16orf45
ENSG00000260572,0.00146569450018885,ENS,AC069224.1
hsa-miR-149-5p,0.00352458837815276,hsa,
ENSG00000153896,0.00130258504305768,ENS,ZNF599
ENSG00000165152,0.00201673849089523,ENS,TMEM246
ENSG00000198336,0.00673635250984458,ENS,MYL4
ENSG00000173706,-0.00106875820652585,ENS,HEG1
ENSG00000115307,0.00319687189003663,ENS,AUP1
ENSG00000134779,0.00216565029816133,ENS,TPGS2
ENSG00000279145,-0.00435349629436718,ENS,AC011912.1
ENSG00000062370,0.00613091380182928,ENS,ZNF112
ENSG00000178209,0.000850894944641002,ENS,PLEC
ENSG00000270021,-0.000158225040165147,ENS,AC026691.1
ENSG00000131508,0.000486855883184628,ENS,UBE2D2
ENSG00000141040,0.00216417276579615,ENS,ZNF287
ENSG00000157087,0.00165897064074538,ENS,ATP2B2
ENSG00000269054,-0.000888029649556206,ENS,AC012313.6
ENSG00000141505,-0.00496337846328005,ENS,ASGR1
ENSG00000143819,-0.000380966902826242,ENS,EPHX1
ENSG00000196152,-0.000715644192986249,ENS,ZNF79
ENSG00000197601,0.000844576851999032,ENS,FAR1
ENSG00000116675,0.000683147730807572,ENS,DNAJC6
ENSG00000188573,-6.05736233606487e-05,ENS,FBLL1
ENSG00000084628,0.00171496833204658,ENS,NKAIN1
ENSG00000147475,-0.000626824752020484,ENS,ERLIN2
ENSG00000164209,0.00369899816735382,ENS,SLC25A46
ENSG00000187189,0.000230292952351646,ENS,TSPYL4
ENSG00000250159,0.00349755054612283,ENS,AC106791.1
ENSG00000267221,0.00174243789686184,ENS,C17orf113
ENSG00000048545,0.000523677127262876,ENS,GUCA1A
ENSG00000106772,0.00127738281047082,ENS,PRUNE2
hsa-miR-224-5p,0.00123331811989397,hsa,
ENSG00000094916,-0.00418829230532675,ENS,CBX5
ENSG00000108654,-0.00672407614099115,ENS,DDX5
ENSG00000162543,-0.00339735956998336,ENS,UBXN10
ENSG00000159753,0.00190445418912019,ENS,CARMIL2
ENSG00000273702,-0.002687541230751,ENS,AC091271.1
ENSG00000064933,-0.00368345335045853,ENS,PMS1
ENSG00000137947,0.00716934241341499,ENS,GTF2B
ENSG00000273014,-0.000353469655383618,ENS,AC018645.2
ENSG00000169567,0.00190395013095541,ENS,HINT1
ENSG00000164172,-1.42765201159244e-05,ENS,MOCS2
ENSG00000170776,0.00629047830429881,ENS,AKAP13
ENSG00000275223,0.00757876249179672,ENS,AL121906.2
ENSG00000174749,-0.00482822407620891,ENS,FAM241A
ENSG00000103018,-0.00239235554723654,ENS,CYB5B
ENSG00000154027,-0.00607865843011258,ENS,AK5
ENSG00000188921,0.00557648408859609,ENS,HACD4
ENSG00000119487,0.00218930682544039,ENS,MAPKAP1
ENSG00000164128,-0.0105936856975732,ENS,NPY1R
ENSG00000150722,0.00307460274614667,ENS,PPP1R1C
ENSG00000126247,0.00564745578029436,ENS,CAPNS1
ENSG00000154556,0.00093177539570276,ENS,SORBS2
ENSG00000204130,-0.00385122459510496,ENS,RUFY2
ENSG00000239779,0.0049883833394392,ENS,WBP1
ENSG00000156875,0.00380537903137151,ENS,MFSD14A
ENSG00000175395,-0.00159772360386712,ENS,ZNF25
ENSG00000108960,-0.0103834322899882,ENS,MMD
ENSG00000101460,-0.00501573642494326,ENS,MAP1LC3A
ENSG00000106615,-4.16630267681022e-05,ENS,RHEB
ENSG00000147231,-0.00342114602781865,ENS,RADX
ENSG00000178796,0.00768343574919097,ENS,RIIAD1
ENSG00000198924,0.0055309198255133,ENS,DCLRE1A
ENSG00000117461,-0.00257816221033638,ENS,PIK3R3
ENSG00000163646,0.00124069291134893,ENS,CLRN1
ENSG00000163638,-0.00756684219862486,ENS,ADAMTS9
ENSG00000156697,0.00435383806257833,ENS,UTP14A
ENSG00000212123,0.00141511083984173,ENS,PRR22
ENSG00000105127,-0.00655302850375984,ENS,AKAP8
ENSG00000160753,0.0013526808779309,ENS,RUSC1
ENSG00000197535,0.00339359079193315,ENS,MYO5A
ENSG00000171132,-0.0028070970193958,ENS,PRKCE
ENSG00000140374,-0.00147629943837439,ENS,ETFA
ENSG00000173905,0.00310507392611052,ENS,GOLIM4
ENSG00000188488,0.00570555365843743,ENS,SERPINA5
ENSG00000117133,0.00712097017738838,ENS,RPF1
ENSG00000140577,-0.00334758309262109,ENS,CRTC3
ENSG00000174514,-0.00460689791691996,ENS,MFSD4A
ENSG00000128245,0.00277662525317768,ENS,YWHAH
ENSG00000160209,-0.000624766911799433,ENS,PDXK
ENSG00000260196,-0.000101091818916092,ENS,AC124798.1
ENSG00000082701,0.00326159117289016,ENS,GSK3B
ENSG00000198920,-0.00252825390289658,ENS,KIAA0753
ENSG00000234684,0.00382150883167001,ENS,SDCBP2-AS1
ENSG00000255150,0.00547869073463049,ENS,EID3
ENSG00000090612,0.00322953014858294,ENS,ZNF268
ENSG00000214652,0.0109113688636723,ENS,ZNF727
ENSG00000166987,0.00127182144537614,ENS,MBD6
ENSG00000149972,0.00347275958919705,ENS,CNTN5
ENSG00000155893,-0.00214069893346611,ENS,PXYLP1
ENSG00000142168,-0.000988057073998768,ENS,SOD1
ENSG00000152229,0.00287258999630479,ENS,PSTPIP2
ENSG00000119711,0.0011247882733091,ENS,ALDH6A1
ENSG00000162426,-0.00136856507186884,ENS,SLC45A1
ENSG00000165782,-0.00329066185185036,ENS,PIP4P1
ENSG00000176293,-0.000547284713893606,ENS,ZNF135
ENSG00000281501,-0.00406051004964771,ENS,SEPSECS-AS1
ENSG00000272831,0.00120315587929797,ENS,AC027644.3
ENSG00000134982,0.00395618918689651,ENS,APC
ENSG00000184992,0.00329427084501949,ENS,BRI3BP
ENSG00000153140,0.00485108856798108,ENS,CETN3
ENSG00000177685,-0.00150376218226417,ENS,CRACR2B
ENSG00000225179,0.00524383439922051,ENS,LINC00457
ENSG00000079462,-0.00543135923067171,ENS,PAFAH1B3
ENSG00000103035,0.00216303282659749,ENS,PSMD7
ENSG00000139174,5.82126188192128e-05,ENS,PRICKLE1
ENSG00000160972,-0.0040111376372779,ENS,PPP1R16A
ENSG00000048052,0.00111591970852278,ENS,HDAC9
ENSG00000131724,0.00561902013128466,ENS,IL13RA1
ENSG00000198417,-0.000135885748124857,ENS,MT1F
ENSG00000275714,0.00543503855405748,ENS,HIST1H3A
ENSG00000079337,0.00166683460016017,ENS,RAPGEF3
ENSG00000132773,-0.000649438972077431,ENS,TOE1
ENSG00000157193,0.00154735422045912,ENS,LRP8
ENSG00000204842,-0.00466377423708144,ENS,ATXN2
ENSG00000211846,0.00173780075037016,ENS,TRAJ43
ENSG00000210082,0.00449024456479552,ENS,MT-RNR2
ENSG00000166860,-0.00109952376117219,ENS,ZBTB39
ENSG00000090470,0.0110087320906557,ENS,PDCD7
