ensemblID,analysis,sample_site,group,Precursor,geneID,ensemblID.y,type,entrezID,score
ENSG00000001497,DP,Macula,DP.Macula,"",LAS1L,ENSG00000001497,ENS,81887,1
ENSG00000003147,DP,Macula,DP.Macula,"",ICA1,ENSG00000003147,ENS,3382,2
ENSG00000003147,DE,Macula,DE.Macula,"",ICA1,ENSG00000003147,ENS,3382,2
ENSG00000003249,DP,Macula,DP.Macula,"",DBNDD1,ENSG00000003249,ENS,79007,1
ENSG00000004660,DP,Macula,DP.Macula,"",CAMKK1,ENSG00000004660,ENS,84254,2
ENSG00000004660,DE,Macula,DE.Macula,"",CAMKK1,ENSG00000004660,ENS,84254,2
ENSG00000005075,DP,Macula,DP.Macula,"",POLR2J,ENSG00000005075,ENS,5439,2
ENSG00000005075,DP,Periphery,DP.Periphery,"",POLR2J,ENSG00000005075,ENS,5439,2
ENSG00000005339,DE,Periphery,DE.Periphery,"",CREBBP,ENSG00000005339,ENS,1387,1
ENSG00000005483,DE,Periphery,DE.Periphery,"",KMT2E,ENSG00000005483,ENS,55904,1
ENSG00000005513,DE,Macula,DE.Macula,"",SOX8,ENSG00000005513,ENS,30812,1
ENSG00000005810,DP,Macula,DP.Macula,"",MYCBP2,ENSG00000005810,ENS,23077,1
ENSG00000006015,DE,Periphery,DE.Periphery,"",REX1BD,ENSG00000006015,ENS,55049,1
ENSG00000006042,DE,Periphery,DE.Periphery,"",TMEM98,ENSG00000006042,ENS,26022,1
ENSG00000006740,DP,Macula,DP.Macula,"",ARHGAP44,ENSG00000006740,ENS,9912,1
ENSG00000007168,DP,Macula,DP.Macula,"",PAFAH1B1,ENSG00000007168,ENS,5048,2
ENSG00000007168,DE,Macula,DE.Macula,"",PAFAH1B1,ENSG00000007168,ENS,5048,2
ENSG00000007545,DP,Macula,DP.Macula,"",CRAMP1,ENSG00000007545,ENS,57585,1
ENSG00000008018,DE,Periphery,DE.Periphery,"",PSMB1,ENSG00000008018,ENS,5689,1
ENSG00000008056,DP,Macula,DP.Macula,"",SYN1,ENSG00000008056,ENS,6853,2
ENSG00000008056,DE,Macula,DE.Macula,"",SYN1,ENSG00000008056,ENS,6853,2
ENSG00000008294,DE,Periphery,DE.Periphery,"",SPAG9,ENSG00000008294,ENS,9043,1
ENSG00000008324,DE,Periphery,DE.Periphery,"",SS18L2,ENSG00000008324,ENS,51188,1
ENSG00000008952,DE,Periphery,DE.Periphery,"",SEC62,ENSG00000008952,ENS,7095,1
ENSG00000009307,DE,Periphery,DE.Periphery,"",CSDE1,ENSG00000009307,ENS,7812,1
ENSG00000010256,DE,Periphery,DE.Periphery,"",UQCRC1,ENSG00000010256,ENS,7384,1
ENSG00000010292,DP,Macula,DP.Macula,"",NCAPD2,ENSG00000010292,ENS,9918,1
ENSG00000010361,DP,Macula,DP.Macula,"",FUZ,ENSG00000010361,ENS,80199,4
ENSG00000010361,DP,Periphery,DP.Periphery,"",FUZ,ENSG00000010361,ENS,80199,4
ENSG00000010361,DE,Macula,DE.Macula,"",FUZ,ENSG00000010361,ENS,80199,4
ENSG00000010361,DE,Periphery,DE.Periphery,"",FUZ,ENSG00000010361,ENS,80199,4
ENSG00000010610,DE,Macula,DE.Macula,"",CD4,ENSG00000010610,ENS,920,1
ENSG00000011021,DP,Macula,DP.Macula,"",CLCN6,ENSG00000011021,ENS,1185,2
ENSG00000011021,DE,Macula,DE.Macula,"",CLCN6,ENSG00000011021,ENS,1185,2
ENSG00000011143,DP,Macula,DP.Macula,"",MKS1,ENSG00000011143,ENS,54903,3
ENSG00000011143,DP,Periphery,DP.Periphery,"",MKS1,ENSG00000011143,ENS,54903,3
ENSG00000011143,DE,Macula,DE.Macula,"",MKS1,ENSG00000011143,ENS,54903,3
ENSG00000011347,DP,Macula,DP.Macula,"",SYT7,ENSG00000011347,ENS,9066,1
ENSG00000011376,DE,Periphery,DE.Periphery,"",LARS2,ENSG00000011376,ENS,23395,1
ENSG00000012660,DP,Periphery,DP.Periphery,"",ELOVL5,ENSG00000012660,ENS,60481,1
ENSG00000013293,DP,Macula,DP.Macula,"",SLC7A14,ENSG00000013293,ENS,57709,2
ENSG00000013293,DE,Macula,DE.Macula,"",SLC7A14,ENSG00000013293,ENS,57709,2
ENSG00000013306,DE,Periphery,DE.Periphery,"",SLC25A39,ENSG00000013306,ENS,51629,1
ENSG00000013503,DE,Macula,DE.Macula,"",POLR3B,ENSG00000013503,ENS,55703,2
ENSG00000013503,DE,Periphery,DE.Periphery,"",POLR3B,ENSG00000013503,ENS,55703,2
ENSG00000014641,DE,Periphery,DE.Periphery,"",MDH1,ENSG00000014641,ENS,4190,1
ENSG00000017427,DP,Periphery,DP.Periphery,"",IGF1,ENSG00000017427,ENS,3479,1
ENSG00000018699,DE,Macula,DE.Macula,"",TTC27,ENSG00000018699,ENS,55622,2
ENSG00000018699,DE,Periphery,DE.Periphery,"",TTC27,ENSG00000018699,ENS,55622,2
ENSG00000020181,DP,Macula,DP.Macula,"",ADGRA2,ENSG00000020181,ENS,25960,3
ENSG00000020181,DE,Macula,DE.Macula,"",ADGRA2,ENSG00000020181,ENS,25960,3
ENSG00000020181,DE,Periphery,DE.Periphery,"",ADGRA2,ENSG00000020181,ENS,25960,3
ENSG00000021300,DP,Macula,DP.Macula,"",PLEKHB1,ENSG00000021300,ENS,58473,1
ENSG00000022277,DP,Macula,DP.Macula,"",RTF2,ENSG00000022277,ENS,51507,1
ENSG00000023734,DE,Periphery,DE.Periphery,"",STRAP,ENSG00000023734,ENS,11171,1
ENSG00000025156,DE,Periphery,DE.Periphery,"",HSF2,ENSG00000025156,ENS,3298,1
ENSG00000025293,DE,Periphery,DE.Periphery,"",PHF20,ENSG00000025293,ENS,51230,1
ENSG00000026025,DP,Macula,DP.Macula,"",VIM,ENSG00000026025,ENS,7431,2
ENSG00000026025,DE,Macula,DE.Macula,"",VIM,ENSG00000026025,ENS,7431,2
ENSG00000027847,DP,Macula,DP.Macula,"",B4GALT7,ENSG00000027847,ENS,11285,2
ENSG00000027847,DE,Macula,DE.Macula,"",B4GALT7,ENSG00000027847,ENS,11285,2
ENSG00000028310,DE,Periphery,DE.Periphery,"",BRD9,ENSG00000028310,ENS,65980,1
ENSG00000028528,DP,Macula,DP.Macula,"",SNX1,ENSG00000028528,ENS,6642,2
ENSG00000028528,DP,Periphery,DP.Periphery,"",SNX1,ENSG00000028528,ENS,6642,2
ENSG00000029534,DP,Macula,DP.Macula,"",ANK1,ENSG00000029534,ENS,286,1
ENSG00000031698,DP,Macula,DP.Macula,"",SARS,ENSG00000031698,ENS,6301,1
ENSG00000033627,DE,Periphery,DE.Periphery,"",ATP6V0A1,ENSG00000033627,ENS,535,1
ENSG00000034677,DE,Periphery,DE.Periphery,"",RNF19A,ENSG00000034677,ENS,25897,1
ENSG00000034713,DP,Macula,DP.Macula,"",GABARAPL2,ENSG00000034713,ENS,11345,3
ENSG00000034713,DE,Macula,DE.Macula,"",GABARAPL2,ENSG00000034713,ENS,11345,3
ENSG00000034713,DE,Periphery,DE.Periphery,"",GABARAPL2,ENSG00000034713,ENS,11345,3
ENSG00000035687,DP,Macula,DP.Macula,"",ADSS,ENSG00000035687,ENS,159,1
ENSG00000036530,DP,Macula,DP.Macula,"",CYP46A1,ENSG00000036530,ENS,10858,1
ENSG00000038274,DE,Periphery,DE.Periphery,"",MAT2B,ENSG00000038274,ENS,27430,1
ENSG00000038945,DP,Macula,DP.Macula,"",MSR1,ENSG00000038945,ENS,4481,1
ENSG00000040341,DE,Macula,DE.Macula,"",STAU2,ENSG00000040341,ENS,27067,2
ENSG00000040341,DE,Periphery,DE.Periphery,"",STAU2,ENSG00000040341,ENS,27067,2
ENSG00000041357,DP,Macula,DP.Macula,"",PSMA4,ENSG00000041357,ENS,5685,3
ENSG00000041357,DE,Macula,DE.Macula,"",PSMA4,ENSG00000041357,ENS,5685,3
ENSG00000041357,DE,Periphery,DE.Periphery,"",PSMA4,ENSG00000041357,ENS,5685,3
ENSG00000043355,DP,Macula,DP.Macula,"",ZIC2,ENSG00000043355,ENS,7546,2
ENSG00000043355,DE,Macula,DE.Macula,"",ZIC2,ENSG00000043355,ENS,7546,2
ENSG00000043591,DP,Macula,DP.Macula,"",ADRB1,ENSG00000043591,ENS,153,1
ENSG00000047056,DE,Macula,DE.Macula,"",WDR37,ENSG00000047056,ENS,22884,1
ENSG00000047249,DP,Macula,DP.Macula,"",ATP6V1H,ENSG00000047249,ENS,51606,2
ENSG00000047249,DE,Macula,DE.Macula,"",ATP6V1H,ENSG00000047249,ENS,51606,2
ENSG00000047457,DP,Macula,DP.Macula,"",CP,ENSG00000047457,ENS,1356,1
ENSG00000047644,DP,Macula,DP.Macula,"",WWC3,ENSG00000047644,ENS,55841,1
ENSG00000048052,DP,Macula,DP.Macula,"",HDAC9,ENSG00000048052,ENS,9734,1
ENSG00000048392,DE,Periphery,DE.Periphery,"",RRM2B,ENSG00000048392,ENS,50484,1
ENSG00000048540,DP,Macula,DP.Macula,"",LMO3,ENSG00000048540,ENS,55885,2
ENSG00000048540,DE,Macula,DE.Macula,"",LMO3,ENSG00000048540,ENS,55885,2
ENSG00000048545,DP,Macula,DP.Macula,"",GUCA1A,ENSG00000048545,ENS,2978,1
ENSG00000049618,DE,Periphery,DE.Periphery,"",ARID1B,ENSG00000049618,ENS,57492,1
ENSG00000049656,DE,Periphery,DE.Periphery,"",CLPTM1L,ENSG00000049656,ENS,81037,1
ENSG00000049769,DP,Macula,DP.Macula,"",PPP1R3F,ENSG00000049769,ENS,89801,1
ENSG00000050748,DE,Macula,DE.Macula,"",MAPK9,ENSG00000050748,ENS,5601,1
ENSG00000051009,DP,Macula,DP.Macula,"",FAM160A2,ENSG00000051009,ENS,84067,1
ENSG00000052841,DP,Macula,DP.Macula,"",TTC17,ENSG00000052841,ENS,55761,1
ENSG00000053254,DP,Macula,DP.Macula,"",FOXN3,ENSG00000053254,ENS,1112,1
ENSG00000053747,DP,Macula,DP.Macula,"",LAMA3,ENSG00000053747,ENS,3909,1
ENSG00000054392,DP,Macula,DP.Macula,"",HHAT,ENSG00000054392,ENS,55733,3
ENSG00000054392,DE,Macula,DE.Macula,"",HHAT,ENSG00000054392,ENS,55733,3
ENSG00000054392,DE,Periphery,DE.Periphery,"",HHAT,ENSG00000054392,ENS,55733,3
ENSG00000055147,DP,Macula,DP.Macula,"",FAM114A2,ENSG00000055147,ENS,10827,1
ENSG00000056972,DE,Macula,DE.Macula,"",TRAF3IP2,ENSG00000056972,ENS,10758,1
ENSG00000057294,DE,Periphery,DE.Periphery,"",PKP2,ENSG00000057294,ENS,5318,1
ENSG00000057657,DP,Macula,DP.Macula,"",PRDM1,ENSG00000057657,ENS,639,1
ENSG00000057757,DP,Macula,DP.Macula,"",PITHD1,ENSG00000057757,ENS,57095,2
ENSG00000057757,DE,Macula,DE.Macula,"",PITHD1,ENSG00000057757,ENS,57095,2
ENSG00000058262,DP,Macula,DP.Macula,"",SEC61A1,ENSG00000058262,ENS,29927,1
ENSG00000058404,DP,Macula,DP.Macula,"",CAMK2B,ENSG00000058404,ENS,816,1
ENSG00000058729,DE,Periphery,DE.Periphery,"",RIOK2,ENSG00000058729,ENS,55781,1
ENSG00000058866,DE,Periphery,DE.Periphery,"",DGKG,ENSG00000058866,ENS,1608,1
ENSG00000059377,DP,Macula,DP.Macula,"",TBXAS1,ENSG00000059377,ENS,6916,3
ENSG00000059377,DE,Macula,DE.Macula,"",TBXAS1,ENSG00000059377,ENS,6916,3
ENSG00000059377,DE,Periphery,DE.Periphery,"",TBXAS1,ENSG00000059377,ENS,6916,3
ENSG00000060749,DP,Macula,DP.Macula,"",QSER1,ENSG00000060749,ENS,79832,1
ENSG00000062194,DE,Periphery,DE.Periphery,"",GPBP1,ENSG00000062194,ENS,65056,1
ENSG00000062370,DP,Macula,DP.Macula,"",ZNF112,ENSG00000062370,ENS,7771,1
ENSG00000062485,DE,Macula,DE.Macula,"",CS,ENSG00000062485,ENS,1431,2
ENSG00000062485,DE,Periphery,DE.Periphery,"",CS,ENSG00000062485,ENS,1431,2
ENSG00000062822,DP,Macula,DP.Macula,"",POLD1,ENSG00000062822,ENS,5424,1
ENSG00000063046,DE,Periphery,DE.Periphery,"",EIF4B,ENSG00000063046,ENS,1975,1
ENSG00000063180,DE,Periphery,DE.Periphery,"",CA11,ENSG00000063180,ENS,770,1
ENSG00000063660,DP,Macula,DP.Macula,"",GPC1,ENSG00000063660,ENS,2817,1
ENSG00000064115,DP,Macula,DP.Macula,"",TM7SF3,ENSG00000064115,ENS,51768,1
ENSG00000064300,DE,Macula,DE.Macula,"",NGFR,ENSG00000064300,ENS,4804,1
ENSG00000064607,DP,Macula,DP.Macula,"",SUGP2,ENSG00000064607,ENS,10147,1
ENSG00000064763,DP,Macula,DP.Macula,"",FAR2,ENSG00000064763,ENS,55711,1
ENSG00000064933,DP,Macula,DP.Macula,"",PMS1,ENSG00000064933,ENS,5378,1
ENSG00000065154,DP,Macula,DP.Macula,"",OAT,ENSG00000065154,ENS,4942,3
ENSG00000065154,DE,Macula,DE.Macula,"",OAT,ENSG00000065154,ENS,4942,3
ENSG00000065154,DE,Periphery,DE.Periphery,"",OAT,ENSG00000065154,ENS,4942,3
ENSG00000065548,DE,Periphery,DE.Periphery,"",ZC3H15,ENSG00000065548,ENS,55854,1
ENSG00000065911,DE,Macula,DE.Macula,"",MTHFD2,ENSG00000065911,ENS,10797,1
ENSG00000065923,DP,Macula,DP.Macula,"",SLC9A7,ENSG00000065923,ENS,84679,1
ENSG00000065989,DE,Periphery,DE.Periphery,"",PDE4A,ENSG00000065989,ENS,5141,1
ENSG00000066084,DE,Periphery,DE.Periphery,"",DIP2B,ENSG00000066084,ENS,57609,1
ENSG00000066382,DP,Macula,DP.Macula,"",MPPED2,ENSG00000066382,ENS,744,2
ENSG00000066382,DE,Periphery,DE.Periphery,"",MPPED2,ENSG00000066382,ENS,744,2
ENSG00000066583,DP,Macula,DP.Macula,"",ISOC1,ENSG00000066583,ENS,51015,1
ENSG00000066697,DP,Macula,DP.Macula,"",MSANTD3,ENSG00000066697,ENS,91283,2
ENSG00000066697,DE,Macula,DE.Macula,"",MSANTD3,ENSG00000066697,ENS,91283,2
ENSG00000067191,DP,Macula,DP.Macula,"",CACNB1,ENSG00000067191,ENS,782,1
ENSG00000067560,DP,Macula,DP.Macula,"",RHOA,ENSG00000067560,ENS,387,1
ENSG00000067596,DP,Macula,DP.Macula,"",DHX8,ENSG00000067596,ENS,1659,1
ENSG00000067606,DP,Macula,DP.Macula,"",PRKCZ,ENSG00000067606,ENS,5590,1
ENSG00000067715,DE,Periphery,DE.Periphery,"",SYT1,ENSG00000067715,ENS,6857,1
ENSG00000067829,DE,Periphery,DE.Periphery,"",IDH3G,ENSG00000067829,ENS,3421,1
ENSG00000068354,DP,Macula,DP.Macula,"",TBC1D25,ENSG00000068354,ENS,4943,1
ENSG00000068366,DP,Macula,DP.Macula,"",ACSL4,ENSG00000068366,ENS,2182,4
ENSG00000068366,DP,Periphery,DP.Periphery,"",ACSL4,ENSG00000068366,ENS,2182,4
ENSG00000068366,DE,Macula,DE.Macula,"",ACSL4,ENSG00000068366,ENS,2182,4
ENSG00000068366,DE,Periphery,DE.Periphery,"",ACSL4,ENSG00000068366,ENS,2182,4
ENSG00000068383,DP,Macula,DP.Macula,"",INPP5A,ENSG00000068383,ENS,3632,3
ENSG00000068383,DE,Macula,DE.Macula,"",INPP5A,ENSG00000068383,ENS,3632,3
ENSG00000068383,DE,Periphery,DE.Periphery,"",INPP5A,ENSG00000068383,ENS,3632,3
ENSG00000068615,DP,Macula,DP.Macula,"",REEP1,ENSG00000068615,ENS,65055,2
ENSG00000068615,DE,Macula,DE.Macula,"",REEP1,ENSG00000068615,ENS,65055,2
ENSG00000068724,DE,Macula,DE.Macula,"",TTC7A,ENSG00000068724,ENS,57217,1
ENSG00000068976,DE,Macula,DE.Macula,"",PYGM,ENSG00000068976,ENS,5837,1
ENSG00000069329,DE,Periphery,DE.Periphery,"",VPS35,ENSG00000069329,ENS,55737,1
ENSG00000069345,DE,Periphery,DE.Periphery,"",DNAJA2,ENSG00000069345,ENS,10294,1
ENSG00000069535,DP,Macula,DP.Macula,"",MAOB,ENSG00000069535,ENS,4129,2
ENSG00000069535,DE,Macula,DE.Macula,"",MAOB,ENSG00000069535,ENS,4129,2
ENSG00000069667,DE,Periphery,DE.Periphery,"",RORA,ENSG00000069667,ENS,6095,1
ENSG00000069812,DP,Macula,DP.Macula,"",HES2,ENSG00000069812,ENS,54626,1
ENSG00000069849,DP,Macula,DP.Macula,"",ATP1B3,ENSG00000069849,ENS,483,2
ENSG00000069849,DP,Periphery,DP.Periphery,"",ATP1B3,ENSG00000069849,ENS,483,2
ENSG00000069956,DE,Macula,DE.Macula,"",MAPK6,ENSG00000069956,ENS,5597,2
ENSG00000069956,DE,Periphery,DE.Periphery,"",MAPK6,ENSG00000069956,ENS,5597,2
ENSG00000070018,DE,Periphery,DE.Periphery,"",LRP6,ENSG00000070018,ENS,4040,1
ENSG00000070087,DE,Periphery,DE.Periphery,"",PFN2,ENSG00000070087,ENS,5217,1
ENSG00000070444,DP,Macula,DP.Macula,"",MNT,ENSG00000070444,ENS,4335,1
ENSG00000070476,DE,Periphery,DE.Periphery,"",ZXDC,ENSG00000070476,ENS,79364,1
ENSG00000070501,DP,Periphery,DP.Periphery,"",POLB,ENSG00000070501,ENS,5423,1
ENSG00000070831,DE,Periphery,DE.Periphery,"",CDC42,ENSG00000070831,ENS,998,1
ENSG00000072041,DP,Macula,DP.Macula,"",SLC6A15,ENSG00000072041,ENS,55117,4
ENSG00000072041,DP,Periphery,DP.Periphery,"",SLC6A15,ENSG00000072041,ENS,55117,4
ENSG00000072041,DE,Macula,DE.Macula,"",SLC6A15,ENSG00000072041,ENS,55117,4
ENSG00000072041,DE,Periphery,DE.Periphery,"",SLC6A15,ENSG00000072041,ENS,55117,4
ENSG00000072071,DE,Periphery,DE.Periphery,"",ADGRL1,ENSG00000072071,ENS,22859,1
ENSG00000072134,DE,Macula,DE.Macula,"",EPN2,ENSG00000072134,ENS,22905,1
ENSG00000072135,DP,Macula,DP.Macula,"",PTPN18,ENSG00000072135,ENS,26469,4
ENSG00000072135,DP,Periphery,DP.Periphery,"",PTPN18,ENSG00000072135,ENS,26469,4
ENSG00000072135,DE,Macula,DE.Macula,"",PTPN18,ENSG00000072135,ENS,26469,4
ENSG00000072135,DE,Periphery,DE.Periphery,"",PTPN18,ENSG00000072135,ENS,26469,4
ENSG00000072210,DE,Periphery,DE.Periphery,"",ALDH3A2,ENSG00000072210,ENS,224,1
ENSG00000072657,DP,Macula,DP.Macula,"",TRHDE,ENSG00000072657,ENS,29953,1
ENSG00000072736,DP,Macula,DP.Macula,"",NFATC3,ENSG00000072736,ENS,4775,1
ENSG00000072803,DP,Periphery,DP.Periphery,"",FBXW11,ENSG00000072803,ENS,23291,2
ENSG00000072803,DE,Periphery,DE.Periphery,"",FBXW11,ENSG00000072803,ENS,23291,2
ENSG00000072840,DE,Periphery,DE.Periphery,"",EVC,ENSG00000072840,ENS,2121,1
ENSG00000072849,DP,Macula,DP.Macula,"",DERL2,ENSG00000072849,ENS,51009,1
ENSG00000072954,DE,Periphery,DE.Periphery,"",TMEM38A,ENSG00000072954,ENS,79041,1
ENSG00000073578,DE,Periphery,DE.Periphery,"",SDHA,ENSG00000073578,ENS,6389,1
ENSG00000073614,DP,Macula,DP.Macula,"",KDM5A,ENSG00000073614,ENS,5927,1
ENSG00000073792,DE,Periphery,DE.Periphery,"",IGF2BP2,ENSG00000073792,ENS,10644,1
ENSG00000073969,DP,Periphery,DP.Periphery,"",NSF,ENSG00000073969,ENS,4905,3
ENSG00000073969,DE,Macula,DE.Macula,"",NSF,ENSG00000073969,ENS,4905,3
ENSG00000073969,DE,Periphery,DE.Periphery,"",NSF,ENSG00000073969,ENS,4905,3
ENSG00000074181,DP,Macula,DP.Macula,"",NOTCH3,ENSG00000074181,ENS,4854,1
ENSG00000074201,DP,Macula,DP.Macula,"",CLNS1A,ENSG00000074201,ENS,1207,1
ENSG00000074317,DE,Periphery,DE.Periphery,"",SNCB,ENSG00000074317,ENS,6620,1
ENSG00000074657,DE,Macula,DE.Macula,"",ZNF532,ENSG00000074657,ENS,55205,1
ENSG00000074696,DP,Macula,DP.Macula,"",HACD3,ENSG00000074696,ENS,51495,2
ENSG00000074696,DP,Periphery,DP.Periphery,"",HACD3,ENSG00000074696,ENS,51495,2
ENSG00000074966,DE,Periphery,DE.Periphery,"",TXK,ENSG00000074966,ENS,7294,1
ENSG00000075089,DE,Periphery,DE.Periphery,"",ACTR6,ENSG00000075089,ENS,64431,1
ENSG00000075213,DP,Macula,DP.Macula,"",SEMA3A,ENSG00000075213,ENS,10371,1
ENSG00000075415,DP,Macula,DP.Macula,"",SLC25A3,ENSG00000075415,ENS,5250,3
ENSG00000075415,DE,Macula,DE.Macula,"",SLC25A3,ENSG00000075415,ENS,5250,3
ENSG00000075415,DE,Periphery,DE.Periphery,"",SLC25A3,ENSG00000075415,ENS,5250,3
ENSG00000075618,DP,Macula,DP.Macula,"",FSCN1,ENSG00000075618,ENS,6624,3
ENSG00000075618,DE,Macula,DE.Macula,"",FSCN1,ENSG00000075618,ENS,6624,3
ENSG00000075618,DE,Periphery,DE.Periphery,"",FSCN1,ENSG00000075618,ENS,6624,3
ENSG00000075790,DE,Macula,DE.Macula,"",BCAP29,ENSG00000075790,ENS,55973,1
ENSG00000075891,DE,Periphery,DE.Periphery,"",PAX2,ENSG00000075891,ENS,5076,1
ENSG00000075945,DP,Macula,DP.Macula,"",KIFAP3,ENSG00000075945,ENS,22920,2
ENSG00000075945,DE,Macula,DE.Macula,"",KIFAP3,ENSG00000075945,ENS,22920,2
ENSG00000077097,DE,Periphery,DE.Periphery,"",TOP2B,ENSG00000077097,ENS,7155,1
ENSG00000078053,DE,Periphery,DE.Periphery,"",AMPH,ENSG00000078053,ENS,273,1
ENSG00000078061,DP,Macula,DP.Macula,"",ARAF,ENSG00000078061,ENS,369,1
ENSG00000078140,DE,Periphery,DE.Periphery,"",UBE2K,ENSG00000078140,ENS,3093,1
ENSG00000078269,DP,Macula,DP.Macula,"",SYNJ2,ENSG00000078269,ENS,8871,2
ENSG00000078269,DE,Macula,DE.Macula,"",SYNJ2,ENSG00000078269,ENS,8871,2
ENSG00000078328,DP,Macula,DP.Macula,"",RBFOX1,ENSG00000078328,ENS,54715,1
ENSG00000078487,DP,Periphery,DP.Periphery,"",ZCWPW1,ENSG00000078487,ENS,55063,2
ENSG00000078487,DE,Periphery,DE.Periphery,"",ZCWPW1,ENSG00000078487,ENS,55063,2
ENSG00000078668,DE,Macula,DE.Macula,"",VDAC3,ENSG00000078668,ENS,7419,2
ENSG00000078668,DE,Periphery,DE.Periphery,"",VDAC3,ENSG00000078668,ENS,7419,2
ENSG00000078808,DP,Macula,DP.Macula,"",SDF4,ENSG00000078808,ENS,51150,2
ENSG00000078808,DE,Macula,DE.Macula,"",SDF4,ENSG00000078808,ENS,51150,2
ENSG00000079156,DP,Macula,DP.Macula,"",OSBPL6,ENSG00000079156,ENS,114880,1
ENSG00000079335,DP,Macula,DP.Macula,"",CDC14A,ENSG00000079335,ENS,8556,3
ENSG00000079335,DE,Macula,DE.Macula,"",CDC14A,ENSG00000079335,ENS,8556,3
ENSG00000079335,DE,Periphery,DE.Periphery,"",CDC14A,ENSG00000079335,ENS,8556,3
ENSG00000079337,DP,Macula,DP.Macula,"",RAPGEF3,ENSG00000079337,ENS,10411,1
ENSG00000079459,DP,Macula,DP.Macula,"",FDFT1,ENSG00000079459,ENS,2222,1
ENSG00000079462,DP,Macula,DP.Macula,"",PAFAH1B3,ENSG00000079462,ENS,5050,1
ENSG00000079931,DE,Macula,DE.Macula,"",MOXD1,ENSG00000079931,ENS,26002,1
ENSG00000079950,DP,Macula,DP.Macula,"",STX7,ENSG00000079950,ENS,8417,1
ENSG00000080189,DP,Macula,DP.Macula,"",SLC35C2,ENSG00000080189,ENS,51006,1
ENSG00000080608,DE,Periphery,DE.Periphery,"",PUM3,ENSG00000080608,ENS,9933,1
ENSG00000080644,DP,Macula,DP.Macula,"",CHRNA3,ENSG00000080644,ENS,1136,1
ENSG00000080709,DP,Macula,DP.Macula,"",KCNN2,ENSG00000080709,ENS,3781,1
ENSG00000080822,DP,Periphery,DP.Periphery,"",CLDND1,ENSG00000080822,ENS,56650,2
ENSG00000080822,DE,Periphery,DE.Periphery,"",CLDND1,ENSG00000080822,ENS,56650,2
ENSG00000081138,DP,Macula,DP.Macula,"",CDH7,ENSG00000081138,ENS,1005,2
ENSG00000081138,DE,Macula,DE.Macula,"",CDH7,ENSG00000081138,ENS,1005,2
ENSG00000081148,DP,Macula,DP.Macula,"",IMPG2,ENSG00000081148,ENS,50939,1
ENSG00000081154,DE,Periphery,DE.Periphery,"",PCNP,ENSG00000081154,ENS,57092,1
ENSG00000081692,DP,Macula,DP.Macula,"",JMJD4,ENSG00000081692,ENS,65094,1
ENSG00000081913,DP,Macula,DP.Macula,"",PHLPP1,ENSG00000081913,ENS,23239,2
ENSG00000081913,DE,Macula,DE.Macula,"",PHLPP1,ENSG00000081913,ENS,23239,2
ENSG00000082497,DP,Macula,DP.Macula,"",SERTAD4,ENSG00000082497,ENS,56256,3
ENSG00000082497,DE,Macula,DE.Macula,"",SERTAD4,ENSG00000082497,ENS,56256,3
ENSG00000082497,DE,Periphery,DE.Periphery,"",SERTAD4,ENSG00000082497,ENS,56256,3
ENSG00000082512,DP,Macula,DP.Macula,"",TRAF5,ENSG00000082512,ENS,7188,3
ENSG00000082512,DP,Periphery,DP.Periphery,"",TRAF5,ENSG00000082512,ENS,7188,3
ENSG00000082512,DE,Macula,DE.Macula,"",TRAF5,ENSG00000082512,ENS,7188,3
ENSG00000082641,DP,Macula,DP.Macula,"",NFE2L1,ENSG00000082641,ENS,4779,2
ENSG00000082641,DE,Macula,DE.Macula,"",NFE2L1,ENSG00000082641,ENS,4779,2
ENSG00000082701,DP,Macula,DP.Macula,"",GSK3B,ENSG00000082701,ENS,2932,2
ENSG00000082701,DE,Macula,DE.Macula,"",GSK3B,ENSG00000082701,ENS,2932,2
ENSG00000083067,DE,Periphery,DE.Periphery,"",TRPM3,ENSG00000083067,ENS,80036,1
ENSG00000083812,DP,Macula,DP.Macula,"",ZNF324,ENSG00000083812,ENS,25799,1
ENSG00000084070,DE,Periphery,DE.Periphery,"",SMAP2,ENSG00000084070,ENS,64744,1
ENSG00000084628,DP,Macula,DP.Macula,"",NKAIN1,ENSG00000084628,ENS,79570,2
ENSG00000084628,DE,Macula,DE.Macula,"",NKAIN1,ENSG00000084628,ENS,79570,2
ENSG00000084693,DP,Macula,DP.Macula,"",AGBL5,ENSG00000084693,ENS,60509,1
ENSG00000084764,DE,Periphery,DE.Periphery,"",MAPRE3,ENSG00000084764,ENS,22924,1
ENSG00000084774,DE,Periphery,DE.Periphery,"",CAD,ENSG00000084774,ENS,790,1
ENSG00000085276,DP,Macula,DP.Macula,"",MECOM,ENSG00000085276,ENS,2122,2
ENSG00000085276,DP,Periphery,DP.Periphery,"",MECOM,ENSG00000085276,ENS,2122,2
ENSG00000085365,DE,Periphery,DE.Periphery,"",SCAMP1,ENSG00000085365,ENS,9522,1
ENSG00000085415,DP,Macula,DP.Macula,"",SEH1L,ENSG00000085415,ENS,81929,1
ENSG00000085644,DP,Periphery,DP.Periphery,"",ZNF213,ENSG00000085644,ENS,7760,1
ENSG00000085832,DP,Macula,DP.Macula,"",EPS15,ENSG00000085832,ENS,2060,2
ENSG00000085832,DE,Macula,DE.Macula,"",EPS15,ENSG00000085832,ENS,2060,2
