cellType,p_val,avg_logFC,pct.1,pct.2,p_val_adj,ensemblID,cellTypeShort,geneID,n,Unique
RGC,2.8233295812344e-15,0.597705292340392,0.163,0.057,6.10121522504754e-11,ENSG00000119242,RGC,CCDC92,1,TRUE
RGC,3.04145944456365e-15,0.38703291445786,0.184,0.068,6.57259385970204e-11,ENSG00000121653,RGC,MAPK8IP1,1,TRUE
RGC,3.48403402701001e-15,0.462887594518065,0.209,0.082,7.52899753236864e-11,ENSG00000068971,RGC,PPP2R5B,2,FALSE
RGC,3.56269711118684e-15,0.656062963666677,0.491,0.333,7.69898845727476e-11,ENSG00000117984,RGC,CTSD,4,FALSE
RGC,3.64396160472504e-15,0.422336477362164,0.184,0.068,7.87460102781081e-11,ENSG00000103253,RGC,HAGHL,3,FALSE
RGC,3.91708364521425e-15,0.54079036868947,0.206,0.081,8.46481775730798e-11,ENSG00000075945,RGC,KIFAP3,1,TRUE
RGC,4.57015160586938e-15,0.476723153603091,0.156,0.053,9.87609762028374e-11,ENSG00000092621,RGC,PHGDH,2,FALSE
RGC,5.09928547360395e-15,0.572794865097085,0.334,0.171,1.10195559084581e-10,ENSG00000107281,RGC,NPDC1,4,FALSE
RGC,5.91470473102584e-15,0.488636881406401,0.653,0.503,1.27816769237468e-10,ENSG00000102144,RGC,PGK1,2,FALSE
RGC,7.7186220513322e-15,0.314851043184449,0.104,0.028,1.66799422529289e-10,ENSG00000138835,RGC,RGS3,2,FALSE
RGC,7.83100539743604e-15,0.527966030887982,0.163,0.057,1.69228026638593e-10,ENSG00000154945,RGC,ANKRD40,1,TRUE
RGC,8.24475213098781e-15,0.528359744166609,0.334,0.174,1.78169093550647e-10,ENSG00000007168,RGC,PAFAH1B1,4,FALSE
RGC,8.72292099614735e-15,0.560440861986818,0.491,0.309,1.88502322726744e-10,ENSG00000175416,RGC,CLTB,3,FALSE
RGC,8.97214712774167e-15,0.481686441440847,0.227,0.094,1.93888099430497e-10,ENSG00000108309,RGC,RUNDC3A,5,FALSE
RGC,9.39827555211433e-15,0.577418352176695,0.196,0.078,2.03096734681191e-10,ENSG00000176871,RGC,WSB2,2,FALSE
RGC,1.04761335418853e-14,0.497900008440971,0.153,0.052,2.2638924584014e-10,ENSG00000152402,RGC,GUCY1A2,3,FALSE
RGC,1.07232862771508e-14,0.682733193648696,0.273,0.131,2.31730216449228e-10,ENSG00000103145,RGC,HCFC1R1,1,TRUE
RGC,1.16620409515587e-14,0.556720667859559,0.331,0.171,2.52016704963183e-10,ENSG00000173511,RGC,VEGFB,3,FALSE
RGC,1.26604563673374e-14,0.426553238222987,0.132,0.041,2.73592462098162e-10,ENSG00000122359,RGC,ANXA11,4,FALSE
RGC,1.72510274288198e-14,0.543429292582739,0.178,0.067,3.72794702736796e-10,ENSG00000129158,RGC,SERGEF,1,TRUE
RGC,2.12708967528936e-14,0.411681409239254,0.156,0.054,4.59664078830031e-10,ENSG00000160007,RGC,ARHGAP35,2,FALSE
RGC,2.18512483871595e-14,0.576761888525368,0.242,0.108,4.72205477646518e-10,ENSG00000090861,RGC,AARS,2,FALSE
RGC,2.39918330504272e-14,0.407637040846756,0.166,0.059,5.18463512219732e-10,ENSG00000136531,RGC,SCN2A,4,FALSE
RGC,2.58020063584722e-14,0.548403451448014,0.227,0.098,5.57581357406585e-10,ENSG00000175040,RGC,CHST2,1,TRUE
RGC,2.71325854518036e-14,0.669128837230093,0.331,0.178,5.86335171613477e-10,ENSG00000071553,RGC,ATP6AP1,1,TRUE
RGC,2.91419105087588e-14,0.559201073639812,0.196,0.078,6.29756686094278e-10,ENSG00000104427,RGC,ZC2HC1A,2,FALSE
RGC,3.72472707855313e-14,0.436890569067431,0.132,0.042,8.04913521675331e-10,ENSG00000147324,RGC,MFHAS1,1,TRUE
RGC,3.83916347499462e-14,0.391053025199182,0.313,0.153,8.29643226946338e-10,ENSG00000106976,RGC,DNM1,4,FALSE
RGC,4.09161952160026e-14,0.457240971548943,0.506,0.316,8.84198978617816e-10,ENSG00000145362,RGC,ANK2,4,FALSE
RGC,4.38546476210189e-14,0.557441017845719,0.595,0.449,9.47698935090218e-10,ENSG00000197746,RGC,PSAP,3,FALSE
RGC,4.38624271864682e-14,0.404161480033247,0.178,0.067,9.47867051499578e-10,ENSG00000167100,RGC,SAMD14,2,FALSE
RGC,6.09357771341801e-14,0.446676109796773,0.12,0.036,1.31682214386963e-09,ENSG00000113594,RGC,LIFR,1,TRUE
RGC,8.10390787624077e-14,0.485145457065898,0.206,0.085,1.75125449205563e-09,ENSG00000204217,RGC,BMPR2,2,FALSE
RGC,8.80366994782985e-14,0.602426682031108,0.129,0.042,1.90247307572603e-09,ENSG00000126950,RGC,TMEM35A,1,TRUE
RGC,8.99179483724747e-14,0.575304721524719,0.334,0.178,1.94312686432918e-09,ENSG00000156515,RGC,HK1,3,FALSE
RGC,9.84403193543655e-14,0.41593614091061,0.11,0.033,2.12729530124784e-09,ENSG00000188677,RGC,PARVB,3,FALSE
RGC,1.00505026428371e-13,0.681815873939956,0.27,0.133,2.17191362111711e-09,ENSG00000182636,RGC,NDN,2,FALSE
RGC,1.39474473450089e-13,0.52792071648885,0.494,0.314,3.01404337125641e-09,ENSG00000047849,RGC,MAP4,3,FALSE
RGC,1.43712911399503e-13,0.443128417415093,0.307,0.157,3.10563601534327e-09,ENSG00000069329,RGC,VPS35,3,FALSE
RGC,1.61483917289851e-13,0.472305349325,0.405,0.231,3.48966745263368e-09,ENSG00000105220,RGC,GPI,4,FALSE
RGC,1.76875051440922e-13,0.486956178631201,0.11,0.033,3.82226986163834e-09,ENSG00000239911,RGC,PRKAG2-AS1,1,TRUE
RGC,1.78354759014936e-13,0.423285826918412,0.153,0.055,3.85424634231276e-09,ENSG00000198825,RGC,INPP5F,2,FALSE
RGC,1.7970312219636e-13,0.314202957923564,0.267,0.119,3.88338447066334e-09,ENSG00000164742,RGC,ADCY1,4,FALSE
RGC,1.83771679842958e-13,0.314006422251564,0.147,0.051,3.97130600140631e-09,ENSG00000160445,RGC,ZER1,2,FALSE
RGC,1.88011504622796e-13,0.556407689785624,0.16,0.06,4.06292861489863e-09,ENSG00000174456,RGC,C12orf76,1,TRUE
RGC,1.91669340895023e-13,0.261752110364228,0.129,0.041,4.14197445674146e-09,ENSG00000176454,RGC,LPCAT4,3,FALSE
RGC,2.07143803786742e-13,0.327945475970166,0.178,0.067,4.47637759983148e-09,ENSG00000063660,RGC,GPC1,3,FALSE
RGC,2.30214820494007e-13,0.517112584612435,0.147,0.052,4.97494227087548e-09,ENSG00000100605,RGC,ITPK1,1,TRUE
RGC,2.49948671635465e-13,0.411417147623831,0.129,0.042,5.40139079404241e-09,ENSG00000114948,RGC,ADAM23,1,TRUE
RGC,2.53321748876264e-13,0.455323599109148,0.245,0.112,5.47428299321606e-09,ENSG00000159069,RGC,FBXW5,3,FALSE
RGC,2.53386717350311e-13,0.376866760130082,0.184,0.072,5.47568696194023e-09,ENSG00000196961,RGC,AP2A1,2,FALSE
RGC,2.97623510625953e-13,0.604427005690497,0.144,0.051,6.43164406462685e-09,ENSG00000196104,RGC,SPOCK3,3,FALSE
RGC,3.77680134190703e-13,0.446062539508348,0.129,0.042,8.16166769986109e-09,ENSG00000153250,RGC,RBMS1,4,FALSE
RGC,4.06733490960872e-13,0.493569224189494,0.166,0.063,8.78951073966444e-09,ENSG00000186462,RGC,NAP1L2,2,FALSE
RGC,4.5947283060327e-13,0.518283703535334,0.31,0.162,9.92920786933666e-09,ENSG00000053254,RGC,FOXN3,2,FALSE
RGC,5.06794661926544e-13,0.60154144872384,0.356,0.202,1.09518326442326e-08,ENSG00000078668,RGC,VDAC3,3,FALSE
RGC,5.26215136597337e-13,0.616714091493883,0.258,0.128,1.13715091018684e-08,ENSG00000170043,RGC,TRAPPC1,3,FALSE
RGC,6.08246694665763e-13,0.552440291219668,0.196,0.082,1.31442110717271e-08,ENSG00000073464,RGC,CLCN4,2,FALSE
RGC,7.42136853086014e-13,0.310167722425636,0.138,0.048,1.60375773951888e-08,ENSG00000108091,RGC,CCDC6,1,TRUE
RGC,7.52623420205538e-13,0.436975225263652,0.101,0.03,1.62641921106417e-08,ENSG00000260257,RGC,AL035071.1,1,TRUE
RGC,8.84110265086963e-13,0.660719370924663,0.301,0.163,1.91056228285293e-08,ENSG00000042753,RGC,AP2S1,3,FALSE
RGC,1.0023269121752e-12,0.404640409018162,0.178,0.071,2.16602845721062e-08,ENSG00000102225,RGC,CDK16,2,FALSE
RGC,1.08350786326876e-12,0.370254235772906,0.117,0.037,2.34146049252379e-08,ENSG00000132359,RGC,RAP1GAP2,2,FALSE
RGC,1.22450216529471e-12,0.478230551314589,0.135,0.047,2.64614917920186e-08,ENSG00000166783,RGC,MARF1,1,TRUE
RGC,1.34923898397645e-12,0.394910353698338,0.101,0.03,2.91570544437312e-08,ENSG00000218336,RGC,TENM3,1,TRUE
RGC,1.35286454981464e-12,0.389453035101114,0.123,0.04,2.92354029214944e-08,ENSG00000176697,RGC,BDNF,2,FALSE
RGC,1.35777239688893e-12,0.54387210245855,0.193,0.081,2.93414614967699e-08,ENSG00000169641,RGC,LUZP1,3,FALSE
RGC,1.7094368612848e-12,0.607887025957627,0.181,0.075,3.69409305723646e-08,ENSG00000050426,RGC,LETMD1,1,TRUE
RGC,1.73046945615629e-12,0.257910367100307,0.212,0.09,3.73954449475375e-08,ENSG00000172932,RGC,ANKRD13D,3,FALSE
RGC,1.82072976548756e-12,0.36426255123015,0.215,0.093,3.93459702321862e-08,ENSG00000023171,RGC,GRAMD1B,3,FALSE
RGC,1.99670782464004e-12,0.312375080931864,0.209,0.089,4.31488560904712e-08,ENSG00000070669,RGC,ASNS,3,FALSE
RGC,2.40256536717855e-12,0.662519380182951,0.23,0.109,5.19194375847284e-08,ENSG00000107758,RGC,PPP3CB,1,TRUE
RGC,2.87936203254019e-12,0.490800786914933,0.488,0.326,6.22230135231935e-08,ENSG00000137409,RGC,MTCH1,1,TRUE
RGC,3.22145590708427e-12,0.489357551724877,0.623,0.477,6.9615662152091e-08,ENSG00000131143,RGC,COX4I1,4,FALSE
RGC,3.27040678815285e-12,0.593263190559549,0.172,0.07,7.0673490691983e-08,ENSG00000124588,RGC,NQO2,2,FALSE
RGC,3.80146102936097e-12,0.479356854979069,0.156,0.06,8.21495728444906e-08,ENSG00000119383,RGC,PTPA,2,FALSE
RGC,3.99666734033641e-12,0.512065504360966,0.181,0.076,8.63679812246699e-08,ENSG00000134108,RGC,ARL8B,2,FALSE
RGC,4.15770611582972e-12,0.636628721614641,0.414,0.268,8.98480291630802e-08,ENSG00000178741,RGC,COX5A,1,TRUE
RGC,4.55500866639935e-12,0.378418762799785,0.104,0.032,9.84337372808899e-08,ENSG00000068383,RGC,INPP5A,1,TRUE
RGC,4.80948716537348e-12,0.47740008422672,0.574,0.423,1.03933017643721e-07,ENSG00000075415,RGC,SLC25A3,3,FALSE
RGC,4.8306790043435e-12,0.401806907335063,0.684,0.561,1.04390973283863e-07,ENSG00000156976,RGC,EIF4A2,1,TRUE
RGC,5.38940623335057e-12,0.700973713927793,0.264,0.137,1.16465068702706e-07,ENSG00000174917,RGC,C19orf70,2,FALSE
RGC,5.87822007332765e-12,0.404735420162687,0.12,0.04,1.27028335784611e-07,ENSG00000100403,RGC,ZC3H7B,1,TRUE
RGC,6.11112286480261e-12,0.429616615018509,0.129,0.045,1.32061365108384e-07,ENSG00000106617,RGC,PRKAG2,3,FALSE
RGC,6.15447233763244e-12,0.466034310280675,0.12,0.04,1.32998147216237e-07,ENSG00000142686,RGC,C1orf216,2,FALSE
RGC,6.77954640123365e-12,0.425495079908846,0.196,0.084,1.46505997730659e-07,ENSG00000154153,RGC,RETREG1,3,FALSE
RGC,7.25170115024001e-12,0.378956569821375,0.138,0.05,1.56709261856687e-07,ENSG00000180901,RGC,KCTD2,1,TRUE
RGC,7.4521218498033e-12,0.504159720703193,0.485,0.329,1.61040353174249e-07,ENSG00000139112,RGC,GABARAPL1,2,FALSE
RGC,7.96108862596871e-12,0.288872830914206,0.138,0.05,1.72039125207184e-07,ENSG00000082014,RGC,SMARCD3,2,FALSE
RGC,8.36380201126469e-12,0.362948885080275,0.181,0.076,1.8074176146343e-07,ENSG00000063245,RGC,EPN1,1,TRUE
RGC,1.03798831724983e-11,0.386593475660548,0.322,0.174,2.24309275357689e-07,ENSG00000198695,RGC,MT-ND6,4,FALSE
RGC,1.05456863463536e-11,0.491383951607248,0.117,0.039,2.27892281944702e-07,ENSG00000103512,RGC,NOMO1,1,TRUE
RGC,1.06961734798771e-11,0.280343367101273,0.129,0.045,2.31144308900145e-07,ENSG00000114999,RGC,TTL,2,FALSE
RGC,1.14161835303687e-11,0.555644404554344,0.261,0.134,2.46703726091268e-07,ENSG00000152556,RGC,PFKM,3,FALSE
RGC,1.33698872432119e-11,0.451729203812887,0.445,0.291,2.88923263325809e-07,ENSG00000130294,RGC,KIF1A,4,FALSE
RGC,1.43432779346489e-11,0.427662873767106,0.169,0.069,3.09958236167763e-07,ENSG00000170004,RGC,CHD3,3,FALSE
RGC,1.57746755370812e-11,0.326712399204046,0.156,0.062,3.40890738356324e-07,ENSG00000114544,RGC,SLC41A3,1,TRUE
RGC,1.73490046179852e-11,0.560039809530271,0.319,0.178,3.7491198979466e-07,ENSG00000264364,RGC,DYNLL2,3,FALSE
RGC,1.74759862962251e-11,0.524873483119182,0.248,0.126,3.77656063861425e-07,ENSG00000241685,RGC,ARPC1A,2,FALSE
RGC,1.85612514314109e-11,0.421656370460123,0.12,0.041,4.01108643432789e-07,ENSG00000115652,RGC,UXS1,1,TRUE
RGC,2.05292187065428e-11,0.531129114786981,0.233,0.112,4.43636416248389e-07,ENSG00000006125,RGC,AP2B1,1,TRUE
RGC,2.12651196086229e-11,0.443260297937942,0.245,0.119,4.59539234742341e-07,ENSG00000115677,RGC,HDLBP,3,FALSE
RGC,2.21290292838208e-11,0.617221000151579,0.11,0.037,4.78208322823368e-07,ENSG00000152932,RGC,RAB3C,1,TRUE
RGC,2.30092943519446e-11,0.511585019286193,0.34,0.198,4.97230850945523e-07,ENSG00000126934,RGC,MAP2K2,2,FALSE
RGC,2.60692861274442e-11,0.507225406664422,0.479,0.334,5.63357273214069e-07,ENSG00000185787,RGC,MORF4L1,6,FALSE
RGC,2.78162254266447e-11,0.433899891020094,0.132,0.048,6.01108631469793e-07,ENSG00000160932,RGC,LY6E,3,FALSE
RGC,3.01342702531589e-11,0.48885102961585,0.319,0.179,6.51201580170764e-07,ENSG00000136003,RGC,ISCU,3,FALSE
RGC,3.30393132282506e-11,0.302205471582128,0.166,0.067,7.13979558862496e-07,ENSG00000173153,RGC,ESRRA,3,FALSE
RGC,3.35201137710117e-11,0.30919748559295,0.113,0.038,7.24369658591563e-07,ENSG00000151779,RGC,NBAS,1,TRUE
RGC,3.42888257836554e-11,0.521057098554151,0.218,0.103,7.40981525184793e-07,ENSG00000138698,RGC,RAP1GDS1,3,FALSE
RGC,3.89302598847695e-11,0.318890151518136,0.27,0.136,8.41282916109868e-07,ENSG00000143776,RGC,CDC42BPA,4,FALSE
RGC,3.91420434884986e-11,0.602225765813962,0.245,0.123,8.45859559786454e-07,ENSG00000116005,RGC,PCYOX1,1,TRUE
RGC,5.12430584678883e-11,0.426655858307235,0.23,0.11,1.10736249349107e-06,ENSG00000167654,RGC,ATCAY,4,FALSE
RGC,5.216499138127e-11,0.528659208722512,0.126,0.046,1.12728546374925e-06,ENSG00000211584,RGC,SLC48A1,1,TRUE
RGC,5.80137454084717e-11,0.513937664357632,0.196,0.09,1.25367703827707e-06,ENSG00000134287,RGC,ARF3,2,FALSE
RGC,6.31164660804269e-11,0.310894894871493,0.101,0.032,1.36394683199802e-06,ENSG00000196562,RGC,SULF2,3,FALSE
RGC,6.38759069043555e-11,0.464492006036521,0.27,0.142,1.38035834820312e-06,ENSG00000114573,RGC,ATP6V1A,3,FALSE
RGC,6.90750910788935e-11,0.292730031230706,0.138,0.052,1.49271271821489e-06,ENSG00000165915,RGC,SLC39A13,1,TRUE
RGC,7.24020266689661e-11,0.352732737474959,0.175,0.074,1.56460779631636e-06,ENSG00000196305,RGC,IARS,2,FALSE
RGC,7.9874674466159e-11,0.652475495043579,0.405,0.268,1.7260917152137e-06,ENSG00000153130,RGC,SCOC,3,FALSE
RGC,8.18042620072919e-11,0.525659186147301,0.298,0.163,1.76779010197758e-06,ENSG00000131437,RGC,KIF3A,5,FALSE
RGC,9.11000159335367e-11,0.467068735276878,0.248,0.124,1.96867134432373e-06,ENSG00000157782,RGC,CABP1,5,FALSE
RGC,1.00576642249438e-10,0.492607057177618,0.267,0.14,2.17346123901035e-06,ENSG00000205531,RGC,NAP1L4,1,TRUE
RGC,1.06497875816265e-10,0.558629835491901,0.282,0.155,2.30141909638949e-06,ENSG00000073969,RGC,NSF,3,FALSE
RGC,1.08900606451599e-10,0.464262608396546,0.113,0.04,2.35334210541906e-06,ENSG00000109339,RGC,MAPK10,2,FALSE
RGC,1.29579799287841e-10,0.49196636127574,0.218,0.105,2.80021946261024e-06,ENSG00000124507,RGC,PACSIN1,4,FALSE
RGC,1.39332352197377e-10,0.375560399106981,0.196,0.089,3.01097213098531e-06,ENSG00000111912,RGC,NCOA7,1,TRUE
RGC,1.44307727609524e-10,0.407023601087552,0.144,0.057,3.11848999364182e-06,ENSG00000122642,RGC,FKBP9,2,FALSE
RGC,1.50096139673474e-10,0.310939353077427,0.794,0.726,3.24357757834377e-06,ENSG00000115310,RGC,RTN4,2,FALSE
RGC,1.59658148254353e-10,0.558386775012794,0.212,0.102,3.45021258377657e-06,ENSG00000168092,RGC,PAFAH1B2,3,FALSE
RGC,1.73274050075701e-10,0.519885623043312,0.457,0.32,3.74445222213589e-06,ENSG00000127022,RGC,CANX,1,TRUE
RGC,1.76190267466399e-10,0.337223294070403,0.107,0.037,3.80747167994888e-06,ENSG00000130340,RGC,SNX9,1,TRUE
RGC,1.88330797102123e-10,0.352064934806479,0.107,0.037,4.06982852537689e-06,ENSG00000001460,RGC,STPG1,1,TRUE
RGC,1.92628313051408e-10,0.373847133420958,0.212,0.099,4.16269784504093e-06,ENSG00000257923,RGC,CUX1,2,FALSE
RGC,2.03681971303228e-10,0.616483442824554,0.301,0.172,4.40156739986276e-06,ENSG00000185825,RGC,BCAP31,2,FALSE
RGC,2.10174298280634e-10,0.500076570175902,0.199,0.093,4.54186658584451e-06,ENSG00000106105,RGC,GARS,2,FALSE
RGC,2.76739410353639e-10,0.466014404034727,0.276,0.146,5.98033865774213e-06,ENSG00000107295,RGC,SH3GL2,2,FALSE
RGC,2.7741322658152e-10,0.283717446139364,0.126,0.047,5.99489982642664e-06,ENSG00000116198,RGC,CEP104,3,FALSE
RGC,2.88275990246999e-10,0.539251779911108,0.255,0.134,6.22964414923765e-06,ENSG00000149541,RGC,B3GAT3,2,FALSE
RGC,2.88727323728564e-10,0.399094332056114,0.144,0.058,6.23939746577426e-06,ENSG00000182108,RGC,DEXI,1,TRUE
RGC,3.04509839212046e-10,0.592612614001154,0.377,0.241,6.58045762537232e-06,ENSG00000111897,RGC,SERINC1,2,FALSE
RGC,3.16792355409379e-10,0.542079361520997,0.288,0.161,6.84588280039669e-06,ENSG00000159720,RGC,ATP6V0D1,2,FALSE
RGC,3.34843607910496e-10,0.447191004825669,0.193,0.089,7.23597036694581e-06,ENSG00000133612,RGC,AGAP3,5,FALSE
RGC,3.44539833379121e-10,0.543517249775189,0.16,0.069,7.44550579932279e-06,ENSG00000156052,RGC,GNAQ,4,FALSE
RGC,3.66482906700082e-10,0.31488109094798,0.129,0.049,7.91969561378878e-06,ENSG00000168924,RGC,LETM1,2,FALSE
RGC,3.70235488506838e-10,0.298020617872719,0.12,0.044,8.00078890663277e-06,ENSG00000172534,RGC,HCFC1,2,FALSE
RGC,3.91029846723548e-10,0.39885828750783,0.328,0.186,8.45015498769587e-06,ENSG00000134982,RGC,APC,4,FALSE
RGC,3.94998670351938e-10,0.450537775648687,0.144,0.058,8.53592126630539e-06,ENSG00000115840,RGC,SLC25A12,2,FALSE
RGC,4.04651987325505e-10,0.596895727215197,0.304,0.179,8.74452944610417e-06,ENSG00000144567,RGC,RETREG2,1,TRUE
RGC,4.22199426091315e-10,0.422312718573818,0.104,0.036,9.12372959783332e-06,ENSG00000130830,RGC,MPP1,2,FALSE
RGC,4.28907262534673e-10,0.285200815903829,0.138,0.055,9.26868594337428e-06,ENSG00000214717,RGC,ZBED1,1,TRUE
RGC,4.43175081078621e-10,0.25051760141892,0.16,0.066,9.57701350210899e-06,ENSG00000133026,RGC,MYH10,3,FALSE
RGC,4.45678415324673e-10,0.468882464894308,0.221,0.112,9.63111055516619e-06,ENSG00000114405,RGC,C3orf14,1,TRUE
RGC,5.79403980555006e-10,0.320651949488916,0.126,0.048,1.25209200197937e-05,ENSG00000198836,RGC,OPA1,1,TRUE
RGC,5.82516715153785e-10,0.398625808640362,0.181,0.082,1.25881862144733e-05,ENSG00000143702,RGC,CEP170,3,FALSE
RGC,5.86369423717043e-10,0.29740654359839,0.132,0.051,1.26714432465253e-05,ENSG00000040608,RGC,RTN4R,1,TRUE
RGC,6.23163393838555e-10,0.250648547118513,0.11,0.04,1.34665609408512e-05,ENSG00000100413,RGC,POLR3H,1,TRUE
RGC,6.77725599549552e-10,0.358850620629659,0.175,0.077,1.46456502062658e-05,ENSG00000085832,RGC,EPS15,3,FALSE
RGC,6.89900054101988e-10,0.600939630830699,0.344,0.214,1.4908740169144e-05,ENSG00000171130,RGC,ATP6V0E2,2,FALSE
RGC,7.0164496826738e-10,0.522477348443508,0.242,0.129,1.51625477642581e-05,ENSG00000142669,RGC,SH3BGRL3,4,FALSE
RGC,7.55428911562371e-10,0.425114248035946,0.23,0.116,1.63248187788628e-05,ENSG00000154122,RGC,ANKH,2,FALSE
RGC,8.71512734829769e-10,0.437499879714032,0.294,0.167,1.88333901996713e-05,ENSG00000176903,RGC,PNMA1,2,FALSE
RGC,9.22396518068425e-10,0.402102916085009,0.193,0.091,1.99329887554587e-05,ENSG00000164402,RGC,SEPT8,4,FALSE
RGC,1.12228036255163e-09,0.393602210272052,0.12,0.045,2.42524786347407e-05,ENSG00000067840,RGC,PDZD4,2,FALSE
RGC,1.17019468756732e-09,0.444343024600101,0.156,0.069,2.52879071983298e-05,ENSG00000115073,RGC,ACTR1B,1,TRUE
RGC,1.17127557932806e-09,0.299492391601002,0.156,0.067,2.53112652692794e-05,ENSG00000073910,RGC,FRY,3,FALSE
RGC,1.33764313022818e-09,0.494303728016227,0.23,0.117,2.8906468044231e-05,ENSG00000132824,RGC,SERINC3,2,FALSE
RGC,1.34730369500546e-09,0.348406816957683,0.212,0.104,2.9115232849068e-05,ENSG00000173692,RGC,PSMD1,2,FALSE
RGC,1.55928919454444e-09,0.30328533584961,0.126,0.049,3.36962394941054e-05,ENSG00000198380,RGC,GFPT1,2,FALSE
RGC,1.64099129239134e-09,0.521811871832095,0.19,0.09,3.54618218285768e-05,ENSG00000091129,RGC,NRCAM,3,FALSE
RGC,1.69805461677286e-09,0.288532340865153,0.107,0.039,3.66949602684615e-05,ENSG00000100241,RGC,SBF1,1,TRUE
RGC,1.73077688393098e-09,0.363300383838752,0.113,0.043,3.74020884617486e-05,ENSG00000153317,RGC,ASAP1,5,FALSE
RGC,1.73935108972417e-09,0.629285720533244,0.301,0.179,3.75873770489394e-05,ENSG00000132718,RGC,SYT11,3,FALSE
RGC,1.87149329775049e-09,0.373822864600768,0.141,0.058,4.04429701643882e-05,ENSG00000074590,RGC,NUAK1,4,FALSE
RGC,1.9108832929192e-09,0.330890495503056,0.117,0.044,4.12941879599839e-05,ENSG00000161091,RGC,MFSD12,2,FALSE
RGC,1.96639946482159e-09,0.352016577681811,0.123,0.048,4.24938924347945e-05,ENSG00000116991,RGC,SIPA1L2,1,TRUE
RGC,2.03282754437018e-09,0.448523276072704,0.187,0.089,4.39294032338395e-05,ENSG00000171450,RGC,CDK5R2,2,FALSE
RGC,2.03471276593723e-09,0.410918838614214,0.132,0.053,4.39701428719035e-05,ENSG00000142949,RGC,PTPRF,3,FALSE
RGC,2.07880185934151e-09,0.366338366401524,0.178,0.082,4.49229081803701e-05,ENSG00000138107,RGC,ACTR1A,2,FALSE
RGC,2.11662794932004e-09,0.359210132849859,0.113,0.043,4.57403299848061e-05,ENSG00000258986,RGC,TMEM179,3,FALSE
RGC,2.12192042155357e-09,0.448050717967336,0.101,0.036,4.58547003097727e-05,ENSG00000183715,RGC,OPCML,1,TRUE
RGC,2.15063789547897e-09,0.335251449070435,0.294,0.164,4.64752849213006e-05,ENSG00000135720,RGC,DYNC1LI2,4,FALSE
RGC,2.16294128765079e-09,0.550866914603511,0.227,0.117,4.67411612261336e-05,ENSG00000162729,RGC,IGSF8,3,FALSE
RGC,2.23085163387139e-09,0.375908600589193,0.19,0.092,4.82087038079608e-05,ENSG00000055332,RGC,EIF2AK2,1,TRUE
RGC,2.23341875475505e-09,0.296645240416648,0.169,0.075,4.82641792902566e-05,ENSG00000179364,RGC,PACS2,4,FALSE
RGC,2.25984916699452e-09,0.39182756608797,0.224,0.114,4.88353404987515e-05,ENSG00000101557,RGC,USP14,4,FALSE
RGC,2.4140002873481e-09,0.483052710577795,0.239,0.128,5.21665462095925e-05,ENSG00000158109,RGC,TPRG1L,2,FALSE
RGC,2.5170557940298e-09,0.374984979334258,0.212,0.105,5.43935757089839e-05,ENSG00000147027,RGC,TMEM47,3,FALSE
RGC,2.56002539818023e-09,0.351288686107729,0.233,0.12,5.53221488546748e-05,ENSG00000133030,RGC,MPRIP,4,FALSE
RGC,2.56711600566595e-09,0.420937859600746,0.101,0.036,5.54753768824412e-05,ENSG00000013293,RGC,SLC7A14,3,FALSE
RGC,2.62402071403732e-09,0.368119026368843,0.11,0.042,5.67050876303466e-05,ENSG00000254901,RGC,BORCS8,1,TRUE
RGC,2.62824674760838e-09,0.515302033266002,0.383,0.251,5.67964122158171e-05,ENSG00000123983,RGC,ACSL3,3,FALSE
RGC,2.91708608524803e-09,0.451636491803148,0.239,0.129,6.30382303022098e-05,ENSG00000136193,RGC,SCRN1,2,FALSE
RGC,2.93196429005011e-09,0.361121038614556,0.141,0.06,6.33597483079829e-05,ENSG00000160469,RGC,BRSK1,3,FALSE
RGC,3.00828133486855e-09,0.441475162774182,0.215,0.11,6.50089596465094e-05,ENSG00000196642,RGC,RABL6,2,FALSE
RGC,3.29356359135546e-09,0.403916671348757,0.273,0.152,7.11739092091915e-05,ENSG00000104805,RGC,NUCB1,3,FALSE
RGC,3.51444615888522e-09,0.344842407819485,0.184,0.087,7.59471814935096e-05,ENSG00000109956,RGC,B3GAT1,4,FALSE
RGC,3.61537037620186e-09,0.408157722018771,0.117,0.045,7.81281538297222e-05,ENSG00000116141,RGC,MARK1,1,TRUE
RGC,3.69079968396526e-09,0.333132981796048,0.12,0.047,7.97581811704893e-05,ENSG00000113739,RGC,STC2,1,TRUE
RGC,3.90148202360782e-09,0.288217027343421,0.104,0.038,8.43110265301651e-05,ENSG00000032444,RGC,PNPLA6,1,TRUE
RGC,4.07642663386879e-09,0.376291099376679,0.147,0.064,8.80915795579045e-05,ENSG00000116688,RGC,MFN2,1,TRUE
RGC,4.19138767065652e-09,0.446269051273879,0.61,0.498,9.05758875628875e-05,ENSG00000118816,RGC,CCNI,3,FALSE
RGC,4.20733992782007e-09,0.383611494276274,0.113,0.043,9.09206158401918e-05,ENSG00000211456,RGC,SACM1L,3,FALSE
RGC,4.55601537565531e-09,0.313976649385149,0.196,0.096,9.84554922679112e-05,ENSG00000086758,RGC,HUWE1,3,FALSE
