cellType,p_val,avg_logFC,pct.1,pct.2,p_val_adj,ensemblID,cellTypeShort,geneID,n,Unique
Mueller_Cells,1.02188410778248e-26,0.52370578431626,0.245,0.15,2.20829155691793e-22,ENSG00000206573,"Mueller
Cells",THUMPD3-AS1,1,TRUE
Mueller_Cells,1.03630838673779e-26,0.2914570609414,0.126,0.057,2.23946242374037e-22,ENSG00000181924,"Mueller
Cells",COA4,1,TRUE
Mueller_Cells,1.21323701257243e-26,0.388315090853344,0.178,0.095,2.62180518416902e-22,ENSG00000105426,"Mueller
Cells",PTPRS,3,FALSE
Mueller_Cells,3.24093922594822e-26,0.319464662495864,0.158,0.08,7.0036696672741e-22,ENSG00000247828,"Mueller
Cells",TMEM161B-AS1,1,TRUE
Mueller_Cells,3.97896543534179e-26,0.32400429014444,0.366,0.246,8.5985443057736e-22,ENSG00000138083,"Mueller
Cells",SIX3,3,FALSE
Mueller_Cells,5.72728156250887e-26,0.325352466308487,0.246,0.151,1.23766554565817e-21,ENSG00000131238,"Mueller
Cells",PPT1,2,FALSE
Mueller_Cells,1.05710565481492e-25,0.298806983482575,0.179,0.095,2.28440532005505e-21,ENSG00000091527,"Mueller
Cells",CDV3,3,FALSE
Mueller_Cells,1.40904259846649e-25,0.25495195215401,0.255,0.155,3.04494105528608e-21,ENSG00000136003,"Mueller
Cells",ISCU,3,FALSE
Mueller_Cells,1.45119801918738e-25,0.296333104588526,0.327,0.218,3.13603891946392e-21,ENSG00000067560,"Mueller
Cells",RHOA,4,FALSE
Mueller_Cells,1.50381595481318e-25,0.319173046690482,0.452,0.349,3.24974627835128e-21,ENSG00000115944,"Mueller
Cells",COX7A2L,1,TRUE
Mueller_Cells,4.46974782350234e-25,0.28444847922364,0.288,0.187,9.65912504658855e-21,ENSG00000111229,"Mueller
Cells",ARPC3,3,FALSE
Mueller_Cells,5.96327766638104e-25,0.252034994453765,0.15,0.075,1.28866430370494e-20,ENSG00000185187,"Mueller
Cells",SIGIRR,1,TRUE
Mueller_Cells,6.12399007302579e-25,0.322828471267425,0.218,0.129,1.32339425478087e-20,ENSG00000138085,"Mueller
Cells",ATRAID,3,FALSE
Mueller_Cells,1.41305729401243e-24,0.276445344490436,0.125,0.058,3.05361681236087e-20,ENSG00000179295,"Mueller
Cells",PTPN11,1,TRUE
Mueller_Cells,1.83062506480497e-24,0.303340422864524,0.119,0.054,3.95598076504354e-20,ENSG00000130202,"Mueller
Cells",NECTIN2,3,FALSE
Mueller_Cells,2.40228594314346e-24,0.439745593072268,0.109,0.048,5.19133992313301e-20,ENSG00000137601,"Mueller
Cells",NEK1,1,TRUE
Mueller_Cells,2.99635289697893e-24,0.322698526622452,0.106,0.046,6.47511861037147e-20,ENSG00000135446,"Mueller
Cells",CDK4,1,TRUE
Mueller_Cells,3.59525555021545e-24,0.275815996416644,0.118,0.053,7.76934724401559e-20,ENSG00000162390,"Mueller
Cells",ACOT11,2,FALSE
Mueller_Cells,3.80699598894977e-24,0.301762835492968,0.152,0.078,8.22691833212046e-20,ENSG00000170634,"Mueller
Cells",ACYP2,2,FALSE
Mueller_Cells,4.59018652864003e-24,0.289443965572948,0.324,0.215,9.9193930883911e-20,ENSG00000185222,"Mueller
Cells",TCEAL9,2,FALSE
Mueller_Cells,4.84333130902481e-24,0.336819560575523,0.124,0.058,1.04664389588026e-19,ENSG00000175745,"Mueller
Cells",NR2F1,2,FALSE
Mueller_Cells,7.52248434888258e-24,0.330670554741286,0.265,0.17,1.62560886779352e-19,ENSG00000133104,"Mueller
Cells",SPART,1,TRUE
Mueller_Cells,7.88236268095667e-24,0.297093112938246,0.263,0.166,1.70337857535474e-19,ENSG00000134352,"Mueller
Cells",IL6ST,2,FALSE
Mueller_Cells,1.01841935148946e-23,0.444059836123299,0.101,0.044,2.20080421856871e-19,ENSG00000147439,"Mueller
Cells",BIN3,1,TRUE
Mueller_Cells,2.28464723383837e-23,0.361646098686983,0.167,0.092,4.93712267232472e-19,ENSG00000205544,"Mueller
Cells",TMEM256,1,TRUE
Mueller_Cells,2.40470036339865e-23,0.276727232573663,0.12,0.056,5.19655748530449e-19,ENSG00000158195,"Mueller
Cells",WASF2,4,FALSE
Mueller_Cells,2.67209840784344e-23,0.313171298251532,0.121,0.057,5.77440465934968e-19,ENSG00000169032,"Mueller
Cells",MAP2K1,2,FALSE
Mueller_Cells,4.01394726209033e-23,0.302275460597523,0.104,0.046,8.67414003337721e-19,ENSG00000156587,"Mueller
Cells",UBE2L6,2,FALSE
Mueller_Cells,4.0251521633954e-23,0.328098308046518,0.166,0.09,8.69835382509745e-19,ENSG00000124299,"Mueller
Cells",PEPD,2,FALSE
Mueller_Cells,4.67971339423276e-23,0.277669607547334,0.12,0.057,1.0112860644937e-18,ENSG00000143553,"Mueller
Cells",SNAPIN,1,TRUE
Mueller_Cells,4.88528941400921e-23,0.371776613808632,0.309,0.214,1.05571104236739e-18,ENSG00000100632,"Mueller
Cells",ERH,1,TRUE
Mueller_Cells,7.02476378470986e-23,0.34090554161893,0.213,0.127,1.5180514538758e-18,ENSG00000102401,"Mueller
Cells",ARMCX3,2,FALSE
Mueller_Cells,7.05954371612905e-23,0.28377539596506,0.14,0.072,1.52556739705549e-18,ENSG00000161526,"Mueller
Cells",SAP30BP,2,FALSE
Mueller_Cells,7.40676356803881e-23,0.329978941654334,0.205,0.12,1.60060160705319e-18,ENSG00000008083,"Mueller
Cells",JARID2,2,FALSE
Mueller_Cells,8.3963965832538e-23,0.313710486374352,0.129,0.064,1.81446130164115e-18,ENSG00000169189,"Mueller
Cells",NSMCE1,1,TRUE
Mueller_Cells,8.61507854497638e-23,0.271178915400169,0.182,0.102,1.86171847356939e-18,ENSG00000084733,"Mueller
Cells",RAB10,2,FALSE
Mueller_Cells,2.10877829675602e-22,0.333149859650919,0.4,0.303,4.55706989928976e-18,ENSG00000125971,"Mueller
Cells",DYNLRB1,2,FALSE
Mueller_Cells,3.54888657664086e-22,0.403846929430049,0.102,0.045,7.66914389212089e-18,ENSG00000162413,"Mueller
Cells",KLHL21,2,FALSE
Mueller_Cells,4.97893068987022e-22,0.297521630143184,0.146,0.078,1.07594692208095e-17,ENSG00000100417,"Mueller
Cells",PMM1,2,FALSE
Mueller_Cells,6.71796614500485e-22,0.379880902841814,0.251,0.166,1.45175248393555e-17,ENSG00000181061,"Mueller
Cells",HIGD1A,2,FALSE
Mueller_Cells,6.96819744981576e-22,0.27144082666817,0.136,0.069,1.50582746890518e-17,ENSG00000030582,"Mueller
Cells",GRN,3,FALSE
Mueller_Cells,8.99930993815726e-22,0.264713854363899,0.197,0.117,1.94475087763578e-17,ENSG00000113407,"Mueller
Cells",TARS,2,FALSE
Mueller_Cells,9.76490269966209e-22,0.286354472044474,0.205,0.12,2.11019547339698e-17,ENSG00000171316,"Mueller
Cells",CHD7,3,FALSE
Mueller_Cells,1.16805459823981e-21,0.266735870538188,0.509,0.406,2.52416598679623e-17,ENSG00000084207,"Mueller
Cells",GSTP1,2,FALSE
Mueller_Cells,1.86400397579402e-21,0.273143343325898,0.111,0.053,4.02811259169088e-17,ENSG00000132541,"Mueller
Cells",RIDA,1,TRUE
Mueller_Cells,1.93512812329494e-21,0.32787755209358,0.13,0.066,4.18181187444036e-17,ENSG00000110536,"Mueller
Cells",PTPMT1,2,FALSE
Mueller_Cells,1.97202728346281e-21,0.258904540709919,0.463,0.366,4.26155095956314e-17,ENSG00000125691,"Mueller
Cells",RPL23,4,FALSE
Mueller_Cells,2.01792775621212e-21,0.278302604825187,0.211,0.128,4.36074188117439e-17,ENSG00000126858,"Mueller
Cells",RHOT1,2,FALSE
Mueller_Cells,2.76695996941822e-21,0.304767738110084,0.246,0.156,5.97940049391277e-17,ENSG00000145284,"Mueller
Cells",SCD5,3,FALSE
Mueller_Cells,2.98856623144723e-21,0.368622958164621,0.211,0.131,6.45829162615746e-17,ENSG00000159884,"Mueller
Cells",CCDC107,1,TRUE
Mueller_Cells,6.20003041431034e-21,0.294817101590448,0.157,0.086,1.33982657253246e-16,ENSG00000168056,"Mueller
Cells",LTBP3,2,FALSE
Mueller_Cells,6.46153692749799e-21,0.292600269776473,0.159,0.088,1.39633813003232e-16,ENSG00000116473,"Mueller
Cells",RAP1A,4,FALSE
Mueller_Cells,8.28295523981589e-21,0.268238790133261,0.154,0.084,1.78994662732421e-16,ENSG00000164040,"Mueller
Cells",PGRMC2,1,TRUE
Mueller_Cells,8.41039990553135e-21,0.272287033373659,0.19,0.111,1.81748741958532e-16,ENSG00000249915,"Mueller
Cells",PDCD6,2,FALSE
Mueller_Cells,1.29418733584994e-20,0.273050808758146,0.138,0.073,2.79673883277173e-16,ENSG00000159228,"Mueller
Cells",CBR1,1,TRUE
Mueller_Cells,1.48760155136478e-20,0.296248754263996,0.147,0.08,3.21470695249929e-16,ENSG00000188010,"Mueller
Cells",MORN2,2,FALSE
Mueller_Cells,1.59050114558704e-20,0.309422070147444,0.158,0.088,3.43707297561359e-16,ENSG00000083099,"Mueller
Cells",LYRM2,1,TRUE
Mueller_Cells,1.7559352780028e-20,0.266452863613402,0.367,0.27,3.79457613576404e-16,ENSG00000161011,"Mueller
Cells",SQSTM1,5,FALSE
Mueller_Cells,1.90068971258594e-20,0.357548482910399,0.213,0.134,4.10739046889823e-16,ENSG00000163001,"Mueller
Cells",CFAP36,1,TRUE
Mueller_Cells,2.24697904505577e-20,0.34373902166739,0.135,0.071,4.85572171636551e-16,ENSG00000100221,"Mueller
Cells",JOSD1,1,TRUE
Mueller_Cells,3.55147907951579e-20,0.344561365156519,0.142,0.075,7.67474629083362e-16,ENSG00000102878,"Mueller
Cells",HSF4,3,FALSE
Mueller_Cells,3.58441768199262e-20,0.252889107039146,0.135,0.071,7.74592661078605e-16,ENSG00000115234,"Mueller
Cells",SNX17,1,TRUE
Mueller_Cells,4.28990109744482e-20,0.323556594177005,0.525,0.454,9.27047627157825e-16,ENSG00000172115,"Mueller
Cells",CYCS,2,FALSE
Mueller_Cells,9.2512568352238e-20,0.28249824851387,0.25,0.161,1.99919660209186e-15,ENSG00000181722,"Mueller
Cells",ZBTB20,1,TRUE
Mueller_Cells,1.15050224810196e-19,0.324050687012682,0.26,0.173,2.48623535814834e-15,ENSG00000059804,"Mueller
Cells",SLC2A3,3,FALSE
Mueller_Cells,1.68550894903131e-19,0.285117173065574,0.115,0.057,3.64238483885666e-15,ENSG00000113916,"Mueller
Cells",BCL6,2,FALSE
Mueller_Cells,2.42336692097053e-19,0.279441933220047,0.107,0.052,5.23689591621732e-15,ENSG00000184640,"Mueller
Cells",SEPT9,2,FALSE
Mueller_Cells,3.86762971035469e-19,0.334233609327566,0.178,0.108,8.35794780407649e-15,ENSG00000155115,"Mueller
Cells",GTF3C6,4,FALSE
Mueller_Cells,4.33055581248288e-19,0.333179590618842,0.169,0.1,9.35833111077551e-15,ENSG00000053371,"Mueller
Cells",AKR7A2,1,TRUE
Mueller_Cells,6.28480295208121e-19,0.26489242625542,0.122,0.063,1.35814591794475e-14,ENSG00000170776,"Mueller
Cells",AKAP13,4,FALSE
Mueller_Cells,1.1698661353849e-18,0.262758996537454,0.286,0.195,2.52808071856677e-14,ENSG00000143384,"Mueller
Cells",MCL1,4,FALSE
Mueller_Cells,1.55408491736702e-18,0.272910421110907,0.117,0.06,3.35837750643013e-14,ENSG00000165898,"Mueller
Cells",ISCA2,1,TRUE
Mueller_Cells,1.87893858361543e-18,0.31071229674907,0.224,0.146,4.06038627919294e-14,ENSG00000107341,"Mueller
Cells",UBE2R2,4,FALSE
Mueller_Cells,2.60283949025547e-18,0.310349298615724,0.107,0.053,5.62473613844208e-14,ENSG00000115266,"Mueller
Cells",APC2,3,FALSE
Mueller_Cells,3.37899066208518e-18,0.315999752177322,0.127,0.068,7.30199882076606e-14,ENSG00000169696,"Mueller
Cells",ASPSCR1,2,FALSE
Mueller_Cells,3.75870369035209e-18,0.276729835921072,0.141,0.079,8.12255867485087e-14,ENSG00000148730,"Mueller
Cells",EIF4EBP2,1,TRUE
Mueller_Cells,5.795242463509e-18,0.312247192773077,0.344,0.259,1.25235189636429e-13,ENSG00000071082,"Mueller
Cells",RPL31,4,FALSE
Mueller_Cells,6.20713004123522e-18,0.271450403474376,0.19,0.118,1.34136080191093e-13,ENSG00000152556,"Mueller
Cells",PFKM,3,FALSE
Mueller_Cells,1.08338005054773e-17,0.271125631921184,0.305,0.22,2.34118428923364e-13,ENSG00000124767,"Mueller
Cells",GLO1,2,FALSE
Mueller_Cells,2.02102898672712e-17,0.295722116577817,0.194,0.123,4.36744364031731e-13,ENSG00000115446,"Mueller
Cells",UNC50,1,TRUE
Mueller_Cells,2.05356955809272e-17,0.284755020531803,0.456,0.373,4.43776381503838e-13,ENSG00000112081,"Mueller
Cells",SRSF3,2,FALSE
Mueller_Cells,4.53845531991934e-17,0.256195643269814,0.116,0.062,9.8076019463457e-13,ENSG00000244187,"Mueller
Cells",TMEM141,1,TRUE
Mueller_Cells,5.45675783866783e-17,0.312885112004413,0.274,0.195,1.17920536893612e-12,ENSG00000254999,"Mueller
Cells",BRK1,4,FALSE
Mueller_Cells,6.36241833693552e-17,0.301176769875436,0.343,0.257,1.37491860261177e-12,ENSG00000113712,"Mueller
Cells",CSNK1A1,2,FALSE
Mueller_Cells,6.54653995102048e-17,0.289989093372147,0.276,0.195,1.41470728341553e-12,ENSG00000116044,"Mueller
Cells",NFE2L2,2,FALSE
Mueller_Cells,7.61357876578559e-17,0.294573821032699,0.278,0.198,1.64529437128627e-12,ENSG00000242485,"Mueller
Cells",MRPL20,1,TRUE
Mueller_Cells,1.21375217992065e-16,0.266021112556033,0.432,0.344,2.62291846080852e-12,ENSG00000140391,"Mueller
Cells",TSPAN3,1,TRUE
Mueller_Cells,1.30315576903568e-16,0.286095164794345,0.253,0.174,2.81611961688611e-12,ENSG00000184007,"Mueller
Cells",PTP4A2,3,FALSE
Mueller_Cells,1.81844477407339e-16,0.310637832031607,0.223,0.15,3.92965915677261e-12,ENSG00000127838,"Mueller
Cells",PNKD,1,TRUE
Mueller_Cells,1.82129584009539e-16,0.253095473019415,0.155,0.092,3.93582031044613e-12,ENSG00000185745,"Mueller
Cells",IFIT1,1,TRUE
Mueller_Cells,3.45481432664942e-16,0.324603561050064,0.301,0.224,7.46585375988941e-12,ENSG00000188186,"Mueller
Cells",LAMTOR4,2,FALSE
Mueller_Cells,3.7667425388363e-16,0.317974186694581,0.242,0.169,8.13993062642525e-12,ENSG00000115758,"Mueller
Cells",ODC1,3,FALSE
Mueller_Cells,1.09264593061274e-15,0.277213733721144,0.143,0.085,2.36120785605412e-11,ENSG00000120860,"Mueller
Cells",WASHC3,1,TRUE
Mueller_Cells,1.71768023440246e-15,0.275722644703194,0.136,0.079,3.71190698654372e-11,ENSG00000069509,"Mueller
Cells",FUNDC1,1,TRUE
Mueller_Cells,1.79119839880131e-15,0.31658731016788,0.174,0.109,3.87077973980962e-11,ENSG00000166444,"Mueller
Cells",ST5,2,FALSE
Mueller_Cells,2.43682791376574e-15,0.421075427406523,0.305,0.233,5.26598512164777e-11,ENSG00000099875,"Mueller
Cells",MKNK2,1,TRUE
Mueller_Cells,2.8150696837551e-15,0.358818119807645,0.203,0.137,6.08336558659478e-11,ENSG00000100906,"Mueller
Cells",NFKBIA,4,FALSE
Mueller_Cells,3.75752137632056e-15,0.296574518310794,0.479,0.409,8.12000369422872e-11,ENSG00000115875,"Mueller
Cells",SRSF7,1,TRUE
Mueller_Cells,5.52408176074596e-15,0.273649744366486,0.329,0.25,1.1937540684972e-10,ENSG00000164713,"Mueller
Cells",BRI3,5,FALSE
Mueller_Cells,8.15881261728177e-15,0.318175709564549,0.144,0.087,1.76311940659459e-10,ENSG00000142208,"Mueller
Cells",AKT1,2,FALSE
Mueller_Cells,1.26532381355049e-14,0.293241641287221,0.131,0.077,2.7343647610826e-10,ENSG00000166337,"Mueller
Cells",TAF10,3,FALSE
Mueller_Cells,1.49883481824848e-14,0.283922449736894,0.274,0.201,3.23898204223496e-10,ENSG00000104979,"Mueller
Cells",C19orf53,3,FALSE
Mueller_Cells,2.06482344614441e-14,0.290206279051542,0.331,0.258,4.46208346711807e-10,ENSG00000126524,"Mueller
Cells",SBDS,2,FALSE
Mueller_Cells,2.47493588858528e-14,0.261119280134073,0.173,0.113,5.34833645523278e-10,ENSG00000168002,"Mueller
Cells",POLR2G,2,FALSE
Mueller_Cells,4.82712707252067e-14,0.344212649406805,0.119,0.069,1.04314216037172e-09,ENSG00000171551,"Mueller
Cells",ECEL1,2,FALSE
Mueller_Cells,5.99119120447477e-14,0.295141236729141,0.175,0.114,1.294696419287e-09,ENSG00000140939,"Mueller
Cells",NOL3,1,TRUE
Mueller_Cells,8.21239732179294e-14,0.270730922412865,0.156,0.098,1.77469906123945e-09,ENSG00000117748,"Mueller
Cells",RPA2,1,TRUE
Mueller_Cells,1.07128321396339e-13,0.261961457008547,0.421,0.338,2.31504302537489e-09,ENSG00000109046,"Mueller
Cells",WSB1,3,FALSE
Mueller_Cells,2.64257080328626e-13,0.260040716556701,0.162,0.104,5.71059550590161e-09,ENSG00000141741,"Mueller
Cells",MIEN1,2,FALSE
Mueller_Cells,3.2285915796833e-13,0.255081806412605,0.291,0.219,6.9769864036956e-09,ENSG00000113013,"Mueller
Cells",HSPA9,1,TRUE
Mueller_Cells,4.50881799904721e-13,0.266089360292609,0.102,0.057,9.74355569594102e-09,ENSG00000112304,"Mueller
Cells",ACOT13,1,TRUE
Mueller_Cells,5.63537547702987e-13,0.335349542393561,0.244,0.18,1.21780464058615e-08,ENSG00000141582,"Mueller
Cells",CBX4,1,TRUE
Mueller_Cells,6.14412068529167e-13,0.26847899417364,0.208,0.143,1.32774448009153e-08,ENSG00000059728,"Mueller
Cells",MXD1,1,TRUE
Mueller_Cells,6.67077467406482e-13,0.269042298427372,0.21,0.146,1.44155440706541e-08,ENSG00000070081,"Mueller
Cells",NUCB2,1,TRUE
Mueller_Cells,1.01458649226495e-12,0.276625296879596,0.171,0.111,2.19252140978456e-08,ENSG00000221968,"Mueller
Cells",FADS3,3,FALSE
Mueller_Cells,1.03145515040788e-12,0.266736730330513,0.41,0.338,2.22897458003143e-08,ENSG00000141232,"Mueller
Cells",TOB1,1,TRUE
Mueller_Cells,1.54728298363446e-12,0.290505997290682,0.225,0.162,3.34367852763408e-08,ENSG00000172301,"Mueller
Cells",COPRS,2,FALSE
Mueller_Cells,1.76361374179684e-12,0.290042324206165,0.245,0.181,3.81116929602296e-08,ENSG00000127922,"Mueller
Cells",SEM1,3,FALSE
Mueller_Cells,3.23952172002786e-12,0.268982095442512,0.328,0.26,7.00060643698021e-08,ENSG00000125534,"Mueller
Cells",PPDPF,2,FALSE
Mueller_Cells,4.73848675184792e-12,0.29903078065427,0.22,0.159,1.02398698707434e-07,ENSG00000173511,"Mueller
Cells",VEGFB,3,FALSE
Mueller_Cells,5.98954953466222e-12,0.2666052924563,0.243,0.181,1.29434165444051e-07,ENSG00000022277,"Mueller
Cells",RTF2,2,FALSE
Mueller_Cells,6.39320468716227e-12,0.290736230480824,0.152,0.101,1.38157153289577e-07,ENSG00000133983,"Mueller
Cells",COX16,1,TRUE
Mueller_Cells,8.36392762622729e-12,0.263084085078291,0.264,0.201,1.80744476002772e-07,ENSG00000140307,"Mueller
Cells",GTF2A2,1,TRUE
Mueller_Cells,2.16007214269887e-11,0.256076985700592,0.266,0.204,4.66791590037227e-07,ENSG00000166228,"Mueller
Cells",PCBD1,2,FALSE
Mueller_Cells,2.44655685397255e-11,0.275327331453915,0.237,0.177,5.28700936143468e-07,ENSG00000111639,"Mueller
Cells",MRPL51,2,FALSE
Mueller_Cells,3.22741026432699e-11,0.301575592089974,0.237,0.177,6.97443358121063e-07,ENSG00000170860,"Mueller
Cells",LSM3,2,FALSE
Mueller_Cells,3.61340229847965e-11,0.26034266668722,0.289,0.229,7.80856236701452e-07,ENSG00000116752,"Mueller
Cells",BCAS2,1,TRUE
Mueller_Cells,6.84659035036781e-11,0.263117767644429,0.128,0.083,1.47954817471448e-06,ENSG00000269293,"Mueller
Cells",ZSCAN16-AS1,1,TRUE
Mueller_Cells,6.96184039195016e-11,0.28568749094684,0.203,0.147,1.50445370870043e-06,ENSG00000178057,"Mueller
Cells",NDUFAF3,1,TRUE
Mueller_Cells,7.09501403663571e-11,0.263887762373721,0.128,0.082,1.53323253331698e-06,ENSG00000204065,"Mueller
Cells",TCEAL5,1,TRUE
Mueller_Cells,8.7655942505494e-11,0.278101516968134,0.123,0.078,1.89424491754373e-06,ENSG00000129521,"Mueller
Cells",EGLN3,1,TRUE
Mueller_Cells,1.15110732056367e-10,0.328425158073327,0.245,0.184,2.4875429197381e-06,ENSG00000204103,"Mueller
Cells",MAFB,3,FALSE
Mueller_Cells,3.62728164128727e-10,0.271645140800575,0.132,0.087,7.83855562682179e-06,ENSG00000181444,"Mueller
Cells",ZNF467,2,FALSE
Mueller_Cells,4.98193447414209e-10,0.265971025191514,0.181,0.129,1.07659603986211e-05,ENSG00000163344,"Mueller
Cells",PMVK,1,TRUE
Mueller_Cells,5.72488884186773e-10,0.265103708344168,0.173,0.123,1.23714847872762e-05,ENSG00000125995,"Mueller
Cells",ROMO1,1,TRUE
Mueller_Cells,7.76962625762674e-10,0.505972229100259,0.174,0.128,1.67901623427314e-05,ENSG00000132510,"Mueller
Cells",KDM6B,5,FALSE
Mueller_Cells,1.44935733716246e-09,0.347607847770716,0.25,0.197,3.13206120560808e-05,ENSG00000100348,"Mueller
Cells",TXN2,1,TRUE
Mueller_Cells,2.1111943466219e-09,0.272151252495473,0.291,0.233,4.56229098304992e-05,ENSG00000171604,"Mueller
Cells",CXXC5,2,FALSE
Mueller_Cells,6.42787088472056e-09,0.268390786722783,0.172,0.123,0.000138906289818811,ENSG00000102786,"Mueller
Cells",INTS6,2,FALSE
Mueller_Cells,6.5804623413136e-09,0.324032223714865,0.21,0.162,0.000142203791195787,ENSG00000130844,"Mueller
Cells",ZNF331,3,FALSE
Mueller_Cells,2.84195852354693e-08,0.267364617204924,0.138,0.097,0.000614147236938492,ENSG00000034152,"Mueller
Cells",MAP2K3,4,FALSE
Mueller_Cells,5.9215809166923e-08,0.265275943478819,0.207,0.161,0.00127965363609721,ENSG00000105379,"Mueller
Cells",ETFB,1,TRUE
Mueller_Cells,1.10429766933586e-07,0.270645891163215,0.28,0.228,0.0023863872634348,ENSG00000197061,"Mueller
Cells",HIST1H4C,1,TRUE
Mueller_Cells,1.28353520862071e-07,0.257385588900962,0.193,0.148,0.00277371958582935,ENSG00000196465,"Mueller
Cells",MYL6B,1,TRUE
Mueller_Cells,4.04925493240517e-07,0.34800365917549,0.121,0.086,0.00875043990892758,ENSG00000143924,"Mueller
Cells",EML4,1,TRUE
Cone,0,2.51398093916289,0.816,0.096,0,ENSG00000139053,Cone,PDE6H,1,TRUE
Cone,0,2.42514941365112,0.628,0.035,0,ENSG00000120500,Cone,ARR3,1,TRUE
Cone,0,1.38558976479016,0.224,0.002,0,ENSG00000147127,Cone,RAB41,1,TRUE
Cone,3.03260854339907e-235,1.92936148666302,0.296,0.012,6.55346706228538e-231,ENSG00000251321,Cone,PCAT4,1,TRUE
Cone,8.42430685368739e-218,1.58847513806232,0.234,0.007,1.82049271108184e-213,ENSG00000167083,Cone,GNGT2,1,TRUE
Cone,1.7991694418426e-207,1.7932897307565,0.326,0.019,3.88800516382185e-203,ENSG00000138472,Cone,GUCA1C,1,TRUE
Cone,3.41613734593567e-166,1.13731797968386,0.125,0.001,7.38227280456698e-162,ENSG00000259221,Cone,AC023905.1,1,TRUE
Cone,1.97842876546944e-146,1.4085690147742,0.174,0.006,4.27538456217946e-142,ENSG00000198336,Cone,MYL4,1,TRUE
Cone,5.28064865889754e-129,0.900013281325382,0.112,0.002,1.14114817518776e-124,ENSG00000095464,Cone,PDE6C,1,TRUE
Cone,7.80872755548213e-127,0.867065793043968,0.109,0.002,1.68746602473969e-122,ENSG00000134183,Cone,GNAT2,1,TRUE
Cone,7.09755805033147e-119,0.820319388990544,0.105,0.002,1.53378229467663e-114,ENSG00000170289,Cone,CNGB3,1,TRUE
Cone,4.42423205479559e-108,1.70798997330037,0.27,0.029,9.56076547041327e-104,ENSG00000250592,Cone,AC055733.2,2,FALSE
Cone,1.21521071582586e-107,1.38497355704311,0.184,0.012,2.62607035689969e-103,ENSG00000102076,Cone,OPN1LW,1,TRUE
Cone,5.93722003110565e-95,1.21725185802844,0.191,0.015,1.28303324872193e-90,ENSG00000114757,Cone,PEX5L,2,FALSE
Cone,3.98452026908711e-93,1.49664524591425,0.569,0.163,8.61054830149725e-89,ENSG00000048545,Cone,GUCA1A,2,FALSE
Cone,5.02553804485972e-90,1.36190741280719,0.697,0.266,1.08601877149419e-85,ENSG00000109047,Cone,RCVRN,2,FALSE
Cone,1.22596847508745e-87,1.35415530464487,0.161,0.012,2.64931787466399e-83,ENSG00000105926,Cone,MPP6,1,TRUE
Cone,7.10424855883318e-76,0.946916501236897,0.141,0.01,1.53522811356385e-71,ENSG00000182674,Cone,KCNB2,1,TRUE
Cone,4.83889199774533e-58,1.03835589666367,0.128,0.012,1.04568456071277e-53,ENSG00000204091,Cone,TDRG1,1,TRUE
Cone,1.31983921176747e-56,0.904366612531471,0.115,0.009,2.85217253662951e-52,ENSG00000101977,Cone,MCF2,1,TRUE
Cone,6.78465922252774e-54,1.28600440818352,0.191,0.029,1.46616485798825e-49,ENSG00000076650,Cone,GPATCH1,1,TRUE
Cone,2.54973341317829e-52,1.50871126160376,0.664,0.437,5.50997390587828e-48,ENSG00000065978,Cone,YBX1,4,FALSE
Cone,5.33873954112097e-52,1.11239037141176,0.23,0.042,1.15370161483624e-47,ENSG00000048342,Cone,CC2D2A,2,FALSE
Cone,7.68575247886379e-48,1.19091122916375,0.559,0.272,1.66089111068246e-43,ENSG00000183036,Cone,PCP4,4,FALSE
Cone,9.36428085844706e-48,1.09688680610716,0.671,0.448,2.02362109351041e-43,ENSG00000143774,Cone,GUK1,1,TRUE
Cone,1.5203373353378e-47,1.12581739248316,0.539,0.225,3.28544898166498e-43,ENSG00000129221,Cone,AIPL1,2,FALSE
Cone,1.5655262012562e-46,1.19180381706895,0.388,0.124,3.38310212091465e-42,ENSG00000116703,Cone,PDC,2,FALSE
Cone,4.67716213697987e-43,0.990193147151101,0.372,0.113,1.01073473780135e-38,ENSG00000082126,Cone,MPP4,2,FALSE
Cone,2.40806336859344e-42,1.33776427593378,0.283,0.077,5.20382493953043e-38,ENSG00000213626,Cone,LBH,1,TRUE
Cone,2.24483418795199e-41,1.25895434767836,0.625,0.424,4.85108668016426e-37,ENSG00000173660,Cone,UQCRH,1,TRUE
Cone,4.65190340193634e-41,1.10238568104152,0.678,0.51,1.00527632515844e-36,ENSG00000156467,Cone,UQCRB,2,FALSE
Cone,4.14737225479378e-40,1.13050389847268,0.171,0.03,8.96247144260935e-36,ENSG00000118271,Cone,TTR,1,TRUE
Cone,9.38573273813837e-37,0.667012747796769,0.878,0.826,2.0282568447117e-32,ENSG00000156508,Cone,EEF1A1,3,FALSE
Cone,2.03992386550216e-36,1.04911840211004,0.355,0.123,4.40827547335017e-32,ENSG00000168263,Cone,KCNV2,2,FALSE
Cone,1.38224906256021e-34,0.757732022323291,0.128,0.02,2.98704022419262e-30,ENSG00000080644,Cone,CHRNA3,1,TRUE
Cone,1.44582036586379e-32,0.8979926759009,0.546,0.307,3.12441781063165e-28,ENSG00000111664,Cone,GNB3,3,FALSE
Cone,3.35130650400497e-32,1.02801865785289,0.161,0.033,7.24217335515473e-28,ENSG00000263146,Cone,LINC01896,2,FALSE
