full.mac.filter.full,full.mac.filter.miRNA,full.mac.filter.mRNA,full.mac.filter.100,full.mac.filter.200,full.mac.filter.300,full.mac.filter.400,full.mac.filter.500,full.mac.filter.600,full.mac.filter.700,full.mac.filter.800,full.mac.filter.900,full.mac.filter.1000,full.mac.filter.1100,full.mac.filter.1200,full.mac.filter.1300,full.mac.filter.1400,full.mac.filter.1500,full.mac.filter.2000,full.mac.filter.3000,full.mac.filter.4000,full.mac.filter.5000,full.mac.filter.6000,full.mac.filter.7000,full.mac.filter.8000,full.mac.filter.9000,full.mac.filter.10000,full.mac.filter.11000,full.mac.filter.12000,full.mac.filter.13000,full.mac.filter.14000,full.mac.filter.15000,full.mac.fiter.optimized
0.982213145938783,0.787083373929834,1.02228743424169,0.460905014896357,0.644289263423331,0.733676157602583,0.654738294376334,0.36573398540363,0.64476454041884,0.370336939661632,0.361716802213489,0.38497803419802,0.38324394506011,0.389663554325157,0.395851563563683,0.408718666727974,0.425052749485879,0.418189046078739,0.391228105234498,0.457752702778321,0.553452802332205,0.320292780739002,0.354500993345406,0.390004750225821,0.407059889476725,0.439404384387568,0.468700355596813,0.503068283138538,0.523163368218812,0.550752300658954,0.577871952746375,0.601476760654822,0.46633910550871
0.801003244326685,0.979674048021509,1.17196558254685,0.604113364228082,0.741267869246796,0.631671652621924,0.485443672807912,0.463995444686188,0.514202230733472,0.520368791661207,0.503263375621261,0.501732231458495,0.45710460046044,0.455868416347994,0.462576383543515,0.439760330738093,0.47094238880161,0.469657412969123,0.456549153098672,0.484012976808612,0.550755179952753,0.567033695136742,0.595998781587033,0.610759971310715,0.618047995542492,0.633799318446156,0.654078955426045,0.665669300083698,0.67095330026716,0.688916967007883,0.709794642894091,0.724327858033059,0.361406352356143
0.788154208333638,0.984367681412467,0.807606692270914,0.668602526350619,0.7569783065206,0.769052164000833,0.96377288781494,0.526612657492898,0.933364743362966,0.531996562540949,0.522663646129987,0.497375524472055,0.501860014626957,0.498260915691351,0.499940572086088,0.501445161466188,0.498041093338436,0.48754068779845,0.523448633572564,0.536078029615444,0.807300132376731,0.832744515682621,0.864388331876605,0.880337117820536,0.910610710172911,0.938124113879732,0.958478003009392,0.991221932636563,1.01301918175732,1.03582381737644,1.06384169812439,1.09127177326912,0.584064984378063
0.906295112473071,0.68958038787553,0.781325335849496,0.657445465129967,0.630760278527552,0.55281508419065,0.384777520163672,0.316358303193348,0.419028602868871,0.312255149259974,0.339254406991186,0.601550482534057,0.573382795646952,0.548692341811117,0.571629253239002,0.559817480651383,0.582704478731909,0.594671441157161,0.387844662025348,0.424077067475113,0.655754459536493,0.500326332441853,0.503064319001871,0.534655085272775,0.541449574624215,0.558740266040831,0.572626532098337,0.581446815274295,0.597120146255849,0.620300651485241,0.64436724203184,0.66220864163424,0.280396435832498
0.988362284782084,0.881159468500669,1.0991934807931,0.433653816826645,0.479087843878849,0.339168246349733,0.622637734213407,0.48407747936583,0.517162917321954,0.528432463257366,0.546393506485157,0.330997404749558,0.351241119602944,0.357729232096221,0.362838365222928,0.351825167264227,0.347553613786746,0.356339427582188,0.598969788282273,0.631739616501318,0.553567561200142,0.780673074513658,0.823469278078273,0.845444819844975,0.875901076522184,0.900600140403725,0.923195095109166,0.951620609012996,0.979282383941741,1.01380030388122,1.03695446330537,1.06305661170555,0.72942131474687
0.779200458879489,1.03185834329022,0.728411021732628,0.416994905084188,0.449275989987291,0.684207764617064,0.59493239505483,0.698271560025528,0.509515805472591,0.694607391651307,0.672383827661021,0.616716653068847,0.589430744041982,0.60159928611981,0.615760151480903,0.613194270322735,0.615034582487164,0.610976151941402,0.733884199960434,0.784287533082881,0.728861230164324,0.65223564482097,0.668607812835402,0.678396659681496,0.705905906360315,0.722554742450354,0.737266724273473,0.756268295027528,0.774608361479207,0.793412310803574,0.815433489263812,0.836340575151837,0.548559300180139
1.05209520540067,1.05274199804451,1.01703626756547,0.706992973643392,0.572699552872868,0.455963769968648,0.647205691955712,0.564911948885618,0.646068400397722,0.607418491241276,0.61381209507284,0.705614121718978,0.694381844279919,0.709059005837269,0.702275790473704,0.704437320350222,0.722031962642872,0.727633387600201,0.633393917633336,0.64382211381534,0.73372512514485,0.766082122496214,0.782810840964402,0.805889390940047,0.833743984002285,0.862578403154921,0.872705260241529,0.891700073032301,0.915439059588617,0.939080289037739,0.96519839729158,0.991104706265209,0.422824269729801
0.841777055503081,0.712209290815375,1.00445847510671,0.418963404430198,0.800400211465872,0.753560749938139,0.703598384126232,0.606492322897531,0.737370919330747,0.636671838161805,0.62818283883708,0.741357496933881,0.728473018448795,0.746963355966852,0.731259084535005,0.746022884334677,0.748412580083038,0.737436738475095,0.483858497528394,0.520702412028564,0.440433849365495,0.801176881737158,0.817461981885227,0.862695806788959,0.890188952678459,0.914443357968712,0.938138299949357,0.959036388562316,0.984165717134239,1.01016473153911,1.0354253887316,1.0564156127756,0.486658637837301
1.01491597014963,0.806640166027944,1.02639251392213,0.533623436146579,0.485800854791165,0.504559149414423,0.30656259859817,0.710300439058825,0.317649252681263,0.730271288979753,0.731788741493327,0.508620616168041,0.481556047872993,0.47672621309482,0.469157129844776,0.464212702715845,0.487780236375695,0.503460768871914,0.627281857885728,0.663711455820714,0.627262975836984,0.598694202280134,0.629725512725285,0.661207408576069,0.680182773570153,0.70395304985863,0.728828173833983,0.741147065417619,0.768084299361292,0.798241340039986,0.827499875798711,0.847700030480091,0.322701882430408
1.09803832383954,0.741691838978923,0.70460797178275,0.630686691659532,0.321121889218509,0.761614861295974,0.560536258512151,0.4968097915271,0.560742447093568,0.536628108599547,0.517963955795965,0.627650530667242,0.617666733937632,0.624956186478204,0.642877640085608,0.639253875274953,0.644726680934455,0.646274297162828,0.729523677876573,0.767700637687182,0.672120142955688,0.853925285184433,0.885226205894554,0.892081001463993,0.909638970907119,0.922096759491324,0.943571546419625,0.965419304736853,0.987150725085999,1.01017348405432,1.02859601663353,1.04881052085396,0.792205730308123
