sample_site,ensemblID,beta
Macula,ENSG00000184611,0.00209183004064978
Macula,hsa-miR-9-3p,0.003739487721386
Macula,ENSG00000168802,-0.000382819666543621
Macula,ENSG00000221988,0.00302993963430221
Macula,ENSG00000177917,0.00121542167230318
Macula,hsa-miR-187-3p,0.00245553034948255
Macula,ENSG00000156860,0.00341925806643736
Macula,ENSG00000167487,0.000792947834387064
Macula,hsa-miR-454-3p,0.0054808381544773
Macula,ENSG00000143862,-0.000227369845394332
Macula,ENSG00000169306,-0.00716495065062779
Macula,ENSG00000235098,-0.000385948457801135
Macula,ENSG00000107864,-0.0052954613722238
Macula,ENSG00000188343,-0.00263667184744153
Macula,ENSG00000084693,0.00043696523471091
Macula,ENSG00000280163,0.00387016680275878
Macula,ENSG00000280187,-0.000441274241670533
Macula,ENSG00000198162,0.0105590068641371
Macula,ENSG00000115561,0.0026076299259959
Macula,ENSG00000158859,-0.00852138685595219
Macula,ENSG00000243710,0.00393515455926741
Macula,ENSG00000043355,0.00612119572850253
Macula,ENSG00000154721,0.00616494431174083
Macula,ENSG00000152270,-0.00193686877326594
Macula,ENSG00000132635,0.00459730568416222
Macula,ENSG00000176490,0.00135290815129182
Macula,ENSG00000066382,0.00751247599789069
Macula,ENSG00000134294,-0.000998268211309128
Macula,ENSG00000129596,-0.0131314161475685
Macula,ENSG00000189241,-0.000712439069237106
Macula,hsa-miR-487b-3p,-0.000697420314370729
Macula,ENSG00000138085,0.00538827872614042
Macula,ENSG00000179632,0.00271465645742019
Macula,ENSG00000204860,-0.00299413188061298
Macula,ENSG00000102780,0.00207272195232362
Macula,ENSG00000198746,-0.000830584732928903
Macula,ENSG00000227487,0.00670712809523586
Macula,ENSG00000140527,-0.00209570268811377
Macula,ENSG00000197037,0.000151004151143647
Macula,ENSG00000182771,-0.00760218178632031
Macula,ENSG00000254635,0.00418765036510277
Macula,ENSG00000165028,0.000152974945883078
Macula,ENSG00000214114,0.00371184443627522
Macula,ENSG00000271901,0.00623128889294128
Macula,ENSG00000066583,0.0039603885893223
Macula,hsa-miR-150-5p,-0.0085580297732062
Macula,ENSG00000094631,0.0054822804346981
Macula,ENSG00000169439,0.00440739051384411
Macula,ENSG00000058404,-0.0021365141140306
Macula,ENSG00000145050,-0.00454790047891901
Macula,ENSG00000110092,0.00476759948403572
Macula,ENSG00000078061,0.000712885156159262
Macula,ENSG00000103485,0.00153201603262059
Macula,ENSG00000253797,0.00656850408232145
Macula,ENSG00000169217,0.00355078418093823
Macula,ENSG00000080644,0.00815861162214482
Macula,ENSG00000130294,-0.000925127857151763
Macula,ENSG00000137944,-0.00351392938180423
Macula,ENSG00000150540,0.00554815804448321
Macula,ENSG00000145335,0.0019930472221142
Macula,ENSG00000181896,0.00269396701209533
Macula,ENSG00000124608,0.00328840761109706
Macula,ENSG00000013293,0.000952671429043757
Macula,hsa-miR-485-3p,-0.00265431623008823
Macula,ENSG00000036530,0.000765880909630768
Macula,ENSG00000131043,0.000575729233814471
Macula,ENSG00000132849,-0.00493744505749336
Macula,ENSG00000165458,0.00281504041789031
Macula,ENSG00000278768,0.00532535480579745
Macula,ENSG00000144136,-0.00687906420639649
Macula,ENSG00000140450,0.00464724488716967
Macula,ENSG00000114573,-0.000574295723202869
Macula,ENSG00000186487,0.0014826556974099
Macula,ENSG00000106330,0.00288612358212569
Macula,ENSG00000154447,0.00221120673329582
Macula,ENSG00000164616,0.00163521775973973
Macula,ENSG00000177700,0.00654166960505517
Macula,ENSG00000069535,0.00483509564423744
Macula,ENSG00000146833,0.00422350647061714
Macula,ENSG00000104833,0.0019289918194697
Macula,ENSG00000159239,0.000339838027122765
Macula,ENSG00000237424,0.00096777346704381
Macula,ENSG00000267750,-0.00540296153927493
Macula,ENSG00000082641,-0.000733173115201886
Macula,ENSG00000156097,-0.000470091394389637
Macula,ENSG00000172458,0.00301772296457681
Macula,ENSG00000106665,-0.00230941068551277
Macula,ENSG00000136854,-0.00184156599293522
Macula,ENSG00000273079,0.00100293311215849
Macula,ENSG00000107771,0.00200363506068526
Macula,ENSG00000140836,0.000582655149858497
Macula,ENSG00000175595,0.00447921767776326
Macula,ENSG00000109881,0.00576950861139747
Macula,ENSG00000114999,-0.00149876148402907
Macula,ENSG00000141431,-0.00197123439727279
Macula,ENSG00000171311,0.000405789914314822
Macula,ENSG00000168282,0.00349544276172648
Macula,ENSG00000114698,0.00461182112511225
Macula,ENSG00000144635,-0.00155710723083407
Macula,ENSG00000105784,-0.00243090435786123
Macula,ENSG00000082512,0.000726676695374934
Macula,ENSG00000228274,0.0033677897193066
Macula,ENSG00000134278,0.000184379539925754
Macula,ENSG00000149923,-0.00442805023083579
Macula,ENSG00000205213,0.0077139724209689
Macula,ENSG00000198668,0.00169996229718794
Macula,ENSG00000249258,-0.0019348984676216
Macula,ENSG00000133704,0.00531508679600343
Macula,ENSG00000141551,-0.00291169346977381
Macula,ENSG00000167118,-0.00105389825355129
Macula,ENSG00000126062,-9.47784672220326e-05
Macula,ENSG00000157600,0.00372748212277839
Macula,ENSG00000181788,0.00136230589748609
Macula,ENSG00000022277,0.0065508120572467
Macula,hsa-miR-9-5p,0.00394315497590005
Macula,ENSG00000028528,0.00183401500353997
Macula,ENSG00000185347,0.00656112103806815
Macula,ENSG00000133318,0.000241656295181897
Macula,ENSG00000166821,0.00178264983942863
Macula,ENSG00000168778,0.00032022754940692
Macula,ENSG00000173894,-0.000834864550333208
Macula,ENSG00000170542,0.000753858701267513
Macula,hsa-miR-148b-3p,0.00146775976428477
Macula,ENSG00000186310,-0.00143658077565881
Macula,ENSG00000183837,-0.00185258639863694
Macula,ENSG00000116954,-0.00384649365276649
Macula,ENSG00000169871,0.00329119198813746
Macula,ENSG00000180720,0.00532377382601272
Macula,ENSG00000143443,-0.000218244552376887
Macula,ENSG00000104324,0.00771181580670998
Macula,ENSG00000089486,-0.00226605692165703
Macula,ENSG00000159164,0.00186965029776985
Macula,ENSG00000106105,-0.00726041383053176
Macula,ENSG00000177479,-0.0118356260240538
Macula,ENSG00000230831,0.00792255061738554
Macula,ENSG00000127554,-0.00115008030157266
Macula,ENSG00000154277,0.000670345279042742
Macula,ENSG00000183638,0.00193438472083809
Macula,ENSG00000101210,0.00211180833947186
Macula,ENSG00000031698,-0.0062383996344726
Macula,ENSG00000197921,0.000891806917499875
Macula,ENSG00000204310,0.000312167015337115
Macula,ENSG00000075415,0.000430575943995952
Macula,ENSG00000100307,0.00347445616599373
Macula,ENSG00000104419,0.00494239883626385
Macula,ENSG00000074201,0.00439889955355945
Macula,ENSG00000135272,0.00207740759523202
Macula,ENSG00000167065,0.0018582343130212
Macula,ENSG00000188316,0.00290199691180447
Macula,ENSG00000244112,0.00445828401443783
Macula,ENSG00000134440,1.24828214904234e-05
Macula,ENSG00000142784,-6.13003088159902e-05
Macula,ENSG00000225439,0.001270980421517
Macula,ENSG00000188786,0.00404478544020046
Macula,ENSG00000078808,-0.000509739418937364
Macula,ENSG00000164924,0.000215932807032889
Macula,ENSG00000147601,0.00764527037753699
Macula,ENSG00000148498,0.00252769368388193
Macula,ENSG00000172264,0.000181984559101264
Macula,ENSG00000108100,0.00128258820368808
Macula,ENSG00000213949,-0.00858669241464451
Macula,ENSG00000231754,-0.00219126285489549
Macula,ENSG00000232098,0.00962448065730325
Macula,ENSG00000204469,-0.000599691407352105
Macula,ENSG00000260257,-0.000213870586397561
Macula,ENSG00000172667,0.000855846904418755
Macula,ENSG00000140682,0.00134275386383238
Macula,ENSG00000160345,0.0118248224953295
Macula,ENSG00000158458,-0.00278230571330447
Macula,ENSG00000156603,-0.000233260954153357
Macula,ENSG00000256683,0.00266482082422421
Macula,ENSG00000215644,0.00775988181512372
Macula,ENSG00000103599,-0.0018230434510769
Macula,ENSG00000151320,0.00210720027532827
Macula,ENSG00000171735,-0.00272579466627147
Macula,ENSG00000227372,0.00202603383406761
Macula,ENSG00000164418,-0.0012415393956082
Macula,ENSG00000128590,-0.000394123941339883
Macula,ENSG00000147485,0.0104539494090506
Macula,hsa-let-7f-5p,0.0118281435688817
Macula,ENSG00000057757,0.00343907411094036
Macula,ENSG00000100441,0.00339773091045689
Macula,ENSG00000133195,-0.00396281280424844
Macula,ENSG00000180879,0.00357938156092755
Macula,ENSG00000271347,-0.000684384040523903
Macula,ENSG00000089234,0.00266411648167724
Macula,ENSG00000160256,-0.00282899310548916
Macula,ENSG00000226479,0.00501292594040136
Macula,ENSG00000111737,0.00136735692392461
Macula,ENSG00000204033,-0.000351698980809544
Macula,ENSG00000110987,-0.00158396938446901
Macula,ENSG00000137656,0.00390016831479169
Macula,ENSG00000026025,0.00235107076085193
Macula,ENSG00000181852,-0.000528381874411783
Macula,ENSG00000137575,-0.00274883603096269
Macula,ENSG00000182389,-0.00187542329014252
Macula,ENSG00000105953,-0.00177325129189399
Macula,ENSG00000102452,-0.00620942386802182
Macula,ENSG00000139053,0.00608434660441831
Macula,ENSG00000173473,0.00204264506929608
Macula,ENSG00000186462,0.00336171125268036
Macula,ENSG00000234028,0.0045782239102652
Macula,ENSG00000072657,-0.000983039301814356
Macula,ENSG00000035687,-0.000550038454412885
Macula,ENSG00000133069,-0.00270584516510332
Macula,ENSG00000177519,0.011905357660459
Macula,ENSG00000105767,-0.000962523107345856
Macula,ENSG00000109047,-0.000125725523447078
Macula,ENSG00000268043,0.00504416995190032
Macula,ENSG00000130340,-0.000169544415224238
Macula,ENSG00000176022,0.00261363468092464
Macula,ENSG00000075945,-9.69827329429944e-05
Macula,ENSG00000102882,0.000311489698890526
Macula,ENSG00000141002,-0.00188277556196473
Macula,ENSG00000141644,0.00123730771211154
Macula,ENSG00000167658,-0.00228361137980806
Macula,ENSG00000154511,-0.00166102885946873
Macula,ENSG00000172725,-0.00351318378795901
Macula,ENSG00000165023,-0.00492941319147229
Macula,ENSG00000268858,0.0026093919120178
Macula,ENSG00000063660,0.000919447491682788
Macula,ENSG00000204231,0.00794093904157113
Macula,ENSG00000111912,0.00190730642257418
Macula,ENSG00000152620,0.00115898724674912
Macula,ENSG00000173376,0.00594398511921096
Macula,ENSG00000267106,0.00315247863987719
Macula,ENSG00000177822,0.00676219541712028
Macula,ENSG00000103061,0.00349852309730881
Macula,ENSG00000119185,1.71422286671703e-06
Macula,ENSG00000041357,0.000741184908664698
Macula,ENSG00000138821,0.00250262688609965
Macula,ENSG00000154153,0.00126507050234574
Macula,ENSG00000167083,0.00428797255212259
Macula,hsa-miR-27b-3p,0.00348685755110236
Macula,ENSG00000020181,0.00247471865070808
Macula,ENSG00000116141,0.00285360776807759
Macula,ENSG00000213023,0.0009246366833027
Macula,ENSG00000115233,-0.00202454002763329
Macula,ENSG00000141367,0.000320228298122625
Macula,ENSG00000188523,0.00301246671519549
Macula,hsa-let-7a-5p,0.0100126887264197
Macula,ENSG00000175203,0.00134208480395794
Macula,ENSG00000027847,0.00330147581535255
Macula,ENSG00000164024,-0.00399057264939573
Macula,ENSG00000112339,-0.000174214154656692
Macula,ENSG00000260563,-0.00511082047085159
Macula,ENSG00000082497,0.00246303863442026
Macula,ENSG00000091490,-0.00270373065312898
Macula,ENSG00000196230,-0.00120851697164108
Macula,ENSG00000148225,0.000319029505292802
Macula,ENSG00000196092,0.00336588130790242
Macula,ENSG00000229922,0.00215920792108565
Macula,ENSG00000147614,0.00319694072773544
Macula,ENSG00000253716,0.00951353002121921
Macula,ENSG00000179869,0.0105411316596968
Macula,ENSG00000237686,-0.000579994537246925
Macula,hsa-miR-491-5p,0.00139346870352415
Macula,ENSG00000102401,0.00311747622616136
Macula,ENSG00000135842,-0.00682509117463029
Macula,ENSG00000175538,0.00359015182499074
Macula,ENSG00000134152,-0.000333603452591432
Macula,ENSG00000171763,0.00208172339944431
Macula,ENSG00000133961,0.0102667968612218
Macula,ENSG00000158793,0.000895517182013643
Macula,ENSG00000166188,-0.000832415779508527
Macula,ENSG00000177406,0.00370187074781283
Macula,ENSG00000011021,0.00110382118139926
Macula,ENSG00000138081,-0.00175183082805979
Macula,ENSG00000138759,0.000961949282721197
Macula,ENSG00000179978,-0.0147512458554405
Macula,ENSG00000198483,-0.00793646159031668
Macula,ENSG00000165630,0.00813387850136979
Macula,ENSG00000234187,9.77419105439336e-05
Macula,ENSG00000174238,-0.00258606228564169
Macula,ENSG00000122694,-0.00100077228996066
Macula,ENSG00000166681,-0.0004973590186116
Macula,ENSG00000120251,0.00391168155807482
Macula,ENSG00000137267,0.00109452003372173
Macula,ENSG00000147180,0.0032801088595618
Macula,ENSG00000097021,0.000498559673791926
Macula,ENSG00000172465,7.75959586483967e-05
Macula,ENSG00000187109,0.000991930925279941
Macula,hsa-miR-107,0.00118340730630738
Macula,ENSG00000125652,-0.00153910780536459
Macula,ENSG00000175582,0.00337519404110779
Macula,ENSG00000105963,-0.00183477215644114
Macula,ENSG00000167994,0.00371725520683027
Macula,ENSG00000102271,4.64875763156689e-05
Macula,ENSG00000185787,0.00267491552671905
Macula,ENSG00000088930,0.00522486613108743
Macula,ENSG00000139517,0.000237772336957997
Macula,ENSG00000153815,-0.00207984394243057
Macula,ENSG00000083812,0.000668049365559215
Macula,ENSG00000147044,0.000451893873127655
Macula,ENSG00000223797,-0.000499237382552069
Macula,ENSG00000104695,0.000299947255511113
Macula,ENSG00000138796,-0.0121433924106135
Macula,ENSG00000182185,0.00180723060277742
Macula,ENSG00000185920,0.00106342021670835
Macula,ENSG00000064607,-0.00425379365186586
Macula,ENSG00000139915,0.000690288148062597
Macula,ENSG00000137393,0.00185921958958341
Macula,ENSG00000142192,0.000604543249208206
Macula,ENSG00000157014,-0.00107283642714582
Macula,ENSG00000182963,-0.00224939761767734
Macula,ENSG00000087116,-0.00556792116432676
Macula,ENSG00000197879,-0.00100955931750419
Macula,ENSG00000170027,0.00268365024789928
Macula,ENSG00000161921,0.000752821048849715
Macula,ENSG00000176788,0.00354793735056382
Macula,ENSG00000185670,-0.00163086745133541
Macula,ENSG00000188191,0.000439959070475969
Macula,ENSG00000116704,0.00337689466251351
Macula,hsa-miR-486-3p,-0.000587647776397388
Macula,hsa-miR-486-5p,-0.000595423528102764
Macula,ENSG00000074696,-0.0100568097765307
Macula,ENSG00000111647,-0.00223535201176322
Macula,ENSG00000142686,-0.00041863051066983
Macula,ENSG00000162636,0.00207123218571914
Macula,hsa-miR-16-5p,-0.00193952574680764
Macula,ENSG00000138814,-0.00903369028531903
Macula,ENSG00000066697,-0.00360411034473803
Macula,ENSG00000137124,-0.000312176378852549
Macula,ENSG00000183475,0.00426511592723287
Macula,ENSG00000129654,0.00538747177493037
Macula,ENSG00000169918,-0.00151185237572294
Macula,ENSG00000132953,0.00453209368307763
Macula,ENSG00000215424,-0.00616281460246634
Macula,hsa-miR-2110,-0.00554632553107805
Macula,ENSG00000114948,0.00185481031274072
Macula,ENSG00000179915,0.00271175770891963
Macula,ENSG00000185900,0.00210432119086115
Macula,ENSG00000180938,-0.00136934500542821
Macula,ENSG00000173692,0.00188184471184744
Macula,ENSG00000113657,0.000193715439186864
Macula,ENSG00000225151,0.00438297738397861
Macula,ENSG00000106299,0.00010931362197844
Macula,ENSG00000130751,0.00099335130568932
Macula,ENSG00000167114,-0.00332902580204825
Macula,ENSG00000109929,0.00206474257894054
Macula,ENSG00000131941,0.00425300105087258
Macula,ENSG00000164506,-0.000436658980074049
Macula,ENSG00000010361,0.00288011670669715
Macula,ENSG00000277734,0.00020628020108592
Macula,ENSG00000261490,0.00350083390672389
Macula,ENSG00000166922,0.00265310112018013
Macula,ENSG00000155792,-0.000234416741255073
Macula,ENSG00000053254,0.00376234620266776
Macula,ENSG00000231064,-0.00228817676810708
Macula,ENSG00000060749,0.00568718416096604
Macula,ENSG00000175344,-0.00725451945802215
Macula,ENSG00000117748,5.81394933505386e-05
Macula,ENSG00000179456,0.00136873888814282
Macula,ENSG00000162368,0.000482665496041417
Macula,ENSG00000047644,-0.00330617842175721
Macula,ENSG00000134716,0.0037856557506268
Macula,ENSG00000136238,0.00264818143723697
Macula,ENSG00000215712,6.24830429586288e-05
Macula,ENSG00000266338,0.00125083919959511
Macula,ENSG00000266962,0.0118123867318154
Macula,ENSG00000278834,0.0010083201683764
Macula,ENSG00000121060,0.00239973776044276
Macula,hsa-miR-1185-5p,0.00263906298239122
Macula,ENSG00000107175,-0.000469442942833655
Macula,ENSG00000125144,0.00219610968612967
Macula,ENSG00000165443,0.00191880462341484
Macula,ENSG00000123064,0.000138728977961432
Macula,ENSG00000148110,0.00267133205874623
Macula,ENSG00000005075,0.00279017367741837
Macula,ENSG00000163083,0.00146679868796971
Macula,ENSG00000181873,0.00117734598859188
Macula,ENSG00000213424,-0.00203188237011587
Macula,ENSG00000235034,0.00170170188914509
Macula,ENSG00000101298,0.00247354890153913
Macula,ENSG00000140941,0.000378568422008254
Macula,ENSG00000163644,0.00176490453875387
Macula,ENSG00000188092,-0.00218581661053089
Macula,ENSG00000021300,0.000282027597542287
Macula,ENSG00000140326,0.000248529815170775
Macula,ENSG00000165914,-0.00131750619187039
Macula,ENSG00000120265,0.00303945041698453
Macula,ENSG00000103121,-0.00186539316639627
Macula,ENSG00000127914,0.00167280255492428
Macula,ENSG00000137692,-0.00234534431822252
Macula,ENSG00000100297,0.004190759034722
Macula,ENSG00000109452,0.0014563236164458
Macula,ENSG00000172346,-0.000215412350531098
Macula,ENSG00000136810,-0.00214761342928514
Macula,ENSG00000211854,0.00551481133150091
Macula,ENSG00000158457,-0.0036440044037417
Macula,ENSG00000232545,0.00579607802124115
Macula,ENSG00000254281,-0.00635064996389598
Macula,ENSG00000144713,-0.000303022491371743
Macula,ENSG00000188013,-0.000324355174218089
Macula,ENSG00000243696,0.000188294299678545
Macula,ENSG00000187398,0.00263786864020886
Macula,ENSG00000275832,-0.00240944362335836
Macula,ENSG00000213246,0.013026043998715
Macula,ENSG00000111058,0.00687460598507814
Macula,ENSG00000103479,0.00136605363398245
Macula,ENSG00000162852,0.000457238766918988
Macula,ENSG00000182118,-0.00290248050660526
Macula,ENSG00000164983,0.0029990902689847
Macula,ENSG00000095303,0.00314161567936934
Macula,ENSG00000101811,0.0105376443470041
Macula,ENSG00000228409,-0.00529473791423775
Macula,ENSG00000274627,-0.00506952956189692
Macula,ENSG00000151388,0.00690367069255677
Macula,ENSG00000172461,0.00165488745942167
Macula,ENSG00000099326,-0.000622599783007332
Macula,ENSG00000103852,0.00395608715751477
Macula,ENSG00000138018,0.00160564467060859
Macula,ENSG00000166337,0.00339497525732596
Macula,ENSG00000170927,0.000258809472244892
Macula,ENSG00000179698,0.00658952785846131
Macula,ENSG00000103489,0.00303553711152331
Macula,ENSG00000143575,0.00325806356975894
Macula,ENSG00000164967,-0.00355988153834676
Macula,ENSG00000138769,0.000456172663730917
Macula,ENSG00000274253,-0.00325266705778305
Macula,ENSG00000103647,-0.00344052148768797
Macula,ENSG00000144792,-0.00210836718340027
Macula,ENSG00000122733,0.00255183107831452
Macula,ENSG00000184307,-0.00209893434505837
Macula,ENSG00000149179,0.000861915773126323
Macula,ENSG00000223459,-0.00335186160894893
Macula,ENSG00000085832,-0.00407532923574435
Macula,ENSG00000122545,0.00391700118073014
Macula,ENSG00000143303,-0.000766469729641219
Macula,ENSG00000119782,0.000935381852096023
Macula,ENSG00000123240,0.0038746213011233
Macula,ENSG00000149557,0.00120719104712085
Macula,ENSG00000154262,-0.00626414157706559
Macula,ENSG00000101489,0.00366458462490376
Macula,ENSG00000134324,0.00237350097526398
Macula,ENSG00000174652,0.00327510644635428
Macula,ENSG00000188938,-0.00120775528937394
Macula,ENSG00000101346,-0.00371333968899519
Macula,ENSG00000127418,0.00666614088922513
Macula,hsa-miR-146b-5p,0.00569487229107719
Macula,ENSG00000155099,-0.000809809340099693
Macula,ENSG00000167996,-4.69184729919524e-05
Macula,ENSG00000169252,0.000426930543122364
Macula,ENSG00000075213,0.000608521838182832
Macula,ENSG00000114784,0.000876782892276787
Macula,ENSG00000139910,0.00296417582910229
Macula,ENSG00000151693,0.000403501382112806
Macula,ENSG00000109790,-0.00278884067161359
Macula,ENSG00000113318,0.00219105915211432
Macula,ENSG00000162600,0.00024658433502665
Macula,ENSG00000153902,0.00180282992544014
Macula,ENSG00000178538,-0.00846743914926874
Macula,ENSG00000054392,0.00721739364314105
Macula,ENSG00000260855,0.00280270113617726
Macula,hsa-miR-140-3p,-0.000566061469203874
Macula,hsa-miR-152-3p,0.00273899511806451
Macula,ENSG00000114742,0.00797662043702211
Macula,ENSG00000125868,0.00179623420465659
Macula,ENSG00000283236,0.00753435924308088
Macula,ENSG00000117242,-0.000706633150002352
Macula,ENSG00000135917,-0.00261586672600122
Macula,ENSG00000198932,-0.00165585949439259
Macula,ENSG00000205155,0.00205669961780279
Macula,ENSG00000211845,0.00357972343390609
Macula,ENSG00000268006,-7.30784136452874e-05
Macula,ENSG00000175970,0.00467411077864309
Macula,ENSG00000135506,-0.00304125578357458
Macula,ENSG00000145700,0.00535866296144359
Macula,ENSG00000137522,-0.000568948700203709
Macula,ENSG00000142798,0.00316287300872971
Macula,ENSG00000197694,0.00103595757809895
Macula,ENSG00000198513,0.00194926731409768
Macula,ENSG00000110455,0.00646322471602675
Macula,ENSG00000113522,0.00145949413551693
Macula,ENSG00000159248,0.00440590424459281
Macula,ENSG00000111664,0.00105001361164253
Macula,ENSG00000240288,0.000298898875692634
Macula,ENSG00000125686,0.00453547501053022
Macula,ENSG00000136404,0.000149803020877575
Macula,ENSG00000047249,-0.00207099540018765
Macula,ENSG00000197977,0.00187550512334692
