sample_site,ensemblID,beta
Macula,ENSG00000058262,0.00272986673128057
Macula,ENSG00000114019,-0.00369098345511368
Macula,ENSG00000232450,-0.00187762792029069
Macula,hsa-miR-95-3p,0.00316885357863229
Macula,ENSG00000087263,-0.00390755926655984
Macula,ENSG00000165323,0.00202100298848776
Macula,ENSG00000171316,-0.00165492572265077
Macula,ENSG00000197971,-0.000327294926648399
Macula,ENSG00000155966,-0.00217776430730383
Macula,ENSG00000004660,-0.00251396270079937
Macula,ENSG00000155530,0.00217253378396033
Macula,ENSG00000204366,-0.00102571063073368
Macula,ENSG00000130544,0.00186137997631331
Macula,ENSG00000130640,0.000417025335148349
Macula,ENSG00000136986,-0.000598159760804413
Macula,ENSG00000198689,0.00174991267067546
Macula,ENSG00000169116,0.00141098860703017
Macula,ENSG00000129625,0.00146585922905765
Macula,ENSG00000136732,0.00220471522697947
Macula,ENSG00000274642,-0.00647927841687037
Macula,ENSG00000087460,0.00174667566752258
Macula,ENSG00000103966,5.67905351275708e-05
Macula,ENSG00000006740,0.00174715814199907
Macula,ENSG00000105583,0.00369547956309086
Macula,ENSG00000085415,-0.00220741545858866
Macula,ENSG00000159733,-0.00659657402528774
Macula,ENSG00000168263,-0.000871037736408077
Macula,ENSG00000101222,0.00188133372244013
Macula,ENSG00000166913,0.00248503891683276
Macula,ENSG00000186350,0.00180607013342724
Macula,ENSG00000144647,-0.000508066296118743
Macula,ENSG00000184260,0.000514125508910041
Macula,ENSG00000113296,0.00496217709064514
Macula,ENSG00000115419,0.000689045257593013
Macula,ENSG00000153250,0.00240635558225001
Macula,ENSG00000233930,-0.00405341746122759
Macula,ENSG00000273137,0.00151801694548618
Macula,ENSG00000130165,0.00223505401230352
Macula,ENSG00000130313,0.00120832460546637
Macula,ENSG00000103187,0.00332300357668594
Macula,ENSG00000106263,0.00999967277591456
Macula,ENSG00000135452,-0.00453229873056066
Macula,ENSG00000101134,0.000799483263928584
Macula,ENSG00000123552,-0.00233252612879004
Macula,ENSG00000065923,0.000571617753701139
Macula,ENSG00000117691,0.00841474510014332
Macula,ENSG00000170385,0.00033640046167007
Macula,ENSG00000113327,-0.00166106985446937
Macula,ENSG00000177600,-9.14913261019527e-06
Macula,hsa-miR-22-5p,-0.00140130093624901
Macula,ENSG00000160145,-0.000816030610402157
Macula,ENSG00000115310,0.00279412829406191
Macula,ENSG00000134569,-6.35644487626201e-06
Macula,ENSG00000168092,0.00113850531328345
Macula,ENSG00000277443,0.00186301890992243
Macula,ENSG00000102024,0.00500038373303129
Macula,ENSG00000132639,0.00128494953312369
Macula,ENSG00000163251,0.00417663005219349
Macula,ENSG00000172005,0.00263484436619296
Macula,ENSG00000081913,0.00656922807959894
Macula,ENSG00000211862,0.00397994429192435
Macula,ENSG00000224870,8.54539356737256e-05
Macula,ENSG00000145824,-0.0112864615425325
Macula,ENSG00000165338,-0.000219707710244568
Macula,ENSG00000269837,0.00199324364836602
Macula,ENSG00000148948,0.000552653837243149
Macula,ENSG00000178922,0.00306346504102578
Macula,ENSG00000106638,-0.00290192721454119
Macula,ENSG00000148429,0.00938154027610989
Macula,ENSG00000104388,0.00098909157856261
Macula,ENSG00000177030,-0.00131724205196708
Macula,ENSG00000196381,0.00412773913436659
Macula,ENSG00000047457,0.00114178443292539
Macula,ENSG00000107882,-0.00209570693891514
Macula,ENSG00000146112,-0.00171380564677214
Macula,ENSG00000213064,0.000279547246492648
Macula,ENSG00000067191,8.86954027319823e-05
Macula,ENSG00000091732,0.00305211868963304
Macula,ENSG00000126947,-0.00220400213691414
Macula,ENSG00000162631,-0.00263197925488836
Macula,ENSG00000141279,-0.00329995648491301
Macula,ENSG00000156642,-0.00223424332336861
Macula,ENSG00000114646,-0.00305060817914801
Macula,ENSG00000119718,-0.00559918583634589
Macula,ENSG00000121579,-0.00127662869910405
Macula,ENSG00000273301,-0.00141430397754004
Macula,ENSG00000183150,-0.00276968879262877
Macula,ENSG00000112137,0.00258593710555439
Macula,ENSG00000184634,0.0029318986836185
Macula,ENSG00000184939,0.000292679030100585
Macula,ENSG00000269896,-0.000687953215440452
Macula,hsa-miR-335-3p,0.00570452624747707
Macula,ENSG00000086289,0.00257102174423859
Macula,ENSG00000105270,0.00246745290352355
Macula,ENSG00000162989,0.00207612190498142
Macula,ENSG00000102032,-0.00170867433802338
Macula,ENSG00000177337,-1.02904913317937e-05
Macula,ENSG00000156958,0.0039070005939508
Macula,ENSG00000001497,0.00646108260318517
Macula,ENSG00000119729,0.000374204803916682
Macula,ENSG00000183111,0.00538346060683257
Macula,ENSG00000165410,0.000445215796492065
Macula,ENSG00000172889,-0.00162643461659701
Macula,ENSG00000067606,-0.00107076880522882
Macula,ENSG00000185666,0.00351991335568323
Macula,ENSG00000213626,0.00308054431029792
Macula,ENSG00000235961,0.0013210696999481
Macula,ENSG00000165209,-0.000394554667404011
Macula,ENSG00000109171,0.00374323394933797
Macula,ENSG00000148408,-0.000671214852593748
Macula,ENSG00000262312,-0.00288407907948415
Macula,ENSG00000259768,0.00162198817363624
Macula,ENSG00000135749,0.000982160080905214
Macula,ENSG00000166831,0.00260837902334547
Macula,ENSG00000138834,0.00129808818530775
Macula,ENSG00000051009,-0.0011457674381498
Macula,ENSG00000157911,0.00314602734270295
Macula,ENSG00000162545,0.00199365454919914
Macula,ENSG00000164898,0.00216506305913307
Macula,ENSG00000182752,-0.000447356965243329
Macula,ENSG00000243406,0.00246436031375977
Macula,ENSG00000049769,-0.00433324495502643
Macula,ENSG00000163082,0.0107867435068504
Macula,ENSG00000139131,0.000280930405476834
Macula,ENSG00000144460,-0.00259380411342231
Macula,ENSG00000187778,-0.00129156116630906
Macula,ENSG00000144591,0.00714877510130793
Macula,ENSG00000133958,-0.000624488895265191
Macula,ENSG00000087095,-0.00235021591468511
Macula,ENSG00000139974,-0.0011324885589075
Macula,ENSG00000201098,0.00270789453582234
Macula,ENSG00000279576,-0.00509702946483056
Macula,ENSG00000138472,0.00522148594750966
Macula,ENSG00000159307,-0.00485159290921192
Macula,ENSG00000283108,0.00462031311098844
Macula,ENSG00000105223,0.00256470663501333
Macula,ENSG00000278867,-0.00851094054431881
Macula,ENSG00000057657,0.00417711707024544
Macula,ENSG00000180370,-0.00997610614584339
Macula,ENSG00000100842,-5.51012117924669e-05
Macula,ENSG00000104450,-0.00290093586806218
Macula,ENSG00000130304,-0.00263904862190597
Macula,ENSG00000144589,0.00420025099697394
Macula,ENSG00000172638,0.00479449781287529
Macula,ENSG00000170075,0.00346916837224137
Macula,ENSG00000113845,-0.000101616717997864
Macula,ENSG00000161996,0.000166639421514843
Macula,ENSG00000198865,0.00522823429638352
Macula,ENSG00000271959,0.00212329193535029
Macula,ENSG00000106976,-0.00023041479567927
Macula,ENSG00000174292,-0.000705673640034723
Macula,ENSG00000100058,0.00807993433618962
Macula,ENSG00000159267,-0.0109327882147454
Macula,ENSG00000133424,0.00150521200880123
Macula,ENSG00000166147,-0.00283932873914494
Macula,ENSG00000142546,0.00293326114774162
Macula,ENSG00000196421,0.00280797482079327
Macula,ENSG00000213676,-0.00142047787471548
Macula,ENSG00000165078,0.00646012635127837
Macula,ENSG00000053747,0.000792719070192439
Macula,ENSG00000149292,0.00493480650356189
Macula,ENSG00000131386,0.00616588551971279
Macula,ENSG00000139644,-0.00201526984311631
Macula,ENSG00000007545,-6.40995418366684e-05
Macula,ENSG00000187479,0.000261999676854907
Macula,ENSG00000064115,-0.00360593798361221
Macula,ENSG00000100865,-0.00255590850665919
Macula,ENSG00000185105,0.00105076202231167
Macula,ENSG00000115267,0.00593908533528388
Macula,ENSG00000131437,0.00352447788900124
Macula,ENSG00000168461,0.00183744104466708
Macula,ENSG00000238105,-0.000853706903148424
Macula,ENSG00000112667,-0.000205290725414317
Macula,ENSG00000162188,0.00382128727697719
Macula,ENSG00000236609,0.00164536006445852
Macula,ENSG00000242372,0.00775843841293349
Macula,hsa-miR-197-3p,-0.00303680851200292
Macula,ENSG00000038945,0.00501035605518875
Macula,ENSG00000068615,0.00150324194887091
Macula,ENSG00000132470,0.00194157087878625
Macula,ENSG00000253001,0.00529340595670461
Macula,ENSG00000255468,-5.9935780434805e-05
Macula,hsa-let-7b-5p,0.00998698513677287
Macula,ENSG00000167384,0.0064393530077
Macula,ENSG00000182718,0.00133174549484257
Macula,ENSG00000189223,0.00546190207698094
Macula,ENSG00000166024,-0.000366837943658752
Macula,ENSG00000164953,0.000765374615722171
Macula,ENSG00000214776,0.00613007600237215
Macula,ENSG00000279146,-0.00413039841208899
Macula,ENSG00000079459,-0.000848973760256824
Macula,ENSG00000100105,-0.0038103617366326
Macula,ENSG00000132692,0.00163154647186913
Macula,ENSG00000187764,-0.00409221321354294
Macula,ENSG00000108671,-0.00197344761999947
Macula,ENSG00000143633,-0.00704750990207371
Macula,ENSG00000168785,-0.00593390754851511
Macula,ENSG00000172766,-0.00344320819265658
Macula,ENSG00000111726,0.0026240010380173
Macula,ENSG00000198736,0.00267445881241547
Macula,ENSG00000118707,-0.00285509120566734
Macula,ENSG00000177570,-0.00130830096478664
Macula,ENSG00000072736,0.000720743924232292
Macula,ENSG00000113328,-0.000984168554373355
Macula,ENSG00000153317,0.000784601549475391
Macula,ENSG00000171033,0.00359963485517689
Macula,ENSG00000233178,-0.00352802957719096
Macula,ENSG00000003249,0.00198923367635659
Macula,ENSG00000176463,0.00301214003398649
Macula,ENSG00000204071,0.00390521967161472
Macula,ENSG00000272391,0.00767180760261927
Macula,ENSG00000112599,0.00263242123759989
Macula,ENSG00000132819,0.00176418700877285
Macula,ENSG00000172031,0.0019517957192095
Macula,ENSG00000103549,-0.000585989525512924
Macula,ENSG00000128602,0.00396736391508269
Macula,ENSG00000173214,0.000109116556872963
Macula,ENSG00000120333,0.00451905015310806
Macula,ENSG00000157514,0.0003799859181968
Macula,ENSG00000072041,-9.52387898922951e-05
Macula,ENSG00000111052,0.00233314776463678
Macula,ENSG00000138031,0.00248865649825927
Macula,ENSG00000168014,-0.000184397493383254
Macula,ENSG00000204103,0.00303469535378681
Macula,ENSG00000142534,0.00177174835736839
Macula,ENSG00000151229,0.000601684102092589
Macula,ENSG00000244165,0.00886726665205895
Macula,ENSG00000079156,0.00163891364057751
Macula,ENSG00000130244,0.00581073736741607
Macula,ENSG00000116213,-0.00134019131579102
Macula,ENSG00000121297,-0.00288103770634519
Macula,ENSG00000130818,0.00822625801765924
Macula,ENSG00000156011,0.00298415492741141
Macula,ENSG00000175564,0.00117156758772804
Macula,ENSG00000166780,0.00271198815328977
Macula,ENSG00000260572,0.00146569450018885
Macula,hsa-miR-149-5p,0.00352458837815276
Macula,ENSG00000153896,0.00130258504305768
Macula,ENSG00000165152,0.00201673849089523
Macula,ENSG00000198336,0.00673635250984458
Macula,ENSG00000173706,-0.00106875820652585
Macula,ENSG00000115307,0.00319687189003663
Macula,ENSG00000134779,0.00216565029816133
Macula,ENSG00000279145,-0.00435349629436718
Macula,ENSG00000062370,0.00613091380182928
Macula,ENSG00000178209,0.000850894944641002
Macula,ENSG00000270021,-0.000158225040165147
Macula,ENSG00000131508,0.000486855883184628
Macula,ENSG00000141040,0.00216417276579615
Macula,ENSG00000157087,0.00165897064074538
Macula,ENSG00000269054,-0.000888029649556206
Macula,ENSG00000141505,-0.00496337846328005
Macula,ENSG00000143819,-0.000380966902826242
Macula,ENSG00000196152,-0.000715644192986249
Macula,ENSG00000197601,0.000844576851999032
Macula,ENSG00000116675,0.000683147730807572
Macula,ENSG00000188573,-6.05736233606487e-05
Macula,ENSG00000084628,0.00171496833204658
Macula,ENSG00000147475,-0.000626824752020484
Macula,ENSG00000164209,0.00369899816735382
Macula,ENSG00000187189,0.000230292952351646
Macula,ENSG00000250159,0.00349755054612283
Macula,ENSG00000267221,0.00174243789686184
Macula,ENSG00000048545,0.000523677127262876
Macula,ENSG00000106772,0.00127738281047082
Macula,hsa-miR-224-5p,0.00123331811989397
Macula,ENSG00000094916,-0.00418829230532675
Macula,ENSG00000108654,-0.00672407614099115
Macula,ENSG00000162543,-0.00339735956998336
Macula,ENSG00000159753,0.00190445418912019
Macula,ENSG00000273702,-0.002687541230751
Macula,ENSG00000064933,-0.00368345335045853
Macula,ENSG00000137947,0.00716934241341499
Macula,ENSG00000273014,-0.000353469655383618
Macula,ENSG00000169567,0.00190395013095541
Macula,ENSG00000164172,-1.42765201159244e-05
Macula,ENSG00000170776,0.00629047830429881
Macula,ENSG00000275223,0.00757876249179672
Macula,ENSG00000174749,-0.00482822407620891
Macula,ENSG00000103018,-0.00239235554723654
Macula,ENSG00000154027,-0.00607865843011258
Macula,ENSG00000188921,0.00557648408859609
Macula,ENSG00000119487,0.00218930682544039
Macula,ENSG00000164128,-0.0105936856975732
Macula,ENSG00000150722,0.00307460274614667
Macula,ENSG00000126247,0.00564745578029436
Macula,ENSG00000154556,0.00093177539570276
Macula,ENSG00000204130,-0.00385122459510496
Macula,ENSG00000239779,0.0049883833394392
Macula,ENSG00000156875,0.00380537903137151
Macula,ENSG00000175395,-0.00159772360386712
Macula,ENSG00000108960,-0.0103834322899882
Macula,ENSG00000101460,-0.00501573642494326
Macula,ENSG00000106615,-4.16630267681022e-05
Macula,ENSG00000147231,-0.00342114602781865
Macula,ENSG00000178796,0.00768343574919097
Macula,ENSG00000198924,0.0055309198255133
Macula,ENSG00000117461,-0.00257816221033638
Macula,ENSG00000163646,0.00124069291134893
Macula,ENSG00000163638,-0.00756684219862486
Macula,ENSG00000156697,0.00435383806257833
Macula,ENSG00000212123,0.00141511083984173
Macula,ENSG00000105127,-0.00655302850375984
Macula,ENSG00000160753,0.0013526808779309
Macula,ENSG00000197535,0.00339359079193315
Macula,ENSG00000171132,-0.0028070970193958
Macula,ENSG00000140374,-0.00147629943837439
Macula,ENSG00000173905,0.00310507392611052
Macula,ENSG00000188488,0.00570555365843743
Macula,ENSG00000117133,0.00712097017738838
Macula,ENSG00000140577,-0.00334758309262109
Macula,ENSG00000174514,-0.00460689791691996
Macula,ENSG00000128245,0.00277662525317768
Macula,ENSG00000160209,-0.000624766911799433
Macula,ENSG00000260196,-0.000101091818916092
Macula,ENSG00000082701,0.00326159117289016
Macula,ENSG00000198920,-0.00252825390289658
Macula,ENSG00000234684,0.00382150883167001
Macula,ENSG00000255150,0.00547869073463049
Macula,ENSG00000090612,0.00322953014858294
Macula,ENSG00000214652,0.0109113688636723
Macula,ENSG00000166987,0.00127182144537614
Macula,ENSG00000149972,0.00347275958919705
Macula,ENSG00000155893,-0.00214069893346611
Macula,ENSG00000142168,-0.000988057073998768
Macula,ENSG00000152229,0.00287258999630479
Macula,ENSG00000119711,0.0011247882733091
Macula,ENSG00000162426,-0.00136856507186884
Macula,ENSG00000165782,-0.00329066185185036
Macula,ENSG00000176293,-0.000547284713893606
Macula,ENSG00000281501,-0.00406051004964771
Macula,ENSG00000272831,0.00120315587929797
Macula,ENSG00000134982,0.00395618918689651
Macula,ENSG00000184992,0.00329427084501949
Macula,ENSG00000153140,0.00485108856798108
Macula,ENSG00000177685,-0.00150376218226417
Macula,ENSG00000225179,0.00524383439922051
Macula,ENSG00000079462,-0.00543135923067171
Macula,ENSG00000103035,0.00216303282659749
Macula,ENSG00000139174,5.82126188192128e-05
Macula,ENSG00000160972,-0.0040111376372779
Macula,ENSG00000048052,0.00111591970852278
Macula,ENSG00000131724,0.00561902013128466
Macula,ENSG00000198417,-0.000135885748124857
Macula,ENSG00000275714,0.00543503855405748
Macula,ENSG00000079337,0.00166683460016017
Macula,ENSG00000132773,-0.000649438972077431
Macula,ENSG00000157193,0.00154735422045912
Macula,ENSG00000204842,-0.00466377423708144
Macula,ENSG00000211846,0.00173780075037016
Macula,ENSG00000210082,0.00449024456479552
Macula,ENSG00000166860,-0.00109952376117219
Macula,ENSG00000090470,0.0110087320906557
Macula,ENSG00000121964,0.00274662814967082
Macula,ENSG00000203993,0.00542246923001988
Macula,ENSG00000230513,-0.000627712058429423
Macula,ENSG00000279948,-0.00427912225381918
Macula,ENSG00000112406,0.00148550364408778
Macula,ENSG00000119408,0.00268330056941986
Macula,ENSG00000183780,0.00246701755175088
Macula,ENSG00000197858,-0.00303108394445797
Macula,ENSG00000005810,0.00426941495023035
Macula,ENSG00000101384,-0.00206236806176137
Macula,ENSG00000188783,0.0040801663011566
Macula,ENSG00000211857,0.000518619804242996
Macula,ENSG00000154274,0.00442330205779987
Macula,ENSG00000173611,-3.22820266286135e-05
Macula,ENSG00000073614,0.00159326310983255
Macula,ENSG00000148468,-0.00149137466488319
Macula,ENSG00000179222,0.000479063576311999
Macula,ENSG00000196074,0.00360383092891257
Macula,ENSG00000111490,-0.000199198159176449
Macula,ENSG00000112759,-0.00249337894933159
Macula,ENSG00000048540,0.002096956297509
Macula,ENSG00000105939,0.00117451861778033
Macula,ENSG00000123415,-0.00498697837129485
Macula,ENSG00000162494,-0.000886508870930988
Macula,ENSG00000274349,0.000728913854015362
Macula,ENSG00000138660,0.00267392923366246
Macula,ENSG00000179954,0.00398758153523664
Macula,ENSG00000264364,0.00447772781036956
Macula,ENSG00000189067,0.00292204638806712
Macula,ENSG00000224223,-0.00214979742679189
Macula,ENSG00000134108,0.00135413292879989
Macula,ENSG00000147874,0.0037823168990981
Macula,ENSG00000172830,0.00194036020133115
Macula,ENSG00000181588,0.00346665322113466
Macula,ENSG00000182179,0.00419004670050303
Macula,ENSG00000029534,0.00113919259644428
Macula,ENSG00000072135,0.00327293760337794
Macula,ENSG00000147789,-0.00170577760390731
Macula,ENSG00000171587,0.000255445774069633
Macula,ENSG00000177990,-0.000332957080809139
Macula,ENSG00000244701,0.00840169487311418
Macula,ENSG00000136813,-0.000810978583255984
Macula,ENSG00000143106,-0.00762877051799769
Macula,ENSG00000164930,-0.0019145049147934
Macula,ENSG00000170291,0.000852299344067896
Macula,ENSG00000101098,0.00367203837092254
Macula,ENSG00000108469,-0.000334481601870888
Macula,ENSG00000115661,0.00326698929373143
Macula,ENSG00000156795,0.00142159327559633
Macula,ENSG00000231856,0.00314127452721341
Macula,ENSG00000164796,-0.00454941882849413
Macula,ENSG00000119699,0.00379263586989332
Macula,ENSG00000122711,-0.00152038277359853
Macula,ENSG00000087085,-0.000400913913657445
Macula,ENSG00000100239,-0.000109725883695001
Macula,ENSG00000078328,0.00348646748085639
Macula,ENSG00000147883,-0.000628630980847051
Macula,ENSG00000162461,0.00585434831417928
Macula,ENSG00000198876,-0.000357887288165846
Macula,ENSG00000148541,1.25057713484359e-05
Macula,ENSG00000153113,0.00298057990788453
Macula,ENSG00000255121,-0.00493199795680936
Macula,ENSG00000068383,0.00167385631538388
Macula,ENSG00000138162,-2.04263603355291e-05
Macula,ENSG00000064763,0.00350332658591104
Macula,ENSG00000198730,0.00310577081224139
Macula,ENSG00000085871,-0.000793176371028899
Macula,ENSG00000096401,0.00409740237619893
Macula,ENSG00000108106,0.00143151290505751
Macula,ENSG00000178127,-0.00637036352519033
Macula,ENSG00000129675,0.00295331872691684
Macula,ENSG00000143507,-0.00349259923941364
Macula,ENSG00000166974,0.00364027232628528
Macula,ENSG00000172954,0.00615242026127952
Macula,ENSG00000085276,-0.00750571099239061
Macula,ENSG00000125995,0.00147742890378712
Macula,ENSG00000128791,-0.0025225038065916
Macula,ENSG00000172292,0.00345960868999421
Macula,ENSG00000204706,-0.00659746127656581
Macula,ENSG00000116133,0.000433123315399856
Macula,ENSG00000237515,0.00125769478077392
Macula,ENSG00000079335,0.00451841599555371
Macula,ENSG00000186231,-0.000654986427768335
Macula,ENSG00000197747,0.000496793886364773
Macula,ENSG00000147687,-0.00241035374795776
Macula,ENSG00000154319,0.00633215426848992
Macula,ENSG00000168612,-0.00334849679248239
Macula,ENSG00000267041,0.00878571883100625
Macula,ENSG00000089351,-0.00121761363431605
Macula,ENSG00000095777,0.00322976553068482
Macula,ENSG00000122779,-9.58590773493606e-05
Macula,ENSG00000181378,-0.00153001213644103
Macula,ENSG00000137073,0.00701013033048897
Macula,ENSG00000011143,0.00147711079810957
Macula,ENSG00000110900,0.00881097984958703
Macula,ENSG00000211850,-0.000157859737038283
Macula,ENSG00000232995,0.00575458309080612
Macula,ENSG00000124596,0.00395138021300565
Macula,ENSG00000127125,-0.00114387175027826
Macula,ENSG00000153310,0.00207350544966204
Macula,ENSG00000197872,0.00149548084269678
Macula,ENSG00000214655,0.00222448198226226
Macula,hsa-miR-409-5p,0.00445375549183653
Macula,ENSG00000067596,-0.00298651658184335
Macula,ENSG00000269834,0.00174355196815544
Macula,ENSG00000134594,-0.000717915777858912
Macula,ENSG00000198840,0.00656035032179694
Macula,ENSG00000052841,0.00822090133493992
Macula,ENSG00000157693,-0.0066692157261154
Macula,ENSG00000134684,-0.0053804881231298
Macula,ENSG00000067560,0.00236693015682122
Macula,ENSG00000111077,0.00195702557559631
Macula,ENSG00000141756,0.00105284217237577
Macula,ENSG00000203879,0.00396858153224545
Macula,ENSG00000113734,0.00323836144957499
Macula,ENSG00000141736,-0.00105125772551276
Macula,ENSG00000162434,0.0022323404544805
Macula,ENSG00000180488,-0.00261969998061061
Macula,ENSG00000181472,0.000846201542157563
Macula,ENSG00000188315,0.00406715514536589
Macula,hsa-miR-30e-5p,0.00161840366487073
Macula,ENSG00000079950,0.00214697123169237
Macula,ENSG00000140406,0.00040367551168526
Macula,ENSG00000139800,0.00153788146202093
Macula,ENSG00000152642,0.00865783448087214
Macula,ENSG00000110921,-0.00198684179984777
Macula,ENSG00000129244,-0.00248361897495962
Macula,ENSG00000135828,0.00885735337012154
Macula,ENSG00000136997,-0.00364330162734975
Macula,ENSG00000146006,0.00187458854979386
Macula,ENSG00000150093,-0.00211624889346258
Macula,ENSG00000116871,0.00156335644709735
Macula,ENSG00000149743,0.00270799537604049
Macula,ENSG00000108523,0.000335566094508129
Macula,ENSG00000113552,0.000402144158180537
Macula,ENSG00000138030,-0.00137025689043705
Macula,ENSG00000148985,0.00497934481391646
Macula,ENSG00000008056,0.00477389352542816
Macula,ENSG00000147383,-0.00215010490946744
Macula,ENSG00000175224,0.00444025420812941
Macula,ENSG00000197102,0.00214843411772092
Macula,hsa-miR-145-5p,-0.00269823721881734
Macula,ENSG00000279253,0.00614486747741379
Macula,ENSG00000121871,-0.00182783710832535
Macula,ENSG00000151834,-0.000986817758059161
Macula,ENSG00000143353,0.00611013107773248
Macula,ENSG00000119048,-0.00827478431712727
Macula,ENSG00000080709,0.00176622232771354
Macula,ENSG00000170558,-0.000439641795525512
Macula,ENSG00000104231,-0.00289712598632915
Macula,ENSG00000176225,0.000938505965160607
Macula,ENSG00000185238,-0.00461460680350939
Macula,ENSG00000062822,-0.000732679320326802
Macula,ENSG00000132938,-0.00248439799646316
Macula,ENSG00000140598,0.00419708994791343
Macula,ENSG00000163961,-0.000504712648933864
Macula,ENSG00000069812,0.00149911318634266
Macula,ENSG00000103248,0.000209040562664817
Macula,ENSG00000168959,-0.00374480611814467
Macula,ENSG00000116898,-0.000144614535577703
Macula,ENSG00000162244,-0.000182995621916688
Macula,ENSG00000233012,0.0017194339503237
Macula,ENSG00000236104,-0.00385895217272227
Macula,ENSG00000126950,0.00128112364472989
Macula,ENSG00000113580,-0.00115975198643753
Macula,ENSG00000123545,-0.00457738649880916
Macula,ENSG00000127526,0.00417444800457639
Macula,ENSG00000228794,0.00283272265083512
Macula,ENSG00000116977,0.00355904132809961
Macula,ENSG00000136709,0.00213435658529117
Macula,ENSG00000149654,0.00934017713287268
Macula,ENSG00000117751,-0.00359010739747056
Macula,ENSG00000160360,-0.00332116804425411
Macula,ENSG00000178573,0.00843419327473539
Macula,ENSG00000197496,-0.000456517109622906
Macula,hsa-let-7c-5p,0.00921286629381024
Macula,ENSG00000168824,0.00226820240510731
Macula,ENSG00000182040,0.00318769957461441
Macula,ENSG00000132872,0.00184330366575095
Macula,ENSG00000244731,-0.00103737669487585
Macula,ENSG00000092330,0.0031720794103601
Macula,ENSG00000227671,0.00431019198703639
Macula,ENSG00000242808,-0.00215072213102081
Macula,ENSG00000100276,0.00536027567518683
Macula,ENSG00000197136,-0.00121865982482372
Macula,ENSG00000120675,0.00124096151340794
Macula,ENSG00000153814,0.00384137378880751
Macula,ENSG00000170175,-0.000636928991778018
Macula,ENSG00000259495,0.00122714997900539
Macula,ENSG00000007168,0.00314230538709782
Macula,ENSG00000237984,0.002336300837668
Macula,ENSG00000043591,-0.00250772812437323
Macula,ENSG00000137574,-0.000436642452413404
Macula,ENSG00000197748,-0.000529119753605206
Macula,ENSG00000065154,0.00416994349132818
Macula,ENSG00000146433,-0.00148666198710974
Macula,ENSG00000166963,0.00281123162833969
Macula,ENSG00000182700,0.00283591042537993
Macula,ENSG00000196576,0.00219861065817912
Macula,ENSG00000250722,0.00376081348129001
Macula,ENSG00000153904,0.0047260147375155
Macula,ENSG00000179271,0.00822089626184999
Macula,ENSG00000228474,0.00393192969267233
Macula,ENSG00000126705,-0.000316096370301676
Macula,ENSG00000157184,-0.00292148460708789
Macula,ENSG00000184216,0.00220087227557104
Macula,ENSG00000080189,0.00343649044803551
Macula,ENSG00000163288,0.00159674613609545
Macula,ENSG00000274523,-0.00260096918039978
Macula,ENSG00000176720,-0.00282889486402412
Macula,ENSG00000119403,0.000617579791689196
Macula,ENSG00000253771,0.00697864293260235
Macula,ENSG00000255330,4.45748877256876e-05
Macula,ENSG00000118200,0.00420845882116315
Macula,ENSG00000168795,0.00138162590373919
Macula,ENSG00000235711,0.00402886059072511
Macula,ENSG00000250280,0.00584374105020256
Macula,ENSG00000107672,0.0020031722248725
Macula,ENSG00000074181,-0.00564963227766799
Macula,ENSG00000100246,-0.00175503051327177
Macula,ENSG00000175416,0.000158296572156815
Macula,ENSG00000137726,0.00153491119614219
Macula,ENSG00000229852,0.00235996147811221
Macula,ENSG00000257704,0.00696713655789279
Macula,ENSG00000108465,0.00388947541866897
Macula,ENSG00000175215,0.00468789353089153
Macula,ENSG00000269067,0.00100986085279182
Macula,hsa-miR-299-5p,0.00135466869210714
Macula,ENSG00000119630,0.00210367867384944
Macula,ENSG00000147119,0.000280297689755236
Macula,ENSG00000189171,0.00258808899087683
Macula,ENSG00000081692,-0.00327150617350537
Macula,ENSG00000249042,0.00047070919699273
Macula,ENSG00000133640,0.000567550774379419
Macula,ENSG00000177425,-0.01051854559868
Macula,ENSG00000196305,-0.00509676697491792
Macula,hsa-miR-3184-5p,-0.00217119379818738
Macula,hsa-miR-423-3p,-0.00217215333685949
Macula,ENSG00000075618,0.00373743024991174
Macula,ENSG00000257151,0.00311567365398933
Macula,ENSG00000104722,0.00436521698364762
Macula,ENSG00000103066,-0.00112612285083232
Macula,ENSG00000115091,0.00342521361467223
Macula,ENSG00000133657,-0.00173703493967645
Macula,ENSG00000173320,0.00624671600067765
Macula,ENSG00000234585,-0.000366314812515208
Macula,ENSG00000279594,0.00567094250955934
Macula,ENSG00000113558,0.00145676761258183
Macula,ENSG00000203778,0.0052877201675947
Macula,ENSG00000211863,-0.00110414630855456
Macula,ENSG00000276900,-0.0022927340045455
Macula,ENSG00000100601,-0.00295690536470616
Macula,ENSG00000138107,0.00232568496853826
Macula,ENSG00000175387,0.000523080229848417
Macula,ENSG00000143933,0.00148117542007682
Macula,ENSG00000169957,-0.000390789792994226
Macula,ENSG00000034713,-0.00226074709541453
Macula,ENSG00000116478,-0.0012592290279221
Macula,ENSG00000121210,-4.25965375900915e-05
Macula,ENSG00000126215,0.00174946956030631
Macula,ENSG00000143951,0.0013704535845108
Macula,ENSG00000270059,0.00189558378824133
Macula,ENSG00000105298,0.00171703613823707
Macula,ENSG00000138326,0.00415834629014938
Macula,ENSG00000143374,-0.00188073969848737
Macula,ENSG00000244151,0.00750048020338457
Macula,ENSG00000090013,0.00024120024807701
Macula,ENSG00000119906,0.00251212122616295
