d1	d2	eta	K	n	cost
0.457169131562114	0.396821527257562	0.148503256030381	1	273	0.849728430891609
1.08139996711165	0.745158587880433	0.395587254352868	6	545	0.654071175941278
1.53324155414477	1.72574510322884	0.534322769977152	7	653	0.512438220773284
2.15454964660108	1.93082630909979	0.614121817946434	11	952	0.610834735643911
2.84339864546433	2.71737628905103	0.866828485280275	13	1363	1.07742069402445
2.55225320160389	0.424277855455875	0.545753954723477	9	748	0.842230722083839
0.145563626289368	2.76338664684445	0.519519876688719	3	749	1.01313764916778
2.23726044632494	2.14444140261039	0.21757239587605	9	326	0.600441014881043
2.25605577230453	1.26206805072725	0.352309103868902	9	901	0.584982151973928
0.801664692535996	1.74025846971199	0.293680464103818	3	601	0.606004430732068
0.585125841666013	0.262280505150557	0.348719777166843	4	251	0.874096263718455
1.64338662168011	2.24005613951012	0.834267508611083	2	167	0.794935322195203
1.26003025453538	2.04249085765332	0.463254020363092	13	1153	0.500348482116997
0.923666139971465	0.865097310394049	0.511816067434847	13	166	0.719694434541272
1.94354191208258	2.10491378260776	0.193156245537102	4	460	0.520578427477166
1.55941407158971	2.65887039313093	0.158201664127409	5	549	0.563343751092301
0.216710872668773	2.53087761132047	0.207275091856718	1	187	0.984242430272783
2.43703105105087	0.320199938397855	0.77756689414382	2	879	1.06453299184307
0.429516522586346	2.35337929017842	0.180183817073703	11	1351	0.797409881501873
0.220858009345829	1.83448601998389	0.397535136528313	14	93	0.941957398316105
0.808846527524292	1.67170345764607	0.54055832400918	11	701	0.601850875626361
1.61983685297891	0.178996277879924	0.310129770077765	4	470	0.722032706408607
2.55223655076697	2.28821435160935	0.883430712856352	8	1454	0.980571046929172
1.76639644121751	2.10488170199096	0.814334271289408	15	1474	0.636008497463988
0.525827827211469	1.24590777624398	0.527447641827166	13	1477	0.663941137749609
0.17725381385535	1.08488243883476	0.657422501221299	5	1226	0.867014466915787
1.65064246328548	0.809962411317974	0.466237368434668	8	172	0.572084452206873
0.895299005322158	1.24320959616452	0.435833023488522	6	640	0.6204352029843
1.31597892194986	2.32092905556783	0.556803060881794	2	570	0.6410841561953
0.638710993807763	2.06034720968455	0.700114892609418	8	986	0.777812798952544
1.60111500229686	1.89675049893558	0.801099141687155	2	72	0.686325656074248
2.82919495925307	1.88240640498698	0.180316870845854	4	581	0.644699173692662
0.832384268846363	1.4773876927793	0.566106477379799	10	398	0.618429423436212
1.54846948124468	2.15448611630127	0.480523736961186	14	589	0.48829429815376
1.99830400673673	1.00758986603469	0.246088533475995	10	801	0.580677419287578
2.34978231759742	2.4022100080736	0.716506607830524	5	1301	0.734175091799964
0.429326553363353	0.248424909636378	0.373521137610078	8	1379	0.872768762270911
1.3780134184286	0.572590893972665	0.758707647584379	8	1240	0.768807465451688
2.45493436390534	2.37830950589851	0.764076014049351	8	232	0.794514011767094
0.768174971360713	1.92007046444342	0.540925743244588	10	756	0.617638689588444
0.852288418263197	1.57088011913002	0.410196434333921	12	62	0.803737050537234
2.15046787057072	0.825115450657904	0.345906815491617	12	1439	0.661424864869353
1.19942256156355	2.01605381257832	0.734685226716101	12	339	0.598389636711043
0.891551923565566	2.66081429701298	0.821013643406332	7	1382	1.00555245299325
2.6690561809577	0.918994940351695	0.825373873487115	7	1453	0.907387914249432
0.262345450650901	1.61243424788117	0.840470682457089	13	642	0.964417456937872
2.84389444990084	1.33423256408423	0.750893757678568	2	719	0.925102318558092
1.51600652039051	1.66308551095426	0.694909170269966	1	1342	0.905002684612559
2.12601218642667	2.36481594499201	0.158873441070318	2	557	0.624988941850041
2.09962557628751	0.960230198502541	0.387762325629592	7	457	0.542263825047147
0.689610585849732	0.417321110889316	0.269152132794261	3	873	0.813856540000654
2.33942638169974	0.488953274022788	0.396832060813904	2	794	0.827038639726649
2.40437658177689	2.81136909583583	0.468483388982713	7	451	0.652740369213613
2.38037812514231	0.250689535588026	0.800991566106677	6	731	0.990946183695257
2.31451501837	0.590291710197926	0.446087894774973	12	1010	0.763551734830388
1.61361905392092	2.16930948556046	0.484082376736369	15	544	0.474655098641381
1.55138951506542	2.17730451625186	0.48731529771032	15	565	0.489401208455125
1.53880186297087	2.17310234308035	0.595678633814098	13	679	0.501804666423694
2.10291414559618	2.20126142198701	0.4067181607164	14	257	0.593249593798258
2.30999478421681	2.47430871999568	0.668830583314993	14	521	0.612597046529991
2.60541206767604	2.45990915680087	0.534594971857015	15	88	0.738834342292928
1.29362984577902	1.99108318598362	0.271567950201485	15	50	0.781336393321809
1.09259298950609	2.22185465912495	0.427648660312937	13	1314	0.55905771873536
0.867082261203201	2.03204332601031	0.598831647471094	15	1451	0.61752164942303
1.43160190812272	2.03610402154823	0.288082919450969	14	1197	0.483046193009995
1.48378696449577	2.9	0.473733343619716	14	1159	0.652669399948342
1.96864917519503	2.23917493433523	0.475968093070571	14	934	0.520499317672869
0.1	1.5421092623296	0.120039246717952	13	1020	0.828546209304109
1.35904193687043	1.7851676196821	0.673184461203928	8	726	0.54658377016015
1.92603017235259	1.75254506482159	0.41490521076039	7	726	0.561112001170626
1.46195384946086	2.09495115355174	0.744658667711958	7	686	0.616519799674697
2.04391168547818	2.50713096016124	0.565013398080338	6	703	0.574515980466449
0.897514139161584	1.03892500121629	0.52021326714235	1	539	0.75232537368047
2.66148775417345	2.09926764942358	0.209488754385375	2	154	0.719423377440268
2.79276429439692	1.8031720679631	0.151309010999632	4	318	0.642642068566152
2.9	1.89852976240226	0.157923177457151	1	252	0.883358081562562
1.88081465483082	2.11037798102488	0.23081889479702	1	363	0.718550730317313
0.609879586918224	1.81890365295372	0.61299550672701	9	1060	0.692984170789776
0.717875289047905	1.93875069646218	0.821632772456087	8	835	0.829085543004747
0.599019827525242	1.56117493036111	0.640776508483527	8	762	0.692783693164943
0.794766494297389	0.469166123813088	0.237629334496788	3	724	0.793736574858664
1.20469371287656	0.1	0.1	3	759	0.811065417690813
1.1125842330376	0.1	0.31113118643146	6	1376	0.771734489927791
1.18794611079479	2.0502611634494	0.474047725535866	13	779	0.521670013528321
