full.per.filter.full,full.per.filter.miRNA,full.per.filter.mRNA,full.per.filter.100,full.per.filter.200,full.per.filter.300,full.per.filter.400,full.per.filter.500,full.per.filter.600,full.per.filter.700,full.per.filter.800,full.per.filter.900,full.per.filter.1000,full.per.filter.1100,full.per.filter.1200,full.per.filter.1300,full.per.filter.1400,full.per.filter.1500,full.per.filter.2000,full.per.filter.3000,full.per.filter.4000,full.per.filter.5000,full.per.filter.6000,full.per.filter.7000,full.per.filter.8000,full.per.filter.9000,full.per.filter.10000,full.per.filter.11000,full.per.filter.12000,full.per.filter.13000,full.per.filter.14000,full.per.filter.15000,full.per.filter.optimized
0.924430517808762,0.604418291558111,1.01834925094549,0.574170065960561,0.453315806245899,0.535567316460162,0.655944132798824,0.729073085226878,0.669813656044208,0.71095282536396,0.542844205602769,0.647982881240768,0.644459466325878,0.54211511302446,0.536255219139326,0.568953628280792,0.607334126059096,0.547164633367402,0.66195434486696,0.675391649729827,0.676953878887541,0.677339266818368,0.683010076174146,0.697542865585519,0.704368444788157,0.715609139741909,0.725103582898756,0.726495587481314,0.828954747706361,0.831222063401883,0.854103874816127,0.871596547530844,0.332620280780821
0.967040838143707,0.747292115827625,1.04467851417011,0.542463920463215,0.609087274069865,0.698238483840426,0.614020963845663,0.806536140275902,0.647078812360497,0.805160397436845,0.657205726098561,0.740669162730665,0.760914936712727,0.661775532991758,0.687743421202414,0.686339862284035,0.713474295859799,0.586183674571373,0.503815997308501,0.50203290569616,0.5128607779686,0.53974630209454,0.549108610782954,0.5883926169757,0.621349499285076,0.642980450881622,0.67278864334238,0.701990818627787,0.751674854038063,0.761789827042089,0.766764864687783,0.763996755359994,0.552396775181002
0.851836772890532,0.805908174610453,0.834688633509272,0.558386411391671,0.722747353926397,0.545646168609537,0.680265413762288,0.694669258603577,0.532324536490928,0.682359990605149,0.788814650716546,0.661847353158215,0.658316573694873,0.798613488831799,0.806154507454225,0.828071300249781,0.845629038216396,0.683607277572984,0.604040938905921,0.607227101766446,0.620657161828726,0.621886624263428,0.622652325113054,0.639895203946203,0.637483404655555,0.641538433856752,0.638446443678188,0.622197832832378,0.799008196630682,0.819277146010814,0.843055714618106,0.853704846024363,0.526448413671047
0.871121769070828,0.579522851369702,0.902748315731609,0.643202721136453,0.517755565587682,0.655142301100544,0.503684753704962,0.597427679692659,0.5454080120604,0.64619314097399,0.569879865913551,0.457563561705675,0.463750159442391,0.587879596898231,0.60994403741157,0.810524154111017,0.629277424519106,0.73103889548628,0.423747218373905,0.447991599048155,0.468461508023819,0.465726844674275,0.478487317804511,0.507206511391817,0.530822656089891,0.561598665009207,0.587155723037516,0.620734041463441,0.93214018731903,0.951691011038756,0.968073852527374,0.985603105759209,0.580891871925178
1.00937340005897,0.425460854638764,0.774414323027502,0.693306491749428,0.576508484425928,0.556708364200028,0.497882427888162,0.349113293762661,0.64269879551482,0.339196695235859,0.694353300270218,0.525477084660911,0.528737202345664,0.749325229588028,0.782177118897108,0.620385298702494,0.803298849783616,0.651118031025343,0.576777186093816,0.756643006040334,0.791940929835831,0.804751159732483,0.825747630833641,0.85299505376271,0.877494122649705,0.902044880193247,0.925811890365848,0.95280755174844,0.781954564890549,0.802440830952553,0.824290884699525,0.837439470444241,0.423579294673606
0.909333695988182,0.620705486417428,0.851113715847026,0.465785435572879,0.492352146957724,0.645255363665996,0.673012068828106,0.587061469623718,0.667028552051838,0.618111276995136,0.526004321868207,0.725811811044079,0.750272212589838,0.524891446076959,0.520660273475205,0.479043449998796,0.555773174135952,0.633796040074158,0.710748955578849,0.732560676121298,0.753595973394491,0.7596417354997,0.756403287466519,0.778318249509845,0.78048870474708,0.791333968935104,0.792051022364902,0.807828858193742,0.934617436947977,0.9669299725947,0.990991218533469,1.00095765120759,0.704734770845542
0.750350037564231,0.859123975441325,1.02684358253857,0.614003681827417,0.565290709855013,0.540298782922646,0.618290245194368,0.60092313420986,0.374832521486977,0.585974858522254,0.445478101784378,0.700299227580322,0.685234759349479,0.461077790507833,0.456864798791133,0.54107686163219,0.48742124118952,0.481231838608293,0.689599276670068,0.682844901254971,0.677210987303527,0.693711129275084,0.711479220191591,0.730519039845117,0.732252150411271,0.733732306268708,0.741965712101444,0.746088386519849,0.721541492479829,0.74137868013775,0.758587188628425,0.776477065653064,0.557115934268455
1.19036679140117,0.492430941261705,0.786597636441375,0.495593286980979,0.489905687589593,0.672696028975108,0.387729205679184,0.503967588769635,0.512414316372261,0.512661754638928,0.692423667264485,0.541005773649366,0.566423426736119,0.706366098107196,0.706304678923498,0.535136785863932,0.730286134346808,0.956156127575056,0.639076868002043,0.613720151869428,0.623447515502444,0.621838406689034,0.637667811723689,0.649857704581285,0.65457608025007,0.662225238535214,0.669024756037461,0.675204824546752,1.24010289862504,1.26674355123783,1.28478215552938,1.29652759405533,0.321661308691663
0.878337177432192,0.641439959912606,1.00168283463321,0.578009755073947,0.425396731009393,0.75450395121881,0.501826214769402,0.549014192607132,0.476554972563486,0.598123795659876,0.511440528268662,0.693345511285239,0.685007691131911,0.519695250108633,0.528060329577129,0.709950791213505,0.561734039267673,0.709383363724522,0.511404158303532,0.65998170636651,0.667121811398657,0.679438830648303,0.703469588827366,0.723477548439496,0.739183799929204,0.759428642756643,0.769506269760134,0.787045498212461,1.00247138952301,1.02424688490663,1.04066538271782,1.05417283388979,0.437302308847313
0.905438907071018,0.780025718384254,0.772384204324791,0.472320493123352,0.647804583664472,0.551094001664086,0.475011642417376,0.682749026824411,0.846528563713488,0.663335236194018,0.704558075143406,0.53285478809876,0.538546096960995,0.675320841811478,0.683062527085664,0.701260258252432,0.722295152945154,0.700692362242172,0.650906626955401,0.411534667643102,0.436919993198549,0.466062903574243,0.495556245986455,0.515489857891507,0.530805080214328,0.552356961985595,0.576004569158087,0.601359367610072,0.727353407217518,0.734932472876958,0.742985137676147,0.750153650564786,0.507303087893113
0.852536328119541,0.808727529764904,0.754373767580046,0.480094723409098,0.585264568658477,0.525676075218561,0.795113817446947,0.658334804311988,0.636380683418887,0.608597586409092,0.612614898212299,0.636045493115148,0.627297326421576,0.628676578362914,0.622450810955027,0.781661520697043,0.685122610482979,0.526643490848286,0.376387676460715,0.882013799576722,0.875324414498131,0.86587867360406,0.86915591462196,0.890283404856536,0.895155164517027,0.901821710000401,0.90242302294442,0.908570649801469,0.762742279680645,0.79063550988175,0.810634050534548,0.826879994439048,0.515580074370134
0.559720215521272,0.782854453741341,0.854094416876557,0.479096736365676,0.60027392538218,0.621610139602756,0.5993613340043,0.518329882941654,0.662492057413577,0.507546418335772,0.719026689034768,0.620970645878874,0.615145017665669,0.738980802170702,0.755271232789374,0.675326948709109,0.769726234289461,0.529466618198082,0.852077470195667,0.551077981015149,0.575296717685604,0.583046416066178,0.607097016590746,0.626657212865247,0.642561795732969,0.662054526869217,0.690555525591554,0.72881757067334,0.801915120759127,0.826435218670951,0.851029263887307,0.863514476143711,0.523474082907362
0.93843606898179,0.781685040617445,1.32122890603854,0.687398128472334,0.540224828079858,0.609497025834209,0.704547713345605,0.542371397002476,0.459130605621781,0.528366550194405,0.658764253499096,0.512013418318205,0.524330044216736,0.646556832152289,0.66893897321502,0.771835778595247,0.697787468336764,0.505838539557832,0.516388712943259,0.735645547608381,0.768108926304494,0.773841122360793,0.798274965066381,0.829944693947963,0.848635590840257,0.8666620560688,0.885950388225586,0.904155280145679,0.793491102721908,0.790534125457638,0.805199138594601,0.827682491460582,0.405825771029291
0.875720315050504,0.581975921283621,1.07619721324454,0.526686492189973,0.659498634450982,0.514632008823289,0.48082758738185,0.821672933839956,0.454822827666936,0.850023711581931,0.713029043283172,0.607354465619712,0.628840229535604,0.735158078064522,0.736677730868617,0.653187867557889,0.751643227330255,0.405745300627544,0.695777178452904,0.78078171585483,0.803211622992615,0.819365466274286,0.825505219363117,0.849025836084214,0.864697233958773,0.892524789562676,0.919559880265895,0.94541766766555,0.665427034426838,0.699989076396152,0.735077387804477,0.767290376687309,0.486253234253133
0.916502222205082,0.910359697289969,0.784293775371575,0.681056719137594,0.345389084932984,0.561108920795404,0.484693940834568,0.551197332353467,0.485744195240502,0.526601328236352,0.703898402217052,0.322170261936573,0.339232159970889,0.717023969403196,0.705310298095184,0.644164464414307,0.738159688966981,0.522657098067727,0.736862744911864,0.684288857727218,0.683277063976575,0.669992002945631,0.673209733038627,0.697194963535622,0.699967587119388,0.706514588009963,0.726346845184685,0.734983833050138,0.659537906208266,0.655170154023832,0.645741336151388,0.63914490817274,0.624810623149537
0.97198951197104,0.844905275601185,0.657916036935754,0.540540377319899,0.745232959557531,0.568169647859562,0.430326148916763,0.616324600235255,0.335283789423834,0.633173683852589,0.638439346428297,0.660245054936472,0.656811641695897,0.602665453486223,0.619752661260569,0.684206029982307,0.667077038035559,0.751957295185082,0.673790389069176,0.804292373523927,0.834230843062413,0.852226410224246,0.87368288570849,0.89073382976946,0.907402187993015,0.922157831524614,0.935097187178877,0.950481968133241,0.981032882574945,1.00300353397585,1.0237036006855,1.04017636129589,0.504733258002708
