d1,d2,eta,K,n,cost
0.563456876818091,0.421301098354161,0.180422525331378,2,253,0.747444964394936
1.01162163713947,0.71084080606699,0.321780642718077,5,508,0.616138826913128
1.61295155739412,1.72166859019548,0.428165618740022,9,673,0.566965122080537
1.78901159774512,1.90072277385741,0.594372207149863,12,933,0.624865000299404
2.85177169870585,2.65579731399193,0.799548275955021,13,1349,1.19939389019632
2.50591539451852,2.62205074448138,0.726980405673385,14,546,0.906919749491325
2.17802582709119,1.69082317408174,0.351612991094589,4,1244,0.729519821381858
0.273936218768358,2.81872754730284,0.32362769600004,14,897,1.04669356743006
0.220072840992361,1.07696696761996,0.253180548548698,14,249,0.718811395575874
1.73071426488459,2.07699064724147,0.794395920448005,10,1069,0.722065413229931
1.24957286333665,0.219098125211895,0.846853825636208,6,701,0.87276981434624
2.43644850905985,1.07096266122535,0.626673072949052,2,1286,0.937128180837655
2.0763036406599,1.31353448964655,0.872938087023795,10,763,0.846193189924355
0.972731250617653,2.74138661529869,0.827044636383653,14,1249,0.917064906017736
2.86389285018668,2.22604446709156,0.854950045607984,7,1287,1.16324222675885
0.341748698428273,2.07565154666081,0.547111932188272,7,1433,0.854017464001632
1.05086600724608,2.43942919336259,0.428211165592074,4,1021,0.679211029567321
2.35281210364774,1.43778275568038,0.831814401783049,1,1102,0.980177443492288
0.361734442878515,1.83207675907761,0.862052047625184,7,1409,0.987003496003817
2.58935184124857,1.94063745485619,0.832467255368829,2,1421,1.02015968183395
2.74778944067657,2.30157113326713,0.334471097588539,2,780,0.944007501289751
1.70714630614966,0.840673058852553,0.475375756062567,6,413,0.60440894586545
0.778459548112005,0.512403635121882,0.546886724047363,9,1159,0.689317034921763
2.82223132513463,2.18009019121528,0.612968452274799,8,869,0.99191214844252
2.33867179974914,2.34326595412567,0.309241906739771,5,200,0.710996749087186
1.37258457997814,1.42618568539619,0.757546447217464,2,159,0.597408291770478
1.62066889544949,1.48593804910779,0.851815510541201,3,1246,0.812368047730091
0.561202698759735,1.43786558024585,0.231979252770543,8,619,0.631827619005586
2.15600915057585,0.493558372277766,0.786380020901561,2,1440,0.989169240409338
2.24351650821045,2.29433027356863,0.125730083696544,12,1146,0.761929347281043
2.59927791031078,2.05858963597566,0.896711502783,11,1190,1.10315541201201
1.33469003932551,2.4144403571263,0.830353724770248,2,648,0.87599351637037
0.58333453470841,0.643111501447856,0.884557356871665,9,702,0.770160877568146
2.8294937055558,1.73226101621985,0.324880019761622,15,931,0.942619626540605
1.23968531461433,1.22923991167918,0.878081979230046,8,951,0.816604230734885
2.22183393323794,1.62487251562998,0.825547507964075,10,588,0.829998404422495
1.55102296639234,0.584813772607595,0.680711174383759,10,433,0.64211472836281
2.42906390232965,0.376986112073064,0.676343003287911,8,1167,1.00120012361775
2.75599584225565,0.325987750012428,0.272427373565733,8,332,1.1166120130585
2.16465109987184,2.284393392317,0.877427818253636,13,380,0.908524704270199
0.995989328809082,1.59495122181252,0.683513310551643,8,117,0.617317548325233
0.257549956813455,2.55958779519424,0.463757269829512,10,1220,0.987702010819755
0.422687614802271,2.06502430988476,0.107414172403514,6,119,0.943026242828613
0.726311289984733,2.44440475953743,0.511471087299287,9,1279,0.787364579673484
1.9186010921374,2.27649139771238,0.841083714924753,3,1308,0.874646988223117
0.674955860991031,1.77184564322233,0.544779925234616,4,495,0.613581408035477
2.40875452496111,0.757737496495247,0.368277320452035,3,442,0.827922208956858
1.68653494305909,2.84719480928034,0.768912882730365,5,322,0.877555500148468
0.246485005971044,0.157251994870603,0.655411252565682,3,1163,0.836929048163699
0.562252518348396,1.18746931813657,0.246822695434093,8,241,0.614051353467834
2.57014667754993,1.54934596680105,0.588349463604391,5,891,0.855755123838041
2.22944464478642,0.415914299990982,0.461928825266659,14,940,0.852060589006189
2.55299617601559,2.65826125191525,0.677335695363581,9,945,0.935799892834235
2.5798128140159,1.48338016346097,0.461836786940694,6,614,0.826472532851704
0.17070972789079,1.30930138351396,0.158733368851244,4,1138,0.758816523143584
1.69738773816539,1.81763116806371,0.285289891956988,8,785,0.582653913438382
1.56511009914635,1.65701712122361,0.405015957743801,10,793,0.556995564939365
2.10299203698898,1.72150610105329,0.334452238062378,11,649,0.703492000469457
1.61252723315356,2.18154147594497,0.1,9,675,0.588634179323935
1.31176086096328,1.37713782198565,0.338184735587972,5,678,0.543636282209945
2.28852532054817,1.45524178337745,0.468505629699964,12,824,0.750767751748852
0.311916184105856,1.37294887182225,0.254438994887216,5,50,0.920340283694532
1.17388349071777,1.28882419626949,0.889409882437658,2,129,0.715989498891879
1.80225838807944,1.48035659517376,0.808029045746674,1,50,0.653400761877758
